Paper Feature Name			hasEnum	hasSTrace	hasCR	hasCE	NTk		NDistTk	NDistCE	RatioDistTk	RatioDistCE	
Apache	HBASE	14811	0	0	1	1	54	5	37	4	0.005912	0.000639	
Apache	HBASE	16676	0	0	0	1	103	4	77	4	0.012304	0.000639	
Apache	HBASE	7591	0	0	0	1	20	3	17	3	0.002717	0.000479	
Apache	HBASE	11420	0	0	0	1	62	2	44	1	0.007031	0.000160	
Apache	HBASE	7580	0	1	0	1	279	12	39	12	0.006232	0.001918	
Apache	HBASE	14763	0	0	0	1	24	2	20	2	0.003196	0.000320	
Apache	HBASE	12717	0	0	1	1	104	13	53	13	0.008469	0.002077	
Apache	HBASE	6446	0	0	0	0	29	0	19	0	0.003036	0.000000	
Apache	HBASE	11714	0	0	0	1	163	13	94	11	0.015021	0.001758	
Apache	HBASE	13960	1	1	1	1	181	25	73	24	0.011665	0.003835	
Apache	HBASE	15922	0	0	1	1	74	14	43	12	0.006871	0.001918	
Apache	HBASE	16117	0	0	0	1	36	3	27	2	0.004314	0.000320	
Apache	HBASE	6196	0	0	0	1	15	2	11	2	0.001758	0.000320	
Apache	HBASE	565	0	0	0	1	146	3	91	3	0.014541	0.000479	
Apache	HBASE	4055	0	0	0	1	61	4	37	3	0.005912	0.000479	
Apache	HBASE	13623	0	1	0	1	90	9	32	8	0.005113	0.001278	
Apache	HBASE	3778	0	0	1	1	64	7	40	7	0.006392	0.001119	
Apache	HBASE	5492	0	0	0	1	68	13	45	11	0.007191	0.001758	
Apache	HBASE	6280	0	0	1	1	72	11	34	10	0.005433	0.001598	
Apache	HBASE	5820	0	0	0	0	33	0	23	0	0.003675	0.000000	
Apache	HBASE	14653	0	1	0	1	150	27	37	27	0.005912	0.004314	
Apache	HBASE	12469	0	0	0	0	18	0	14	0	0.002237	0.000000	
Apache	HBASE	7385	0	1	0	1	624	76	142	75	0.022691	0.011985	
Apache	HBASE	8258	0	0	0	0	23	0	16	0	0.002557	0.000000	
Apache	HBASE	16581	0	0	0	1	412	1	45	1	0.007191	0.000160	
Apache	HBASE	6086	0	0	1	1	42	7	23	7	0.003675	0.001119	
Apache	HBASE	8136	0	0	0	1	62	1	43	1	0.006871	0.000160	
Apache	HBASE	5834	0	0	0	1	28	5	26	5	0.004155	0.000799	
Apache	HBASE	3604	0	0	0	1	89	1	55	1	0.008789	0.000160	
Apache	HBASE	848	0	0	0	1	25	1	19	1	0.003036	0.000160	
Apache	HBASE	11089	0	0	0	1	296	25	118	25	0.018856	0.003995	
Apache	HBASE	851	0	0	0	1	697	22	122	22	0.019495	0.003516	
Apache	HBASE	5333	0	0	0	1	49	2	43	2	0.006871	0.000320	
Apache	HBASE	11222	0	0	0	0	12	0	10	0	0.001598	0.000000	
Apache	HBASE	13783	0	0	0	1	43	4	31	3	0.004954	0.000479	
Apache	HBASE	17113	1	1	1	1	460	57	168	55	0.026846	0.008789	
Apache	HBASE	9913	0	1	0	1	307	40	83	39	0.013263	0.006232	
Apache	HBASE	8923	0	0	0	1	38	2	29	2	0.004634	0.000320	
Apache	HBASE	11612	0	0	0	1	22	2	17	1	0.002717	0.000160	
Apache	HBASE	6749	0	0	0	1	350	10	83	10	0.013263	0.001598	
Apache	HBASE	7774	0	0	1	1	117	13	68	13	0.010866	0.002077	
Apache	HBASE	4834	0	0	1	1	49	5	37	5	0.005912	0.000799	
Apache	HBASE	15162	0	0	0	1	57	1	31	1	0.004954	0.000160	
Apache	HBASE	2535	0	0	0	0	54	0	38	0	0.006072	0.000000	
Apache	HBASE	2280	0	0	1	1	68	5	41	4	0.006552	0.000639	
Apache	HBASE	8937	0	0	1	1	82	15	45	14	0.007191	0.002237	
Apache	HBASE	14699	0	1	0	1	172	21	46	20	0.007351	0.003196	
Apache	HBASE	3816	0	0	0	0	37	0	26	0	0.004155	0.000000	
Apache	HBASE	9427	0	0	1	1	78	9	29	8	0.004634	0.001278	
Apache	HBASE	9076	0	0	0	1	101	2	30	2	0.004794	0.000320	
Apache	HBASE	15221	0	0	0	1	92	6	65	5	0.010387	0.000799	
Apache	HBASE	502	0	0	0	1	34	4	16	2	0.002557	0.000320	
Apache	HBASE	3307	0	0	0	1	28	2	22	1	0.003516	0.000160	
Apache	HBASE	1913	0	0	0	1	58	2	45	2	0.007191	0.000320	
Apache	HBASE	3007	0	0	0	1	49	2	37	2	0.005912	0.000320	
Apache	HBASE	4094	1	0	1	1	326	23	105	23	0.016779	0.003675	
Apache	HBASE	14079	0	1	0	1	398	55	93	55	0.014861	0.008789	
Apache	HIVE	8192	0	0	0	1	79	5	41	4	0.005363	0.000523	
Apache	HIVE	10240	0	1	0	1	1452	116	271	116	0.035448	0.015173	
Apache	HIVE	13314	0	1	0	1	471	53	103	52	0.013473	0.006802	
Apache	HIVE	2564	0	0	0	0	36	0	26	0	0.003401	0.000000	
Apache	HIVE	517	0	0	1	1	103	7	55	7	0.007194	0.000916	
Apache	HIVE	14164	0	0	0	0	32	0	26	0	0.003401	0.000000	
Apache	HIVE	12807	0	0	0	0	11	0	7	0	0.000916	0.000000	
Apache	HIVE	8712	0	0	1	1	77	3	40	3	0.005232	0.000392	
Apache	HIVE	11798	0	0	0	1	40	2	21	1	0.002747	0.000131	
Apache	HIVE	9739	0	1	0	1	489	38	100	37	0.013080	0.004840	
Apache	HIVE	3596	0	0	0	1	57	3	40	2	0.005232	0.000262	
Apache	HIVE	12814	0	0	0	0	14	0	9	0	0.001177	0.000000	
Apache	HIVE	2963	0	0	0	1	41	2	25	2	0.003270	0.000262	
Apache	HIVE	12816	0	0	0	0	7	0	6	0	0.000785	0.000000	
Apache	HIVE	1368	1	0	0	1	111	6	42	6	0.005494	0.000785	
Apache	HIVE	12818	0	0	0	0	9	0	6	0	0.000785	0.000000	
Apache	HIVE	12819	0	0	0	0	5	0	5	0	0.000654	0.000000	
Apache	HIVE	9748	0	0	1	1	152	13	59	13	0.007717	0.001700	
Apache	HIVE	12821	0	0	0	0	5	0	5	0	0.000654	0.000000	
Apache	HIVE	12822	0	0	0	0	5	0	5	0	0.000654	0.000000	
Apache	HIVE	12823	0	0	0	0	5	0	5	0	0.000654	0.000000	
Apache	HIVE	2584	0	0	0	1	38	1	19	1	0.002485	0.000131	
Apache	HIVE	11801	0	1	0	1	840	72	109	72	0.014258	0.009418	
Apache	HIVE	7434	0	0	0	0	28	0	19	0	0.002485	0.000000	
Apache	HIVE	3099	0	0	0	1	24	2	15	2	0.001962	0.000262	
Apache	HIVE	2077	0	0	0	1	14	1	10	1	0.001308	0.000131	
Apache	HIVE	12830	0	0	0	0	3	0	3	0	0.000392	0.000000	
Apache	HIVE	12831	0	0	0	0	4	0	4	0	0.000523	0.000000	
Apache	HIVE	6176	0	0	0	0	31	0	24	0	0.003139	0.000000	
Apache	HIVE	545	0	0	0	1	40	4	25	3	0.003270	0.000392	
Apache	HIVE	7714	0	0	0	1	52	3	40	3	0.005232	0.000392	
Apache	HIVE	14883	0	0	1	1	129	22	65	22	0.008502	0.002878	
Apache	HIVE	1573	0	0	0	0	18	0	9	0	0.001177	0.000000	
Apache	HIVE	8231	1	0	1	1	236	1	68	1	0.008895	0.000131	
Apache	HIVE	3335	1	0	0	1	189	7	81	7	0.010595	0.000916	
Apache	HIVE	13871	0	0	0	1	166	2	43	2	0.005625	0.000262	
Apache	HIVE	5680	0	1	1	1	446	58	104	57	0.013604	0.007456	
Apache	HIVE	14387	0	0	0	1	51	4	29	4	0.003793	0.000523	
Apache	HIVE	14174	0	0	0	0	24	0	17	0	0.002224	0.000000	
Apache	HIVE	6198	0	0	0	1	322	4	111	4	0.014519	0.000523	
Apache	HIVE	2615	0	0	0	1	84	4	47	4	0.006148	0.000523	
Apache	HIVE	6712	0	0	1	1	37	3	19	3	0.002485	0.000392	
Apache	HIVE	803	0	0	0	0	16	0	13	0	0.001700	0.000000	
Apache	HIVE	11237	0	0	1	1	80	2	46	2	0.006017	0.000262	
Apache	HIVE	13066	0	0	0	0	26	0	22	0	0.002878	0.000000	
Apache	HIVE	1089	0	0	0	1	26	1	23	1	0.003009	0.000131	
Apache	HIVE	12533	0	1	0	1	155	12	33	12	0.004317	0.001570	
Apache	HIVE	7238	0	0	1	1	86	2	44	2	0.005755	0.000262	
Apache	HIVE	8264	0	1	1	1	472	43	89	43	0.011642	0.005625	
Apache	HIVE	11850	0	0	0	1	129	4	56	4	0.007325	0.000523	
Apache	HIVE	4173	0	0	1	0	136	0	50	0	0.006540	0.000000	
Apache	HIVE	11021	0	0	0	1	32	6	18	4	0.002354	0.000523	
Apache	HIVE	10322	0	1	0	1	182	17	46	17	0.006017	0.002224	
Apache	HIVE	11859	0	0	0	1	64	3	45	3	0.005886	0.000392	
Apache	HIVE	1550	0	0	0	1	21	2	15	2	0.001962	0.000262	
Apache	HIVE	1861	0	1	0	1	315	19	45	19	0.005886	0.002485	
Apache	HIVE	3159	0	0	0	1	34	3	23	3	0.003009	0.000392	
Apache	HIVE	88	0	0	0	1	246	11	111	10	0.014519	0.001308	
Apache	HIVE	6747	0	0	0	1	6	1	5	1	0.000654	0.000131	
Apache	HIVE	7261	0	0	1	1	919	28	152	27	0.019882	0.003532	
Apache	HIVE	14944	0	0	0	0	10	0	8	0	0.001046	0.000000	
Apache	HIVE	14945	0	0	0	1	54	5	39	5	0.005101	0.000654	
Apache	HIVE	5218	0	1	0	1	791	113	187	113	0.024460	0.014781	
Apache	HIVE	4195	0	0	1	1	245	18	99	17	0.012950	0.002224	
Apache	HIVE	13412	0	0	1	0	83	0	31	0	0.004055	0.000000	
Apache	HIVE	14952	0	0	0	0	18	0	11	0	0.001439	0.000000	
Apache	HIVE	8297	1	0	1	1	241	4	94	4	0.012296	0.000523	
Apache	HIVE	3546	0	0	0	1	3	1	3	1	0.000392	0.000131	
Apache	HIVE	5228	0	0	0	1	40	3	32	2	0.004186	0.000262	
Apache	HIVE	1649	0	0	0	0	65	0	30	0	0.003924	0.000000	
Apache	HIVE	6295	0	0	0	0	17	0	14	0	0.001831	0.000000	
Apache	HIVE	10356	0	1	0	1	501	45	107	45	0.013996	0.005886	
Apache	HIVE	5237	0	0	1	0	48	0	33	0	0.004317	0.000000	
Apache	HIVE	1654	0	0	0	0	32	0	22	0	0.002878	0.000000	
Apache	HIVE	634	0	0	0	1	78	2	47	2	0.006148	0.000262	
Apache	HIVE	8316	0	0	1	1	169	7	61	7	0.007979	0.000916	
Apache	HIVE	3197	0	0	1	1	80	5	42	5	0.005494	0.000654	
Apache	HIVE	10879	0	0	1	1	308	15	122	15	0.015958	0.001962	
Apache	HIVE	4225	0	0	0	1	14	2	9	1	0.001177	0.000131	
Apache	HIVE	14581	0	0	0	1	14	2	14	2	0.001831	0.000262	
Apache	HIVE	3094	0	0	0	0	53	0	26	0	0.003401	0.000000	
Apache	HIVE	5256	0	0	1	1	211	20	84	20	0.010988	0.002616	
Apache	HIVE	7306	0	0	1	1	23	4	19	4	0.002485	0.000523	
Apache	HIVE	9495	0	0	0	1	130	11	50	11	0.006540	0.001439	
Apache	HIVE	1676	0	0	0	1	64	2	29	2	0.003793	0.000262	
Apache	HIVE	14989	0	0	0	1	222	10	74	10	0.009680	0.001308	
Apache	HIVE	11918	0	0	0	0	51	0	30	0	0.003924	0.000000	
Apache	HIVE	12432	0	0	1	1	22	1	19	1	0.002485	0.000131	
Apache	HIVE	3217	0	0	0	1	45	3	27	3	0.003532	0.000392	
Apache	HIVE	13971	0	0	0	0	5	0	5	0	0.000654	0.000000	
Apache	HIVE	7316	0	0	0	0	20	0	15	0	0.001962	0.000000	
Apache	HIVE	4247	1	0	1	1	118	9	56	9	0.007325	0.001177	
Apache	HIVE	8856	1	0	0	1	94	1	52	1	0.006802	0.000131	
Apache	HIVE	13977	0	0	1	1	87	6	43	6	0.005625	0.000785	
Apache	HIVE	3547	0	0	0	0	10	0	8	0	0.001046	0.000000	
Apache	HIVE	3739	0	0	1	1	110	8	27	6	0.003532	0.000785	
Apache	HIVE	15004	0	0	1	1	339	47	144	44	0.018836	0.005755	
Apache	HIVE	1187	0	0	0	1	58	1	33	1	0.004317	0.000131	
Apache	HIVE	6824	0	0	0	0	41	0	32	0	0.004186	0.000000	
Apache	HIVE	13489	0	1	0	1	181	21	58	20	0.007587	0.002616	
Apache	HIVE	4266	0	0	0	1	30	3	18	2	0.002354	0.000262	
Apache	HIVE	6933	0	0	0	1	34	2	18	1	0.002354	0.000131	
Apache	HIVE	14194	0	0	0	0	23	0	14	0	0.001831	0.000000	
Apache	HIVE	12829	0	0	0	0	3	0	3	0	0.000392	0.000000	
Apache	HIVE	8369	0	0	0	1	32	3	21	2	0.002747	0.000262	
Apache	HIVE	4274	0	0	0	0	33	0	20	0	0.002616	0.000000	
Apache	HIVE	7198	0	0	0	1	77	5	48	4	0.006279	0.000523	
Apache	HIVE	5956	0	0	0	0	8	0	8	0	0.001046	0.000000	
Apache	HIVE	14521	0	1	0	1	226	27	78	27	0.010203	0.003532	
Apache	HIVE	14019	0	0	0	1	26	1	22	1	0.002878	0.000131	
Apache	HIVE	3272	0	0	0	1	36	2	27	1	0.003532	0.000131	
Apache	HIVE	3785	0	0	0	1	15	2	8	1	0.001046	0.000131	
Apache	HIVE	802	0	0	0	1	38	3	28	2	0.003663	0.000262	
Apache	HIVE	5328	0	0	0	0	26	0	14	0	0.001831	0.000000	
Apache	HIVE	7379	0	0	0	0	46	0	34	0	0.004447	0.000000	
Apache	HIVE	2261	0	0	0	1	63	1	49	1	0.006409	0.000131	
Apache	HIVE	12572	0	1	1	1	1817	128	181	127	0.023676	0.016612	
Apache	HIVE	218	1	0	0	0	124	0	56	0	0.007325	0.000000	
Apache	HIVE	6363	0	0	1	1	181	19	81	18	0.010595	0.002354	
Apache	HIVE	12508	0	0	0	1	32	2	25	2	0.003270	0.000262	
Apache	HIVE	13946	0	0	1	1	249	10	91	10	0.011903	0.001308	
Apache	HIVE	6693	0	0	0	1	34	1	22	1	0.002878	0.000131	
Apache	HIVE	2784	0	0	0	1	269	33	68	33	0.008895	0.004317	
Apache	HIVE	7393	0	1	0	1	339	41	108	41	0.014127	0.005363	
Apache	HIVE	12006	0	0	0	1	22	1	19	1	0.002485	0.000131	
Apache	HIVE	10983	0	0	0	1	205	14	120	14	0.015697	0.001831	
Apache	HIVE	2290	0	0	0	0	5	0	5	0	0.000654	0.000000	
Apache	HIVE	9459	0	0	0	1	96	1	55	1	0.007194	0.000131	
Apache	HIVE	245	0	0	0	1	15	2	15	2	0.001962	0.000262	
Apache	HIVE	11049	0	0	0	0	27	0	18	0	0.002354	0.000000	
Apache	HIVE	11000	0	1	1	1	1246	71	128	71	0.016743	0.009287	
Apache	HIVE	14975	0	0	0	1	47	5	28	5	0.003663	0.000654	
Apache	HIVE	10493	0	0	0	0	18	0	13	0	0.001700	0.000000	
Apache	HIVE	12030	0	1	1	1	258	24	104	24	0.013604	0.003139	
Apache	HIVE	7937	0	0	0	1	88	4	49	4	0.006409	0.000523	
Apache	HIVE	4049	0	0	0	1	45	3	31	3	0.004055	0.000392	
Apache	HIVE	4868	0	0	0	0	57	0	32	0	0.004186	0.000000	
Apache	HIVE	10881	0	0	1	1	308	15	122	15	0.015958	0.001962	
Apache	HIVE	12040	0	0	0	0	32	0	20	0	0.002616	0.000000	
Apache	HIVE	6410	0	0	0	0	64	0	37	0	0.004840	0.000000	
Apache	HIVE	268	0	0	0	0	35	0	23	0	0.003009	0.000000	
Apache	HIVE	2829	0	0	1	1	24	3	14	2	0.001831	0.000262	
Apache	HIVE	5904	0	0	0	1	30	3	20	3	0.002616	0.000392	
Apache	HIVE	13075	0	0	1	1	146	21	84	20	0.010988	0.002616	
Apache	HIVE	6420	0	0	0	0	24	0	16	0	0.002093	0.000000	
Apache	HIVE	11566	0	0	0	0	33	0	21	0	0.002747	0.000000	
Apache	HIVE	1302	0	0	0	1	49	3	25	3	0.003270	0.000392	
Apache	HIVE	6935	0	0	0	1	69	3	41	2	0.005363	0.000262	
Apache	HIVE	12569	0	0	0	1	75	2	24	2	0.003139	0.000262	
Apache	HIVE	11034	1	0	1	1	176	4	41	4	0.005363	0.000523	
Apache	HIVE	10523	0	0	0	1	422	10	125	10	0.016351	0.001308	
Apache	HIVE	11036	0	0	0	1	17	2	14	1	0.001831	0.000131	
Apache	HIVE	4893	0	0	0	1	7	1	7	1	0.000916	0.000131	
Apache	HIVE	12575	0	0	0	0	27	0	24	0	0.003139	0.000000	
Apache	HIVE	8752	0	0	1	1	351	10	82	10	0.010726	0.001308	
Apache	HIVE	4386	0	0	1	0	65	0	33	0	0.004317	0.000000	
Apache	HIVE	12579	0	0	0	1	36	6	26	4	0.003401	0.000523	
Apache	HIVE	14116	0	0	1	1	94	2	41	2	0.005363	0.000262	
Apache	HIVE	5926	0	1	0	1	402	43	74	42	0.009680	0.005494	
Apache	HIVE	6953	0	0	0	1	162	14	67	13	0.008764	0.001700	
Apache	HIVE	10026	0	0	0	0	14	0	14	0	0.001831	0.000000	
Apache	HIVE	7982	1	0	1	1	842	1	74	1	0.009680	0.000131	
Apache	HIVE	7475	0	0	0	1	64	1	34	1	0.004447	0.000131	
Apache	HIVE	14133	0	0	0	0	27	0	18	0	0.002354	0.000000	
Apache	HIVE	12087	0	1	0	1	333	41	89	41	0.011642	0.005363	
Apache	HIVE	13114	0	1	1	1	586	61	107	60	0.013996	0.007848	
Apache	HIVE	12603	0	0	0	0	38	0	23	0	0.003009	0.000000	
Apache	HIVE	1340	0	0	0	1	20	2	16	2	0.002093	0.000262	
Apache	HIVE	11069	0	1	1	1	679	65	161	64	0.021060	0.008371	
Apache	HIVE	3589	0	0	0	1	31	2	21	2	0.002747	0.000262	
Apache	HIVE	322	0	0	0	1	116	12	66	11	0.008633	0.001439	
Apache	HIVE	1859	0	1	0	1	92	10	50	10	0.006540	0.001308	
Apache	HIVE	15133	0	0	0	1	4	1	4	1	0.000523	0.000131	
Apache	HIVE	325	0	0	0	0	19	0	13	0	0.001700	0.000000	
Apache	HIVE	326	0	0	1	0	16	0	13	0	0.001700	0.000000	
Apache	HIVE	1863	1	0	0	1	183	3	72	3	0.009418	0.000392	
Apache	HIVE	4425	0	0	0	1	19	3	15	3	0.001962	0.000392	
Apache	HIVE	9546	1	0	0	0	56	0	26	0	0.003401	0.000000	
Apache	HIVE	6987	0	0	0	1	43	4	33	4	0.004317	0.000523	
Apache	HIVE	4940	0	0	0	0	5	0	5	0	0.000654	0.000000	
Apache	HIVE	6477	0	1	1	1	517	46	104	46	0.013604	0.006017	
Apache	HIVE	8526	0	0	1	1	1386	28	116	28	0.015173	0.003663	
Apache	HIVE	3408	0	0	0	1	413	33	94	32	0.012296	0.004186	
Apache	HIVE	5427	0	0	0	1	83	11	47	10	0.006148	0.001308	
Apache	HIVE	6484	0	0	0	1	37	5	33	4	0.004317	0.000523	
Apache	HIVE	7566	0	0	0	0	81	0	27	0	0.003532	0.000000	
Apache	HIVE	856	0	0	0	0	29	0	11	0	0.001439	0.000000	
Apache	HIVE	6491	0	1	1	1	214	27	54	26	0.007063	0.003401	
Apache	HIVE	8541	0	0	1	1	85	1	41	1	0.005363	0.000131	
Apache	HIVE	8030	0	1	0	1	392	48	73	48	0.009549	0.006279	
Apache	HIVE	3423	0	1	0	1	148	21	48	21	0.006279	0.002747	
Apache	HIVE	5986	0	0	1	1	44	1	34	1	0.004447	0.000131	
Apache	HIVE	7483	0	0	1	1	126	9	63	9	0.008241	0.001177	
Apache	HIVE	3942	0	0	1	0	140	0	33	0	0.004317	0.000000	
Apache	HIVE	6801	0	1	0	1	728	78	126	78	0.016481	0.010203	
Apache	HIVE	6506	0	0	0	0	27	0	19	0	0.002485	0.000000	
Apache	HIVE	5863	0	1	1	1	467	46	130	46	0.017005	0.006017	
Apache	HIVE	3545	0	0	0	1	8	1	8	1	0.001046	0.000131	
Apache	HIVE	12093	0	0	0	1	83	2	38	2	0.004971	0.000262	
Apache	HIVE	4977	0	0	0	1	30	1	23	1	0.003009	0.000131	
Apache	HIVE	4978	0	0	0	1	24	3	16	2	0.002093	0.000262	
Apache	HIVE	2931	0	0	0	0	27	0	18	0	0.002354	0.000000	
Apache	HIVE	1911	0	0	0	1	349	38	66	37	0.008633	0.004840	
Apache	HIVE	1914	0	0	0	0	4	0	4	0	0.000523	0.000000	
Apache	HIVE	2939	0	0	0	1	73	5	51	4	0.006671	0.000523	
Apache	HIVE	9598	0	0	1	1	201	29	68	26	0.008895	0.003401	
Apache	HIVE	13147	0	0	0	1	45	5	22	5	0.002878	0.000654	
Apache	HIVE	10625	0	0	0	1	73	1	40	1	0.005232	0.000131	
Apache	HIVE	386	0	0	0	0	41	0	27	0	0.003532	0.000000	
Apache	HIVE	1860	0	1	0	1	28	3	20	3	0.002616	0.000392	
Apache	HIVE	4633	0	1	0	1	66	6	31	6	0.004055	0.000785	
Apache	HIVE	13702	0	0	0	1	7	1	7	1	0.000916	0.000131	
Apache	HIVE	4490	0	1	0	1	283	45	73	45	0.009549	0.005886	
Apache	HIVE	4491	0	1	0	1	92	11	36	11	0.004709	0.001439	
Apache	HIVE	6542	0	0	0	0	3	0	3	0	0.000392	0.000000	
Apache	HIVE	9616	0	0	0	1	32	2	21	2	0.002747	0.000262	
Apache	HIVE	9624	0	1	1	1	8731	87	272	86	0.035579	0.011249	
Apache	HIVE	9107	0	0	0	1	63	5	46	4	0.006017	0.000523	
Apache	HIVE	7060	0	0	1	1	59	2	42	2	0.005494	0.000262	
Apache	HIVE	4501	0	0	0	1	49	7	30	6	0.003924	0.000785	
Apache	HIVE	5528	0	0	0	1	21	2	11	2	0.001439	0.000262	
