Paper Feature Name			hasEnum	hasSTrace	hasCR	hasCE	NTk		NDistTk	NDistCE	RatioDistTk	RatioDistCE	
Apache	HIVE	13945	0	0	1	1	124	1	28	1	0.003130	0.000112	
Apache	HIVE	13434	0	0	0	1	32	2	22	1	0.002459	0.000112	
Apache	HIVE	8315	0	0	1	1	834	83	163	83	0.018220	0.009278	
Apache	HIVE	3709	0	0	0	1	54	3	39	3	0.004359	0.000335	
Apache	HIVE	4222	0	0	1	1	47	8	34	8	0.003801	0.000894	
Apache	HIVE	10880	0	0	1	1	307	15	122	15	0.013637	0.001677	
Apache	HIVE	12935	0	0	0	0	36	0	26	0	0.002906	0.000000	
Apache	HIVE	9357	0	0	1	0	44	0	9	0	0.001006	0.000000	
Apache	HIVE	2702	0	0	1	1	44	9	31	8	0.003465	0.000894	
Apache	HIVE	4239	0	0	0	0	4	0	4	0	0.000447	0.000000	
Apache	HIVE	11920	0	1	0	1	309	42	67	42	0.007489	0.004695	
Apache	HIVE	9194	0	0	0	0	14	0	12	0	0.001341	0.000000	
Apache	HIVE	8461	0	0	0	0	13	0	10	0	0.001118	0.000000	
Apache	HIVE	6806	0	0	0	1	33	3	24	3	0.002683	0.000335	
Apache	HIVE	1176	0	1	1	1	218	32	63	32	0.007042	0.003577	
Apache	HIVE	3226	0	1	1	1	201	20	68	20	0.007601	0.002236	
Apache	HIVE	5277	0	0	1	1	74	4	43	4	0.004807	0.000447	
Apache	HIVE	4256	0	0	0	1	13	2	9	1	0.001006	0.000112	
Apache	HIVE	3746	0	0	0	1	6	1	6	1	0.000671	0.000112	
Apache	HIVE	8870	0	1	1	1	176	12	74	12	0.008272	0.001341	
Apache	HIVE	13991	0	0	0	1	55	1	32	1	0.003577	0.000112	
Apache	HIVE	6312	0	0	0	1	16	3	16	3	0.001789	0.000335	
Apache	HIVE	967	0	0	0	0	32	0	23	0	0.002571	0.000000	
Apache	HIVE	3756	0	0	0	1	46	1	29	1	0.003242	0.000112	
Apache	HIVE	7341	0	0	1	1	242	18	134	18	0.014979	0.002012	
Apache	HIVE	11293	0	0	1	1	27	4	17	4	0.001900	0.000447	
Apache	HIVE	12232	0	0	1	1	58	4	34	3	0.003801	0.000335	
Apache	HIVE	12466	0	0	0	1	122	4	23	4	0.002571	0.000447	
Apache	HIVE	7539	0	1	0	1	142	22	48	22	0.005366	0.002459	
Apache	HIVE	1716	0	0	0	1	197	29	53	28	0.005924	0.003130	
Apache	HIVE	3253	0	1	1	1	148	7	44	7	0.004918	0.000782	
Apache	HIVE	14293	0	1	1	1	2935	94	184	94	0.020568	0.010507	
Apache	HIVE	543	0	0	0	1	35	3	25	3	0.002795	0.000335	
Apache	HIVE	2748	0	0	0	0	15	0	15	0	0.001677	0.000000	
Apache	HIVE	6847	0	0	0	0	33	0	27	0	0.003018	0.000000	
Apache	HIVE	13185	1	1	1	1	169	15	56	15	0.006260	0.001677	
Apache	HIVE	12832	0	0	0	0	4	0	4	0	0.000447	0.000000	
Apache	HIVE	1856	0	0	0	0	31	0	20	0	0.002236	0.000000	
Apache	HIVE	11977	0	1	0	1	115	13	47	13	0.005254	0.001453	
Apache	HIVE	14027	0	0	1	0	57	0	27	0	0.003018	0.000000	
Apache	HIVE	10444	0	0	0	1	13	2	10	2	0.001118	0.000224	
Apache	HIVE	15054	0	1	0	1	127	21	65	21	0.007266	0.002347	
Apache	HIVE	5329	0	0	0	0	30	0	14	0	0.001565	0.000000	
Apache	HIVE	9486	0	0	0	1	19	4	19	4	0.002124	0.000447	
Apache	HIVE	5843	0	0	0	0	11	0	8	0	0.000894	0.000000	
Apache	HIVE	13525	0	0	0	0	9	0	9	0	0.001006	0.000000	
Apache	HIVE	12503	0	0	0	0	18	0	18	0	0.002012	0.000000	
Apache	HIVE	2778	0	1	1	1	336	48	97	48	0.010843	0.005366	
Apache	HIVE	10971	0	0	1	1	58	3	34	2	0.003801	0.000224	
Apache	HIVE	6877	0	0	0	1	28	4	18	2	0.002012	0.000224	
Apache	HIVE	7390	0	0	0	1	33	1	19	1	0.002124	0.000112	
Apache	HIVE	3295	0	0	0	1	28	2	20	2	0.002236	0.000224	
Apache	HIVE	741	0	0	1	0	34	0	20	0	0.002236	0.000000	
Apache	HIVE	6469	0	0	0	1	82	3	52	2	0.005813	0.000224	
Apache	HIVE	7399	0	0	0	1	28	2	22	2	0.002459	0.000224	
Apache	HIVE	11498	0	0	1	1	50	6	35	6	0.003912	0.000671	
Apache	HIVE	3308	0	0	0	1	109	2	54	2	0.006036	0.000224	
Apache	HIVE	11502	0	0	1	1	47	1	32	1	0.003577	0.000112	
Apache	HIVE	893	0	0	0	1	20	1	15	1	0.001677	0.000112	
Apache	HIVE	11504	0	0	0	1	20	2	15	2	0.001677	0.000224	
Apache	HIVE	13608	0	0	0	1	117	4	61	4	0.006819	0.000447	
Apache	HIVE	10483	0	0	0	1	50	1	28	1	0.003130	0.000112	
Apache	HIVE	10996	0	0	1	1	345	7	79	7	0.008831	0.000782	
Apache	HIVE	7927	0	0	0	1	14	1	10	1	0.001118	0.000112	
Apache	HIVE	6908	0	0	0	1	49	2	39	2	0.004359	0.000224	
Apache	HIVE	253	0	0	1	0	37	0	29	0	0.003242	0.000000	
Apache	HIVE	2517	0	0	0	0	13	0	8	0	0.000894	0.000000	
Apache	HIVE	5419	0	0	0	0	13	0	10	0	0.001118	0.000000	
Apache	HIVE	13063	0	0	1	0	60	0	28	0	0.003130	0.000000	
Apache	HIVE	7944	0	0	0	1	46	1	31	1	0.003465	0.000112	
Apache	HIVE	3628	0	0	0	0	15	0	12	0	0.001341	0.000000	
Apache	HIVE	2315	0	0	0	1	34	3	20	3	0.002236	0.000335	
Apache	HIVE	269	0	0	0	1	47	2	28	2	0.003130	0.000224	
Apache	HIVE	6414	0	1	0	1	359	33	107	33	0.011961	0.003689	
Apache	HIVE	4373	0	0	0	1	69	4	36	4	0.004024	0.000447	
Apache	HIVE	12574	0	0	0	0	52	0	31	0	0.003465	0.000000	
Apache	HIVE	4895	0	0	0	1	12	1	11	1	0.001230	0.000112	
Apache	HIVE	13090	0	1	0	1	146	24	52	24	0.005813	0.002683	
Apache	HIVE	8485	0	0	0	1	70	4	51	4	0.005701	0.000447	
Apache	HIVE	10022	0	0	1	1	159	10	86	10	0.009613	0.001118	
Apache	HIVE	1841	0	0	0	1	96	4	45	3	0.005030	0.000335	
Apache	HIVE	13376	0	0	0	1	131	3	41	3	0.004583	0.000335	
Apache	HIVE	14122	0	0	0	1	22	3	21	3	0.002347	0.000335	
Apache	HIVE	7303	0	0	0	1	21	7	21	7	0.002347	0.000782	
Apache	HIVE	10541	0	0	0	0	12	0	6	0	0.000671	0.000000	
Apache	HIVE	4911	0	0	0	1	28	1	16	1	0.001789	0.000112	
Apache	HIVE	305	0	0	0	1	51	1	29	1	0.003242	0.000112	
Apache	HIVE	14132	0	0	0	0	27	0	18	0	0.002012	0.000000	
Apache	HIVE	3384	0	0	0	1	33	3	21	3	0.002347	0.000335	
Apache	HIVE	1341	0	0	0	0	24	0	14	0	0.001565	0.000000	
Apache	HIVE	320	0	1	1	1	151	14	50	14	0.005589	0.001565	
Apache	HIVE	5515	0	1	1	1	456	61	113	61	0.012631	0.006819	
Apache	HIVE	13125	0	0	0	0	81	0	57	0	0.006372	0.000000	
Apache	HIVE	327	0	0	0	0	17	0	11	0	0.001230	0.000000	
Apache	HIVE	12616	0	0	1	1	36	2	22	2	0.002459	0.000224	
Apache	HIVE	338	0	0	0	0	17	0	15	0	0.001677	0.000000	
Apache	HIVE	1363	0	0	0	1	152	16	64	16	0.007154	0.001789	
Apache	HIVE	855	0	0	0	1	22	2	17	2	0.001900	0.000224	
Apache	HIVE	12632	0	0	0	1	19	1	15	1	0.001677	0.000112	
Apache	HIVE	2905	1	0	0	1	44	3	30	3	0.003353	0.000335	
Apache	HIVE	10895	0	0	0	1	21	1	20	1	0.002236	0.000112	
Apache	HIVE	6492	0	0	0	1	33	1	19	1	0.002124	0.000112	
Apache	HIVE	14175	0	0	0	0	24	0	17	0	0.001900	0.000000	
Apache	HIVE	11616	0	1	1	1	373	64	106	63	0.011849	0.007042	
Apache	HIVE	10594	0	1	1	1	1153	71	174	71	0.019450	0.007937	
Apache	HIVE	7011	0	0	0	1	17	1	14	1	0.001565	0.000112	
Apache	HIVE	3428	0	0	0	1	59	4	36	4	0.004024	0.000447	
Apache	HIVE	869	0	0	0	1	48	3	33	2	0.003689	0.000224	
Apache	HIVE	2918	0	0	1	1	251	12	99	11	0.011066	0.001230	
Apache	HIVE	13159	0	0	0	1	10	2	10	2	0.001118	0.000224	
Apache	HIVE	11112	1	0	1	1	106	4	59	4	0.006595	0.000447	
Apache	HIVE	6507	0	0	0	1	53	1	39	1	0.004359	0.000112	
Apache	HIVE	2925	0	0	0	0	43	0	34	0	0.003801	0.000000	
Apache	HIVE	12202	0	0	1	1	55	7	46	7	0.005142	0.000782	
Apache	HIVE	10071	0	0	0	1	12	1	10	1	0.001118	0.000112	
Apache	HIVE	11123	0	0	0	1	80	5	43	5	0.004807	0.000559	
Apache	HIVE	12661	0	0	1	1	195	15	59	15	0.006595	0.001677	
Apache	HIVE	2935	0	0	0	1	2	1	2	1	0.000224	0.000112	
Apache	HIVE	10709	0	0	0	0	10	0	7	0	0.000782	0.000000	
Apache	HIVE	10048	0	0	0	0	37	0	22	0	0.002459	0.000000	
Apache	HIVE	6530	0	0	0	1	170	11	85	11	0.009501	0.001230	
Apache	HIVE	5099	0	1	1	1	472	62	167	62	0.018668	0.006930	
Apache	HIVE	4996	0	0	0	1	40	9	31	7	0.003465	0.000782	
Apache	HIVE	5511	0	0	0	1	27	4	21	3	0.002347	0.000335	
Apache	HIVE	11657	1	0	0	1	62	2	44	2	0.004918	0.000224	
Apache	HIVE	2955	0	0	1	0	40	0	23	0	0.002571	0.000000	
Apache	HIVE	4496	0	0	0	1	11	1	8	1	0.000894	0.000112	
Apache	HIVE	3480	0	0	0	0	22	0	15	0	0.001677	0.000000	
Apache	HIVE	11095	0	0	0	1	190	13	112	13	0.012520	0.001453	
Apache	HIVE	11587	1	0	0	1	264	3	145	3	0.016208	0.000335	
Apache	HIVE	6037	0	0	0	1	10	2	9	2	0.001006	0.000224	
Apache	HIVE	12184	0	0	1	1	94	3	43	3	0.004807	0.000335	
Apache	HIVE	5871	0	0	1	1	121	7	62	7	0.006930	0.000782	
Apache	HIVE	14236	0	0	0	0	15	0	11	0	0.001230	0.000000	
Apache	HIVE	7583	0	0	0	1	53	4	31	3	0.003465	0.000335	
Apache	HIVE	4000	0	0	0	1	34	2	26	2	0.002906	0.000224	
Apache	HIVE	6561	0	0	0	1	64	1	35	1	0.003912	0.000112	
Apache	HIVE	11607	0	0	0	0	10	0	8	0	0.000894	0.000000	
Apache	HIVE	8614	0	0	0	0	6	0	6	0	0.000671	0.000000	
Apache	HIVE	12017	0	0	0	0	28	0	20	0	0.002236	0.000000	
Apache	HIVE	5546	0	0	1	1	217	29	91	29	0.010172	0.003242	
Apache	HIVE	1378	0	0	0	0	20	0	14	0	0.001565	0.000000	
Apache	HIVE	9647	0	0	1	1	593	16	153	16	0.017103	0.001789	
Apache	HIVE	5845	0	0	0	0	15	0	14	0	0.001565	0.000000	
Apache	HIVE	10677	0	1	1	1	281	34	64	33	0.007154	0.003689	
Apache	HIVE	9655	0	1	1	1	369	45	91	45	0.010172	0.005030	
Apache	HIVE	5364	0	0	1	0	22	0	12	0	0.001341	0.000000	
Apache	HIVE	12222	0	0	1	1	278	21	165	21	0.018444	0.002347	
Apache	HIVE	12277	0	0	1	0	35	0	18	0	0.002012	0.000000	
Apache	HIVE	5056	0	0	0	1	17	5	17	5	0.001900	0.000559	
Apache	HIVE	11424	0	0	0	0	11	0	6	0	0.000671	0.000000	
Apache	HIVE	7620	0	1	0	1	77	11	32	10	0.003577	0.001118	
Apache	HIVE	417	0	0	0	0	10	0	7	0	0.000782	0.000000	
Apache	HIVE	11208	0	0	1	1	106	4	51	4	0.005701	0.000447	
Apache	HIVE	5580	0	0	0	0	27	0	17	0	0.001900	0.000000	
Apache	HIVE	8653	0	0	0	0	10	0	9	0	0.001006	0.000000	
Apache	HIVE	4561	0	0	1	1	91	1	59	1	0.006595	0.000112	
Apache	HIVE	9685	0	1	0	1	333	61	86	61	0.009613	0.006819	
Apache	HIVE	7127	0	1	0	1	328	41	91	41	0.010172	0.004583	
Apache	HIVE	13786	0	0	0	1	12	1	12	1	0.001341	0.000112	
Apache	HIVE	5676	0	0	0	0	13	0	13	0	0.001453	0.000000	
Apache	HIVE	4064	0	0	0	1	30	2	15	1	0.001677	0.000112	
Apache	HIVE	6113	0	1	0	1	744	109	144	108	0.016097	0.012072	
Apache	HIVE	11752	0	0	0	0	36	0	29	0	0.003242	0.000000	
Apache	HIVE	4586	0	0	0	1	5	1	5	1	0.000559	0.000112	
Apache	HIVE	8171	0	0	0	1	26	1	22	1	0.002459	0.000112	
Apache	HIVE	2540	0	0	1	1	23	2	15	1	0.001677	0.000112	
Apache	HIVE	5102	0	0	0	1	31	3	22	2	0.002459	0.000224	
Apache	HIVE	3682	0	0	1	1	229	2	60	2	0.006707	0.000224	
Apache	HIVE	3062	0	0	0	0	29	0	14	0	0.001565	0.000000	
Apache	HIVE	7764	0	0	0	1	42	3	28	2	0.003130	0.000224	
Apache	HIVE	7935	0	0	0	1	86	3	49	2	0.005477	0.000224	
Apache	HIVE	6652	0	0	0	1	291	11	154	11	0.017214	0.001230	
Apache	HIVE	13226	1	0	0	0	65	0	32	0	0.003577	0.000000	
Commons	CODEC	200	0	0	0	1	17	1	14	1	0.016568	0.001183	
Commons	CODEC	89	0	0	1	1	150	11	49	11	0.057988	0.013018	
Commons	COLLECTIONS	256	0	0	1	1	92	8	49	7	0.050830	0.007261	
Commons	COLLECTIONS	488	0	0	0	1	50	1	40	1	0.041494	0.001037	
Commons	COLLECTIONS	219	0	0	0	1	22	6	7	3	0.007261	0.003112	
Commons	COLLECTIONS	580	0	0	0	1	71	7	54	6	0.056017	0.006224	
