Paper Feature Name			hasEnum	hasSTrace	hasCR	hasCE	NTk		NDistTk	NDistCE	RatioDistTk	RatioDistCE	
Apache	CAMEL	577	0	0	0	1	51	6	34	6	0.004825	0.000852	
Apache	CAMEL	3524	0	0	0	0	26	0	22	0	0.003122	0.000000	
Apache	CAMEL	8393	0	0	1	1	237	37	85	37	0.012064	0.005251	
Apache	CAMEL	8270	0	1	0	1	711	81	133	80	0.018876	0.011354	
Apache	CAMEL	1107	0	0	0	1	34	4	15	3	0.002129	0.000426	
Apache	CAMEL	2389	0	0	0	0	23	0	15	0	0.002129	0.000000	
Apache	CAMEL	3800	0	0	0	1	29	2	23	2	0.003264	0.000284	
Apache	CAMEL	3674	0	0	0	0	42	0	30	0	0.004258	0.000000	
Apache	CAMEL	8923	0	0	0	1	73	4	41	4	0.005819	0.000568	
Apache	CAMEL	9313	0	0	0	1	138	13	84	12	0.011922	0.001703	
Apache	CAMEL	482	0	0	1	1	59	2	30	2	0.004258	0.000284	
Apache	CAMEL	5024	0	0	0	0	31	0	26	0	0.003690	0.000000	
Apache	CAMEL	1511	0	0	0	1	15	6	9	3	0.001277	0.000426	
Apache	CAMEL	1261	0	1	1	1	143	14	56	14	0.007948	0.001987	
Apache	CAMEL	8431	0	0	1	1	97	17	45	16	0.006387	0.002271	
Apache	CAMEL	6769	0	0	0	1	31	3	25	3	0.003548	0.000426	
Apache	CAMEL	8147	0	0	0	1	44	3	25	2	0.003548	0.000284	
Apache	CAMEL	5239	0	0	0	0	15	0	12	0	0.001703	0.000000	
Apache	CAMEL	505	0	0	1	1	61	1	40	1	0.005677	0.000142	
Apache	CAMEL	122	0	0	0	0	14	0	14	0	0.001987	0.000000	
Apache	CAMEL	123	0	0	0	0	23	0	18	0	0.002555	0.000000	
Apache	CAMEL	1919	0	0	0	1	41	1	26	1	0.003690	0.000142	
Apache	HBASE	11039	1	0	0	1	107	2	50	1	0.007990	0.000160	
Apache	HBASE	6529	0	0	0	1	42	4	25	4	0.003995	0.000639	
Apache	HBASE	8962	0	0	0	0	23	0	16	0	0.002557	0.000000	
Apache	HBASE	10371	1	0	0	1	217	11	50	11	0.007990	0.001758	
Apache	HBASE	7770	0	0	0	1	22	2	21	2	0.003356	0.000320	
Apache	HBASE	13317	0	1	0	1	353	18	67	17	0.010706	0.002717	
Apache	HBASE	14983	0	0	0	0	18	0	14	0	0.002237	0.000000	
Apache	HBASE	5128	0	0	1	1	227	2	110	2	0.017578	0.000320	
Apache	HBASE	11052	0	0	0	1	69	4	52	4	0.008309	0.000639	
Apache	HBASE	7122	0	1	0	1	226	19	59	19	0.009428	0.003036	
Apache	HBASE	15746	0	0	0	1	145	12	66	11	0.010547	0.001758	
Apache	HBASE	8207	0	0	0	1	387	12	86	12	0.013742	0.001918	
Apache	HBASE	16017	0	0	0	1	29	3	25	2	0.003995	0.000320	
Apache	HBASE	7693	0	0	0	1	47	4	31	3	0.004954	0.000479	
Apache	HBASE	4931	0	0	0	1	78	12	45	12	0.007191	0.001918	
Apache	HBASE	589	0	0	0	0	16	0	10	0	0.001598	0.000000	
Apache	HBASE	921	0	0	0	0	169	0	99	0	0.015820	0.000000	
Apache	HBASE	15773	0	0	0	1	59	3	44	2	0.007031	0.000320	
Apache	HBASE	15315	0	0	0	0	43	0	31	0	0.004954	0.000000	
Apache	HBASE	8991	0	1	0	1	692	32	94	32	0.015021	0.005113	
Apache	HBASE	12832	0	0	1	1	207	1	59	1	0.009428	0.000160	
Apache	HBASE	13732	0	1	0	1	266	28	87	26	0.013902	0.004155	
Apache	HBASE	6565	0	0	0	1	37	4	31	4	0.004954	0.000639	
Apache	HBASE	12198	0	0	0	0	12	0	7	0	0.001119	0.000000	
Apache	HBASE	13607	0	1	0	1	63	12	36	12	0.005753	0.001918	
Apache	HBASE	3497	0	0	0	1	62	9	41	7	0.006552	0.001119	
Apache	HBASE	5162	0	0	0	1	137	1	94	1	0.015021	0.000160	
Apache	HBASE	12716	0	0	1	1	142	10	64	10	0.010227	0.001598	
Apache	HBASE	15610	0	0	0	0	10	0	9	0	0.001438	0.000000	
Apache	HBASE	7581	0	0	0	1	5	1	5	1	0.000799	0.000160	
Apache	HBASE	14963	0	0	0	1	42	1	32	1	0.005113	0.000160	
Apache	HBASE	3636	0	0	0	1	89	2	56	2	0.008949	0.000320	
Apache	HBASE	5372	0	0	0	0	39	0	21	0	0.003356	0.000000	
Apache	HBASE	2231	0	0	0	0	26	0	19	0	0.003036	0.000000	
Apache	HBASE	4536	1	0	0	1	73	1	52	1	0.008309	0.000160	
Apache	HBASE	10169	0	0	0	0	51	0	23	0	0.003675	0.000000	
Apache	HBASE	6330	0	0	0	1	36	1	30	1	0.004794	0.000160	
Apache	HBASE	6263	0	0	0	1	81	8	38	8	0.006072	0.001278	
Apache	HBASE	10960	0	0	0	1	19	2	13	1	0.002077	0.000160	
Apache	HBASE	11625	0	0	0	1	41	4	27	4	0.004314	0.000639	
Apache	HBASE	451	0	0	0	1	53	4	28	2	0.004474	0.000320	
Apache	HBASE	11333	0	0	0	1	13	2	10	1	0.001598	0.000160	
Apache	HBASE	5062	0	0	0	0	10	0	8	0	0.001278	0.000000	
Apache	HBASE	9033	0	0	0	1	29	2	20	1	0.003196	0.000160	
Apache	HBASE	12491	0	0	0	1	32	3	19	2	0.003036	0.000320	
Apache	HBASE	8781	0	0	1	1	47	5	18	4	0.002876	0.000639	
Apache	HBASE	15811	0	0	0	0	70	0	36	0	0.005753	0.000000	
Apache	HBASE	10831	0	1	0	1	120	18	38	16	0.006072	0.002557	
Apache	HBASE	10448	0	0	1	1	135	14	46	14	0.007351	0.002237	
Apache	HBASE	5714	0	0	0	0	58	0	40	0	0.006392	0.000000	
Apache	HBASE	14291	0	1	0	1	226	30	66	29	0.010547	0.004634	
Apache	HBASE	12373	0	0	0	0	18	0	12	0	0.001918	0.000000	
Apache	HBASE	6870	0	0	0	1	52	2	34	1	0.005433	0.000160	
Apache	HBASE	14777	0	0	0	1	68	9	35	9	0.005593	0.001438	
Apache	HBASE	6617	0	0	0	1	33	4	22	3	0.003516	0.000479	
Apache	HBASE	7507	0	0	1	1	63	10	42	10	0.006711	0.001598	
Apache	HBASE	2063	0	0	0	1	922	58	196	58	0.031320	0.009268	
Apache	HBASE	10020	0	0	0	0	22	0	16	0	0.002557	0.000000	
Apache	HBASE	3920	0	0	0	1	24	3	19	2	0.003036	0.000320	
Apache	HBASE	12897	0	0	0	0	40	0	31	0	0.004954	0.000000	
Apache	HBASE	12770	0	0	0	0	143	0	60	0	0.009588	0.000000	
Apache	HBASE	3939	0	0	0	0	40	0	28	0	0.004474	0.000000	
Apache	HBASE	12006	0	1	0	1	175	18	47	18	0.007510	0.002876	
Apache	HBASE	12393	0	0	1	1	496	17	60	17	0.009588	0.002717	
Apache	HBASE	6260	0	0	0	1	55	3	29	3	0.004634	0.000479	
Apache	HBASE	5970	0	0	0	1	101	6	43	4	0.006871	0.000639	
Apache	HBASE	11374	0	0	0	1	87	7	58	7	0.009268	0.001119	
Apache	HBASE	15856	0	0	0	1	90	6	57	6	0.009108	0.000959	
Apache	HBASE	4627	0	0	0	1	56	4	38	3	0.006072	0.000479	
Apache	HBASE	5876	0	0	0	1	10	2	5	1	0.000799	0.000160	
Apache	HBASE	10622	0	0	0	0	22	0	18	0	0.002876	0.000000	
Apache	HBASE	4470	0	1	0	1	252	28	75	28	0.011985	0.004474	
Apache	HBASE	12791	0	1	0	1	244	16	95	16	0.015181	0.002557	
Apache	HBASE	6265	0	0	0	1	61	7	37	6	0.005912	0.000959	
Apache	HBASE	5498	0	0	0	1	113	5	75	5	0.011985	0.000799	
Apache	HBASE	17020	0	1	1	1	271	46	92	46	0.014701	0.007351	
Apache	HBASE	14078	0	1	0	1	347	43	93	43	0.014861	0.006871	
Apache	HIVE	7681	0	0	0	1	44	2	29	2	0.003793	0.000262	
Apache	HIVE	10755	0	0	0	0	37	0	27	0	0.003532	0.000000	
Apache	HIVE	10244	0	1	1	1	11083	64	281	62	0.036756	0.008110	
Apache	HIVE	11	0	0	0	1	31	1	24	1	0.003139	0.000131	
Apache	HIVE	13838	0	0	0	0	6	0	6	0	0.000785	0.000000	
Apache	HIVE	6159	0	0	0	1	132	14	42	14	0.005494	0.001831	
Apache	HIVE	1112	0	0	0	1	21	6	11	3	0.001439	0.000392	
Apache	HIVE	2069	0	0	0	1	8	3	6	2	0.000785	0.000262	
Apache	HIVE	6575	0	0	0	1	55	4	36	4	0.004709	0.000523	
Apache	HIVE	5149	0	0	0	1	25	5	24	5	0.003139	0.000654	
Apache	HIVE	6687	0	0	1	1	63	4	37	3	0.004840	0.000392	
Apache	HIVE	7200	1	0	0	1	123	3	48	2	0.006279	0.000262	
Apache	HIVE	9249	0	1	0	1	134	21	41	18	0.005363	0.002354	
Apache	HIVE	5672	0	0	0	1	100	2	43	2	0.005625	0.000262	
Apache	HIVE	3420	0	0	1	1	196	17	64	17	0.008371	0.002224	
Apache	HIVE	12039	0	0	0	1	15	2	13	2	0.001700	0.000262	
Apache	HIVE	7212	0	0	0	0	34	0	23	0	0.003009	0.000000	
Apache	HIVE	8246	0	0	0	1	24	1	18	1	0.002354	0.000131	
Apache	HIVE	9481	0	0	1	1	230	1	68	1	0.008895	0.000131	
Apache	HIVE	6716	0	0	1	1	47	5	19	5	0.002485	0.000654	
Apache	HIVE	9278	0	0	1	1	73	2	37	2	0.004840	0.000262	
Apache	HIVE	13493	0	0	0	1	51	6	36	5	0.004709	0.000654	
Apache	HIVE	8768	0	0	0	0	5	0	5	0	0.000654	0.000000	
Apache	HIVE	6209	0	0	0	1	114	1	52	1	0.006802	0.000131	
Apache	HIVE	578	0	0	0	0	44	0	29	0	0.003793	0.000000	
Apache	HIVE	4619	0	1	0	1	414	36	82	36	0.010726	0.004709	
Apache	HIVE	5901	0	0	0	0	14	0	9	0	0.001177	0.000000	
Apache	HIVE	10309	0	0	0	1	38	5	23	4	0.003009	0.000523	
Apache	HIVE	1097	0	0	0	1	445	65	101	65	0.013211	0.008502	
Apache	HIVE	6218	0	0	0	0	31	0	21	0	0.002747	0.000000	
Apache	HIVE	4172	0	1	0	1	176	28	46	28	0.006017	0.003663	
Apache	HIVE	13410	0	0	0	1	37	3	23	2	0.003009	0.000262	
Apache	HIVE	3853	0	0	0	0	23	0	16	0	0.002093	0.000000	
Apache	HIVE	592	0	0	0	0	28	0	16	0	0.002093	0.000000	
Apache	HIVE	10965	0	0	0	0	5	0	5	0	0.000654	0.000000	
Apache	HIVE	5204	0	0	0	1	57	7	34	5	0.004447	0.000654	
Apache	HIVE	6741	0	0	1	1	109	18	57	18	0.007456	0.002354	
Apache	HIVE	13400	0	0	0	0	7	0	7	0	0.000916	0.000000	
Apache	HIVE	10841	1	0	1	1	1271	16	126	16	0.016481	0.002093	
Apache	HIVE	14943	0	0	0	0	13	0	12	0	0.001570	0.000000	
Apache	HIVE	8290	0	0	0	1	36	2	25	1	0.003270	0.000131	
Apache	HIVE	1126	0	0	0	1	75	7	38	7	0.004971	0.000916	
Apache	HIVE	9832	0	1	1	1	403	37	77	37	0.010072	0.004840	
Apache	HIVE	5225	0	0	0	1	534	64	112	64	0.014650	0.008371	
Apache	HIVE	8298	0	0	1	0	26	0	14	0	0.001831	0.000000	
Apache	HIVE	12399	0	0	0	1	23	2	15	1	0.001962	0.000131	
Apache	HIVE	3699	0	0	1	0	187	0	64	0	0.008371	0.000000	
Apache	HIVE	14964	0	0	0	1	37	3	15	3	0.001962	0.000392	
Apache	HIVE	13945	0	0	1	1	124	1	28	1	0.003663	0.000131	
Apache	HIVE	13434	0	0	0	1	38	2	23	1	0.003009	0.000131	
Apache	HIVE	8315	0	0	1	1	870	83	166	83	0.021714	0.010857	
Apache	HIVE	3709	0	0	0	1	58	3	42	3	0.005494	0.000392	
Apache	HIVE	4222	0	0	1	1	57	8	35	8	0.004578	0.001046	
Apache	HIVE	10880	0	0	1	1	312	15	124	15	0.016220	0.001962	
Apache	HIVE	12935	0	0	0	0	36	0	26	0	0.003401	0.000000	
Apache	HIVE	9357	0	0	1	0	46	0	11	0	0.001439	0.000000	
Apache	HIVE	2702	0	0	1	1	54	9	36	8	0.004709	0.001046	
Apache	HIVE	4239	0	0	0	0	4	0	4	0	0.000523	0.000000	
Apache	HIVE	11920	0	1	0	1	365	42	67	42	0.008764	0.005494	
Apache	HIVE	9194	0	0	0	0	14	0	12	0	0.001570	0.000000	
Apache	HIVE	8461	0	0	0	0	13	0	10	0	0.001308	0.000000	
Apache	HIVE	6806	0	0	0	1	36	3	26	3	0.003401	0.000392	
Apache	HIVE	1176	0	1	1	1	255	32	64	32	0.008371	0.004186	
Apache	HIVE	3226	0	1	1	1	226	20	69	20	0.009026	0.002616	
Apache	HIVE	5277	0	0	1	1	77	4	46	4	0.006017	0.000523	
Apache	HIVE	4256	0	0	0	1	16	2	10	1	0.001308	0.000131	
Apache	HIVE	3746	0	0	0	1	7	1	7	1	0.000916	0.000131	
Apache	HIVE	8870	0	1	1	1	190	12	79	12	0.010334	0.001570	
Apache	HIVE	13991	0	0	0	1	56	1	33	1	0.004317	0.000131	
Apache	HIVE	6312	0	0	0	1	18	3	18	3	0.002354	0.000392	
Apache	HIVE	967	0	0	0	0	32	0	23	0	0.003009	0.000000	
Apache	HIVE	3756	0	0	0	1	46	1	29	1	0.003793	0.000131	
Apache	HIVE	7341	0	0	1	1	282	18	131	18	0.017135	0.002354	
Apache	HIVE	11293	0	0	1	1	37	4	20	4	0.002616	0.000523	
Apache	HIVE	12232	0	0	1	1	62	4	35	3	0.004578	0.000392	
Apache	HIVE	12466	0	0	0	1	137	4	23	4	0.003009	0.000523	
Apache	HIVE	7539	0	1	0	1	182	22	48	22	0.006279	0.002878	
Apache	HIVE	1716	0	0	0	1	245	29	51	28	0.006671	0.003663	
Apache	HIVE	3253	0	1	1	1	182	7	45	7	0.005886	0.000916	
Apache	HIVE	14293	0	1	1	1	3298	94	178	94	0.023283	0.012296	
Apache	HIVE	543	0	0	0	1	35	3	25	3	0.003270	0.000392	
Apache	HIVE	2748	0	0	0	0	15	0	15	0	0.001962	0.000000	
Apache	HIVE	6847	0	0	0	0	33	0	27	0	0.003532	0.000000	
Apache	HIVE	13185	1	1	1	1	186	15	58	15	0.007587	0.001962	
Apache	HIVE	12832	0	0	0	0	4	0	4	0	0.000523	0.000000	
Apache	HIVE	1856	0	0	0	0	31	0	20	0	0.002616	0.000000	
Apache	HIVE	11977	0	1	0	1	132	13	47	13	0.006148	0.001700	
Apache	HIVE	14027	0	0	1	0	57	0	27	0	0.003532	0.000000	
Apache	HIVE	10444	0	0	0	1	15	2	10	2	0.001308	0.000262	
Apache	HIVE	15054	0	1	0	1	145	21	66	21	0.008633	0.002747	
Apache	HIVE	5329	0	0	0	0	30	0	14	0	0.001831	0.000000	
Apache	HIVE	9486	0	0	0	1	19	4	19	4	0.002485	0.000523	
Apache	HIVE	5843	0	0	0	0	11	0	8	0	0.001046	0.000000	
Apache	HIVE	13525	0	0	0	0	9	0	9	0	0.001177	0.000000	
Apache	HIVE	12503	0	0	0	0	18	0	18	0	0.002354	0.000000	
Apache	HIVE	2778	0	1	1	1	389	48	95	48	0.012426	0.006279	
Apache	HIVE	10971	0	0	1	1	59	3	35	2	0.004578	0.000262	
Apache	HIVE	6877	0	0	0	1	30	4	18	2	0.002354	0.000262	
Apache	HIVE	7390	0	0	0	1	34	1	21	1	0.002747	0.000131	
Apache	HIVE	3295	0	0	0	1	30	2	21	2	0.002747	0.000262	
Apache	HIVE	741	0	0	1	0	34	0	20	0	0.002616	0.000000	
Apache	HIVE	6469	0	0	0	1	86	3	51	2	0.006671	0.000262	
Apache	HIVE	7399	0	0	0	1	32	2	22	2	0.002878	0.000262	
Apache	HIVE	11498	0	0	1	1	52	6	32	6	0.004186	0.000785	
Apache	HIVE	3308	0	0	0	1	111	2	55	2	0.007194	0.000262	
Apache	HIVE	11502	0	0	1	1	47	1	32	1	0.004186	0.000131	
Apache	HIVE	893	0	0	0	1	21	1	14	1	0.001831	0.000131	
Apache	HIVE	11504	0	0	0	1	22	2	15	2	0.001962	0.000262	
Apache	HIVE	13608	0	0	0	1	121	4	63	4	0.008241	0.000523	
Apache	HIVE	10483	0	0	0	1	51	1	29	1	0.003793	0.000131	
Apache	HIVE	10996	0	0	1	1	345	7	79	7	0.010334	0.000916	
Apache	HIVE	7927	0	0	0	1	15	1	11	1	0.001439	0.000131	
Apache	HIVE	6908	0	0	0	1	55	2	42	2	0.005494	0.000262	
Apache	HIVE	253	0	0	1	0	38	0	29	0	0.003793	0.000000	
Apache	HIVE	2517	0	0	0	0	13	0	8	0	0.001046	0.000000	
Apache	HIVE	5419	0	0	0	0	13	0	10	0	0.001308	0.000000	
Apache	HIVE	13063	0	0	1	0	61	0	30	0	0.003924	0.000000	
Apache	HIVE	7944	0	0	0	1	46	1	31	1	0.004055	0.000131	
Apache	HIVE	3628	0	0	0	0	15	0	12	0	0.001570	0.000000	
Apache	HIVE	2315	0	0	0	1	39	3	20	3	0.002616	0.000392	
Apache	HIVE	269	0	0	0	1	49	2	29	2	0.003793	0.000262	
Apache	HIVE	6414	0	1	0	1	413	33	106	33	0.013865	0.004317	
Apache	HIVE	4373	0	0	0	1	75	4	37	4	0.004840	0.000523	
Apache	HIVE	12574	0	0	0	0	52	0	31	0	0.004055	0.000000	
Apache	HIVE	4895	0	0	0	1	12	1	12	1	0.001570	0.000131	
Apache	HIVE	13090	0	1	0	1	178	24	55	24	0.007194	0.003139	
Apache	HIVE	8485	0	0	0	1	72	4	51	4	0.006671	0.000523	
Apache	HIVE	10022	0	0	1	1	169	10	89	10	0.011642	0.001308	
Apache	HIVE	1841	0	0	0	1	99	4	46	3	0.006017	0.000392	
Apache	HIVE	13376	0	0	0	1	137	3	41	3	0.005363	0.000392	
Apache	HIVE	14122	0	0	0	1	25	3	21	3	0.002747	0.000392	
Apache	HIVE	7303	0	0	0	1	24	7	23	7	0.003009	0.000916	
Apache	HIVE	10541	0	0	0	0	12	0	6	0	0.000785	0.000000	
Apache	HIVE	4911	0	0	0	1	28	1	16	1	0.002093	0.000131	
Apache	HIVE	305	0	0	0	1	51	1	29	1	0.003793	0.000131	
Apache	HIVE	14132	0	0	0	0	27	0	18	0	0.002354	0.000000	
Apache	HIVE	3384	0	0	0	1	37	3	24	3	0.003139	0.000392	
Apache	HIVE	1341	0	0	0	0	24	0	14	0	0.001831	0.000000	
Apache	HIVE	320	0	1	1	1	172	14	48	14	0.006279	0.001831	
Apache	HIVE	5515	0	1	1	1	520	61	113	61	0.014781	0.007979	
Apache	HIVE	13125	0	0	0	0	81	0	57	0	0.007456	0.000000	
Apache	HIVE	327	0	0	0	0	17	0	11	0	0.001439	0.000000	
Apache	HIVE	12616	0	0	1	1	36	2	22	2	0.002878	0.000262	
Apache	HIVE	338	0	0	0	0	17	0	15	0	0.001962	0.000000	
Apache	HIVE	1363	0	0	0	1	178	16	64	16	0.008371	0.002093	
Apache	HIVE	855	0	0	0	1	22	2	17	2	0.002224	0.000262	
Apache	HIVE	12632	0	0	0	1	20	1	16	1	0.002093	0.000131	
Apache	HIVE	2905	1	0	0	1	46	3	32	3	0.004186	0.000392	
Apache	HIVE	10895	0	0	0	1	22	1	20	1	0.002616	0.000131	
Apache	HIVE	6492	0	0	0	1	33	1	19	1	0.002485	0.000131	
Apache	HIVE	14175	0	0	0	0	24	0	17	0	0.002224	0.000000	
Apache	HIVE	11616	0	1	1	1	478	64	111	63	0.014519	0.008241	
Apache	HIVE	10594	0	1	1	1	1316	71	171	71	0.022368	0.009287	
Apache	HIVE	7011	0	0	0	1	18	1	14	1	0.001831	0.000131	
Apache	HIVE	3428	0	0	0	1	60	4	34	4	0.004447	0.000523	
Apache	HIVE	869	0	0	0	1	51	3	33	2	0.004317	0.000262	
Apache	HIVE	2918	0	0	1	1	253	12	97	11	0.012688	0.001439	
Apache	HIVE	13159	0	0	0	1	12	2	12	2	0.001570	0.000262	
Apache	HIVE	11112	1	0	1	1	108	4	59	4	0.007717	0.000523	
Apache	HIVE	6507	0	0	0	1	54	1	38	1	0.004971	0.000131	
Apache	HIVE	2925	0	0	0	0	43	0	34	0	0.004447	0.000000	
Apache	HIVE	12202	0	0	1	1	62	7	48	7	0.006279	0.000916	
Apache	HIVE	10071	0	0	0	1	13	1	10	1	0.001308	0.000131	
Apache	HIVE	11123	0	0	0	1	88	5	48	5	0.006279	0.000654	
Apache	HIVE	12661	0	0	1	1	200	15	57	15	0.007456	0.001962	
Apache	HIVE	2935	0	0	0	1	3	1	3	1	0.000392	0.000131	
Apache	HIVE	10709	0	0	0	0	10	0	7	0	0.000916	0.000000	
Apache	HIVE	10048	0	0	0	0	37	0	22	0	0.002878	0.000000	
Apache	HIVE	6530	0	0	0	1	175	11	88	11	0.011511	0.001439	
Apache	HIVE	5099	0	1	1	1	565	62	171	62	0.022368	0.008110	
Apache	HIVE	4996	0	0	0	1	49	9	33	7	0.004317	0.000916	
Apache	HIVE	5511	0	0	0	1	31	4	24	3	0.003139	0.000392	
Apache	HIVE	11657	1	0	0	1	63	2	44	2	0.005755	0.000262	
Apache	HIVE	2955	0	0	1	0	40	0	23	0	0.003009	0.000000	
Apache	HIVE	4496	0	0	0	1	15	1	10	1	0.001308	0.000131	
Apache	HIVE	3480	0	0	0	0	22	0	15	0	0.001962	0.000000	
Apache	HIVE	11095	0	0	0	1	205	13	119	13	0.015566	0.001700	
Apache	HIVE	11587	1	0	0	1	271	3	148	3	0.019359	0.000392	
Apache	HIVE	6037	0	0	0	1	11	2	8	2	0.001046	0.000262	
Apache	HIVE	12184	0	0	1	1	96	3	45	3	0.005886	0.000392	
Apache	HIVE	5871	0	0	1	1	127	7	65	7	0.008502	0.000916	
Apache	HIVE	14236	0	0	0	0	15	0	11	0	0.001439	0.000000	
Apache	HIVE	7583	0	0	0	1	57	4	32	3	0.004186	0.000392	
Apache	HIVE	4000	0	0	0	1	37	2	27	2	0.003532	0.000262	
Apache	HIVE	6561	0	0	0	1	65	1	36	1	0.004709	0.000131	
Apache	HIVE	11607	0	0	0	0	10	0	8	0	0.001046	0.000000	
Apache	HIVE	8614	0	0	0	0	6	0	6	0	0.000785	0.000000	
Apache	HIVE	12017	0	0	0	0	28	0	20	0	0.002616	0.000000	
Apache	HIVE	5546	0	0	1	1	246	29	94	29	0.012296	0.003793	
Apache	HIVE	1378	0	0	0	0	20	0	14	0	0.001831	0.000000	
Apache	HIVE	9647	0	0	1	1	678	16	165	16	0.021583	0.002093	
Apache	HIVE	5845	0	0	0	0	15	0	14	0	0.001831	0.000000	
Apache	HIVE	10677	0	1	1	1	326	34	64	33	0.008371	0.004317	
Apache	HIVE	9655	0	1	1	1	424	45	92	45	0.012034	0.005886	
Apache	HIVE	5364	0	0	1	0	22	0	12	0	0.001570	0.000000	
Apache	HIVE	12222	0	0	1	1	306	21	166	21	0.021714	0.002747	
Apache	HIVE	12277	0	0	1	0	35	0	18	0	0.002354	0.000000	
Apache	HIVE	5056	0	0	0	1	18	5	18	5	0.002354	0.000654	
Apache	HIVE	11424	0	0	0	0	11	0	6	0	0.000785	0.000000	
Apache	HIVE	7620	0	1	0	1	93	11	34	10	0.004447	0.001308	
Apache	HIVE	417	0	0	0	0	10	0	7	0	0.000916	0.000000	
Apache	HIVE	11208	0	0	1	1	112	4	54	4	0.007063	0.000523	
Apache	HIVE	5580	0	0	0	0	29	0	18	0	0.002354	0.000000	
Apache	HIVE	8653	0	0	0	0	10	0	9	0	0.001177	0.000000	
Apache	HIVE	4561	0	0	1	1	112	1	70	1	0.009156	0.000131	
Apache	HIVE	9685	0	1	0	1	404	61	87	61	0.011380	0.007979	
Apache	HIVE	7127	0	1	0	1	376	41	86	41	0.011249	0.005363	
Apache	HIVE	13786	0	0	0	1	14	1	12	1	0.001570	0.000131	
Apache	HIVE	5676	0	0	0	0	13	0	13	0	0.001700	0.000000	
Apache	HIVE	4064	0	0	0	1	33	2	15	1	0.001962	0.000131	
Apache	HIVE	6113	0	1	0	1	921	109	141	108	0.018443	0.014127	
Apache	HIVE	11752	0	0	0	0	36	0	29	0	0.003793	0.000000	
Apache	HIVE	4586	0	0	0	1	6	1	6	1	0.000785	0.000131	
Apache	HIVE	8171	0	0	0	1	27	1	23	1	0.003009	0.000131	
Apache	HIVE	2540	0	0	1	1	25	2	16	1	0.002093	0.000131	
Apache	HIVE	5102	0	0	0	1	35	3	22	2	0.002878	0.000262	
Apache	HIVE	3682	0	0	1	1	229	2	60	2	0.007848	0.000262	
Apache	HIVE	3062	0	0	0	0	29	0	14	0	0.001831	0.000000	
Apache	HIVE	7764	0	0	0	1	47	3	27	2	0.003532	0.000262	
Apache	HIVE	7935	0	0	0	1	100	3	52	2	0.006802	0.000262	
Apache	HIVE	6652	0	0	0	1	304	11	153	11	0.020013	0.001439	
Apache	HIVE	13226	1	0	0	0	65	0	32	0	0.004186	0.000000	
Commons	CODEC	200	0	0	0	1	17	1	14	1	0.015909	0.001136	
Commons	CODEC	89	0	0	1	1	184	11	51	11	0.057955	0.012500	
Commons	COLLECTIONS	256	0	0	1	1	104	8	45	7	0.051963	0.008083	
Commons	COLLECTIONS	488	0	0	0	1	51	1	39	1	0.045035	0.001155	
Commons	COLLECTIONS	219	0	0	0	1	28	6	8	3	0.009238	0.003464	
Commons	COLLECTIONS	580	0	0	0	1	77	7	55	6	0.063510	0.006928	
