Group	Project	BugID	# of project distinct tokens	# of distinct tokens	# of distinct code entities	Enumeration(Bool)	StackTrace(Bool)	CodeRegions(Bool)	CodeEntity(Bool)	DistinctTokens/ProjectTokens	DistinctCodeEntities/ProjectTokens	CodeRelevancy (Product)	CodeRelevancy (Min)	CodeRelevancy (Max)	CodeRelevancy (Mean)	CodeRelevancy (FileCount))	CodeRelevancy (InverseFileCount)
Apache	HBASE	13732	7376	87	26	0	1	1	0	0.01179501084598698520	0.00352494577006507576	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.07877731084581546250	2714	0.00036845983787767134
Apache	HBASE	13731	7376	26	5	0	0	1	0	0.00352494577006507576	0.00067787418655097613	0.00000000000000000000	0.00036845983787767134	0.50000000000000000000	0.07248936379665506247	2714	0.00036845983787767134
Apache	HBASE	14077	7376	15	0	0	0	0	0	0.00203362255965292829	0.00000000000000000000	0.00000000000000000000	0.00036900369003690036	0.20000000000000001110	0.02844612197408934173	2714	0.00036845983787767134
Apache	HBASE	14076	7376	18	3	0	0	1	0	0.00244034707158351412	0.00040672451193058567	0.00000000000000000000	0.00036900369003690036	0.33333333333333331483	0.04105525207271706195	2714	0.00036845983787767134
Apache	HBASE	14073	7376	10	1	0	0	1	0	0.00135574837310195226	0.00013557483731019523	0.00000000000000003099	0.00037537537537537537	1.00000000000000000000	0.14998799209601948457	2712	0.00036873156342182890
Apache	HBASE	5820	7376	23	0	0	0	0	0	0.00311822125813449036	0.00000000000000000000	0.00000000000000000000	0.00036900369003690036	0.33333333333333331483	0.03331643737917355796	2714	0.00036845983787767134
Apache	HBASE	14983	7376	14	0	0	0	0	0	0.00189804772234273308	0.00000000000000000000	0.00000000000000000000	0.00097181729834791054	0.25000000000000000000	0.02461608720353055182	1774	0.00056369785794813977
Apache	HBASE	1949	7376	46	3	0	0	1	0	0.00623644251626898072	0.00040672451193058567	0.00000000000000000000	0.00037579857196542651	0.20000000000000001110	0.01721117878641098553	2713	0.00036859565057132326
Apache	HBASE	15200	7376	35	1	0	0	1	0	0.00474511930585683282	0.00013557483731019523	0.00000000000000000000	0.00036900369003690036	0.50000000000000000000	0.04536290580883762386	2714	0.00036845983787767134
Apache	HBASE	1869	7376	65	32	0	1	1	1	0.00881236442516268939	0.00433839479392624742	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.08321192945976119137	2714	0.00036845983787767134
Apache	HBASE	1525	7376	43	15	0	0	1	1	0.00582971800433839445	0.00203362255965292829	0.00000000000000000000	0.00036900369003690036	0.25000000000000000000	0.01842886055181656990	2714	0.00036845983787767134
Apache	HBASE	15465	7376	81	24	0	0	1	1	0.01098156182212581267	0.00325379609544468535	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.06503814918581020399	2714	0.00036845983787767134
Apache	HBASE	1946	7376	42	6	0	1	1	0	0.00569414316702819990	0.00081344902386117134	0.00000000000000000000	0.00036845983787767134	0.20000000000000001110	0.02629072057396230830	2714	0.00036845983787767134
Apache	HBASE	818	7376	64	29	1	0	1	0	0.00867678958785249484	0.00393167028199566202	0.00000000000000000000	0.00036845983787767134	0.33333333333333331483	0.03510253294144385222	2714	0.00036845983787767134
Apache	HBASE	819	7376	28	0	0	0	0	0	0.00379609544468546617	0.00000000000000000000	0.00000000000000000000	0.00037993920972644377	1.00000000000000000000	0.13677481325980861415	2714	0.00036845983787767134
Apache	HBASE	15548	7376	37	4	1	0	1	0	0.00501626898047722366	0.00054229934924078093	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.11594926135650489296	2714	0.00036845983787767134
Apache	HBASE	666	7376	14	2	0	0	1	0	0.00189804772234273308	0.00027114967462039046	0.00000000000000000000	0.00037993920972644377	0.50000000000000000000	0.04581464546872833499	2695	0.00037105751391465676
Apache	HBASE	810	7376	51	1	0	0	1	0	0.00691431670281995696	0.00013557483731019523	0.00000000000000000000	0.00036900369003690036	0.14285714285714284921	0.01670286257206919991	2714	0.00036845983787767134
Apache	HBASE	811	7376	7	0	0	0	0	0	0.00094902386117136654	0.00000000000000000000	0.00000000000016583393	0.00036900369003690036	0.12500000000000000000	0.02679428519361492719	2710	0.00036900369003690036
Apache	HBASE	812	7376	48	2	0	0	1	0	0.00650759219088937069	0.00027114967462039046	0.00000000000000000000	0.00036845983787767134	0.20000000000000001110	0.02477632813607383647	2714	0.00036845983787767134
Apache	HBASE	15610	7376	9	0	0	0	0	0	0.00122017353579175706	0.00000000000000000000	0.00000000000000000000	0.00036900369003690036	0.01612903225806451568	0.00809560080938073051	2711	0.00036886757654002215
Apache	HBASE	1798	7376	11	0	0	0	0	0	0.00149132321041214747	0.00000000000000000000	0.00000000000000000000	0.00038095238095238096	0.20000000000000001110	0.04511545923025118282	2652	0.00037707390648567121
Apache	HBASE	15617	7376	44	4	0	0	1	0	0.00596529284164858987	0.00054229934924078093	0.00000000000000000000	0.00037133308577794280	1.00000000000000000000	0.10051508022441534018	2714	0.00036845983787767134
Apache	HBASE	16676	7376	76	4	0	0	1	0	0.01030368763557483816	0.00054229934924078093	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.08121726453168370830	2714	0.00036845983787767134
Apache	HBASE	1793	7376	19	2	0	0	1	0	0.00257592190889370954	0.00027114967462039046	0.00000000000000000000	0.00037133308577794280	0.20000000000000001110	0.01775121542223496648	2714	0.00036845983787767134
Apache	HBASE	716	7376	39	5	0	0	1	0	0.00528741865509761363	0.00067787418655097613	0.00000000000000000000	0.00036859565057132326	1.00000000000000000000	0.08628744323828298202	2713	0.00036859565057132326
Apache	HBASE	1791	7376	39	7	0	0	1	0	0.00528741865509761363	0.00094902386117136654	0.00000000000000000000	0.00036900369003690036	0.10000000000000000555	0.00999637765571455110	2714	0.00036845983787767134
Apache	HBASE	714	7376	38	6	0	0	1	0	0.00515184381778741908	0.00081344902386117134	0.00000000000000000000	0.00036845983787767134	0.50000000000000000000	0.02962027731984999065	2714	0.00036845983787767134
Apache	HBASE	1795	7376	32	1	0	0	1	0	0.00433839479392624742	0.00013557483731019523	0.00000000000000000000	0.00038008361839604712	0.50000000000000000000	0.03619027651495385078	2714	0.00036845983787767134
Apache	HBASE	1794	7376	17	1	0	0	1	0	0.00230477223427331870	0.00013557483731019523	0.00000000000000000000	0.00038008361839604712	0.04545454545454545581	0.00708965197396081281	2713	0.00036859565057132326
Apache	HBASE	6151	7376	63	31	1	1	1	1	0.00854121475054229855	0.00420281995661605200	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.13187579959988249279	2714	0.00036845983787767134
Apache	HBASE	16578	7376	35	7	0	0	1	0	0.00474511930585683282	0.00094902386117136654	0.00000000000000000000	0.00038008361839604712	1.00000000000000000000	0.05204775229456199553	2714	0.00036845983787767134
Apache	HBASE	14211	7376	38	1	0	0	1	0	0.00515184381778741908	0.00013557483731019523	0.00000000000000000000	0.00037537537537537537	1.00000000000000000000	0.05823427930451770956	2713	0.00036859565057132326
Apache	HBASE	16572	7376	27	4	0	0	1	1	0.00366052060737527118	0.00054229934924078093	0.00000000000000000000	0.00058377116170461180	1.00000000000000000000	0.10178192262570438797	2264	0.00044169611307420494
Apache	HBASE	11542	7376	29	5	0	0	1	1	0.00393167028199566202	0.00067787418655097613	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.11070423202444666655	2714	0.00036845983787767134
Apache	HBASE	1702	7376	25	5	0	1	1	0	0.00338937093275488077	0.00067787418655097613	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.13076801725223091699	2714	0.00036845983787767134
Apache	HBASE	1703	7376	30	1	0	0	1	0	0.00406724511930585658	0.00013557483731019523	0.00000000000000000000	0.00036900369003690036	0.50000000000000000000	0.05039561018504563894	2714	0.00036845983787767134
Apache	HBASE	13607	7376	31	12	0	1	1	0	0.00420281995661605200	0.00162689804772234267	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.18819352240716416547	2714	0.00036845983787767134
Apache	HBASE	13606	7376	42	13	0	0	1	1	0.00569414316702819990	0.00176247288503253788	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.09963578461708412493	2714	0.00036845983787767134
Apache	HBASE	10960	7376	12	1	0	0	1	0	0.00162689804772234267	0.00013557483731019523	0.00000000000000000000	0.00036900369003690036	0.50000000000000000000	0.05230904541429947513	2710	0.00036900369003690036
Apache	HBASE	13608	7376	182	98	0	0	1	0	0.02467462039045553029	0.01328633405639913223	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.06728321751250002092	2714	0.00036845983787767134
Apache	HBASE	619	7376	9	0	0	0	0	0	0.00122017353579175706	0.00000000000000000000	0.00000000000000030128	0.00089206066012488853	0.20000000000000001110	0.04169411384730187242	1570	0.00063694267515923564
Apache	HBASE	15856	7376	55	6	0	0	1	0	0.00745661605206073778	0.00081344902386117134	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.05158206763884791435	2714	0.00036845983787767134
Apache	HBASE	15850	7376	28	5	0	0	1	1	0.00379609544468546617	0.00067787418655097613	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.11632917083466208508	2712	0.00036873156342182890
Apache	HBASE	13733	7376	36	7	0	0	1	1	0.00488069414316702824	0.00094902386117136654	0.00000000000000000000	0.00037537537537537537	1.00000000000000000000	0.12220900530190766109	2712	0.00036873156342182890
Apache	HBASE	426	7376	27	2	0	0	1	0	0.00366052060737527118	0.00027114967462039046	0.00000000000000000000	0.00036859565057132326	0.20000000000000001110	0.01546324507488100464	2714	0.00036845983787767134
Apache	HBASE	1661	7376	43	4	0	0	1	1	0.00582971800433839445	0.00054229934924078093	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.06693378168132764483	2714	0.00036845983787767134
Apache	HBASE	14078	7376	95	43	0	1	1	0	0.01287960954446854683	0.00582971800433839445	0.00000000000000000000	0.00036845983787767134	0.33333333333333331483	0.03733626588057874923	2714	0.00036845983787767134
Apache	HBASE	1087	7376	103	42	0	1	1	0	0.01396420824295010847	0.00569414316702819990	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.04746877426153923302	2714	0.00036845983787767134
Apache	HBASE	590	7376	19	2	0	0	1	0	0.00257592190889370954	0.00027114967462039046	0.00000000000000000000	0.00036900369003690036	0.05000000000000000278	0.00883022189848976964	2714	0.00036845983787767134
Apache	HBASE	595	7376	13	3	0	0	1	0	0.00176247288503253788	0.00040672451193058567	0.00000000000000000025	0.00149476831091180872	1.00000000000000000000	0.12527278316199577657	1284	0.00077881619937694702
Apache	HBASE	1169	7376	136	38	0	1	1	1	0.01843817787418654958	0.00515184381778741908	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.04391064012012400181	2714	0.00036845983787767134
Apache	HBASE	3778	7376	41	7	0	0	1	1	0.00555856832971800448	0.00094902386117136654	0.00000000000000000000	0.00037133308577794280	0.50000000000000000000	0.04075665160070032073	2714	0.00036845983787767134
Apache	HBASE	15922	7376	44	12	0	0	1	1	0.00596529284164858987	0.00162689804772234267	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.12749386803944895430	2714	0.00036845983787767134
Apache	HBASE	4834	7376	38	5	0	0	1	1	0.00515184381778741908	0.00067787418655097613	0.00000000000000000000	0.00037636432066240122	1.00000000000000000000	0.07783893526894342108	2714	0.00036845983787767134
Apache	HBASE	14598	7376	66	12	0	0	1	0	0.00894793926247288568	0.00162689804772234267	0.00000000000000000000	0.00037133308577794280	1.00000000000000000000	0.08194753778814185818	2714	0.00036845983787767134
Apache	HBASE	15109	7376	76	27	0	1	1	1	0.01030368763557483816	0.00366052060737527118	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.17176208586450747440	2714	0.00036845983787767134
Apache	HBASE	14597	7376	18	0	0	0	0	0	0.00244034707158351412	0.00000000000000000000	0.00000000000000000000	0.00097181729834791054	0.20000000000000001110	0.02278571306558672613	1776	0.00056306306306306306
Apache	HBASE	16310	7376	18	2	0	0	1	0	0.00244034707158351412	0.00027114967462039046	0.00000000000000000000	0.00036900369003690036	0.33333333333333331483	0.04004476029368961298	2711	0.00036886757654002215
Apache	HBASE	14592	7376	27	5	0	0	1	0	0.00366052060737527118	0.00067787418655097613	0.00000000000000000000	0.00089206066012488853	1.00000000000000000000	0.09141366110894050268	2133	0.00046882325363338024
Apache	HBASE	15100	7376	12	1	0	0	1	0	0.00162689804772234267	0.00013557483731019523	0.00000000000000000002	0.00036900369003690036	1.00000000000000000000	0.14087900838871272868	2711	0.00036886757654002215
Apache	HBASE	14458	7376	105	16	1	0	1	1	0.01423535791757049931	0.00216919739696312371	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.06414635022734342662	2714	0.00036845983787767134
Apache	HBASE	14759	7376	38	12	0	0	1	1	0.00515184381778741908	0.00162689804772234267	0.00000000000000000000	0.00037133308577794280	1.00000000000000000000	0.09365068105537113774	2714	0.00036845983787767134
Apache	HBASE	14755	7376	19	2	0	0	1	0	0.00257592190889370954	0.00027114967462039046	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.07656416224958630112	2714	0.00036845983787767134
Apache	HBASE	756	7376	12	1	0	0	1	0	0.00162689804772234267	0.00013557483731019523	0.00000000000000000000	0.00036900369003690036	0.50000000000000000000	0.09232566663773293658	2710	0.00036900369003690036
Apache	HBASE	14699	7376	42	20	0	1	1	0	0.00569414316702819990	0.00271149674620390453	0.00000000000000000000	0.00036845983787767134	0.33333333333333331483	0.04641899719460122753	2714	0.00036845983787767134
Apache	HBASE	524	7376	47	1	0	0	1	0	0.00637201735357917527	0.00013557483731019523	0.00000000000000000000	0.00038037276531000382	0.20000000000000001110	0.02686162456171095614	2713	0.00036859565057132326
Apache	HBASE	525	7376	11	2	0	0	1	0	0.00149132321041214747	0.00027114967462039046	0.00000000000000000000	0.00036900369003690036	0.50000000000000000000	0.04882515015745694104	2714	0.00036845983787767134
Apache	HBASE	527	7376	11	1	0	0	1	0	0.00149132321041214747	0.00013557483731019523	0.00000000000000000000	0.00038095238095238096	0.33333333333333331483	0.03544319993960332732	2713	0.00036859565057132326
Apache	HBASE	1401	7376	16	0	0	0	0	0	0.00216919739696312371	0.00000000000000000000	0.00000000000000000000	0.00037537537537537537	0.25000000000000000000	0.03781461507451860937	2714	0.00036845983787767134
Apache	HBASE	12791	7376	92	16	0	1	1	0	0.01247288503253796144	0.00216919739696312371	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.06506288068104039424	2714	0.00036845983787767134
Apache	HBASE	528	7376	45	1	0	0	1	0	0.00610086767895878530	0.00013557483731019523	0.00000000000000000000	0.00037636432066240122	0.33333333333333331483	0.03997634380880975974	2693	0.00037133308577794280
Apache	HBASE	529	7376	57	34	0	1	1	0	0.00772776572668112775	0.00460954446854663739	0.00000000000000000000	0.00036845983787767134	0.50000000000000000000	0.03696222980802982977	2714	0.00036845983787767134
Apache	HBASE	13905	7376	70	17	0	1	1	0	0.00949023861171366563	0.00230477223427331870	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.13432884064208772124	2714	0.00036845983787767134
Apache	HBASE	17032	7376	41	2	0	0	1	0	0.00555856832971800448	0.00027114967462039046	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.11704269462472192964	2714	0.00036845983787767134
Apache	HBASE	8044	7376	14	0	0	0	0	0	0.00189804772234273308	0.00000000000000000000	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.08310356857222087057	2714	0.00036845983787767134
Apache	HBASE	1547	7376	7	2	0	0	1	0	0.00094902386117136654	0.00027114967462039046	0.00000000000420158667	0.00309597523219814260	0.50000000000000000000	0.08948152067736463156	696	0.00143678160919540228
Apache	HBASE	1334	7376	35	6	0	1	1	0	0.00474511930585683282	0.00081344902386117134	0.00000000000000000000	0.00036845983787767134	0.50000000000000000000	0.02817092581812946292	2714	0.00036845983787767134
Apache	HBASE	13865	7376	11	1	0	0	1	0	0.00149132321041214747	0.00013557483731019523	0.00000000000000000000	0.00036900369003690036	0.06666666666666666574	0.01027613974925359157	2711	0.00036886757654002215
Apache	HBASE	1336	7376	20	1	0	0	1	0	0.00271149674620390453	0.00013557483731019523	0.00000000000000000000	0.00141643059490084993	1.00000000000000000000	0.13250391658854981936	1741	0.00057438253877082138
Apache	HBASE	13863	7376	15	0	0	0	0	0	0.00203362255965292829	0.00000000000000000000	0.00000000000000000000	0.00089206066012488853	0.04166666666666666435	0.01234419373515310663	1820	0.00054945054945054945
Apache	HBASE	1239	7376	26	1	0	0	1	0	0.00352494577006507576	0.00013557483731019523	0.00000000000000000000	0.00036845983787767134	0.20000000000000001110	0.01893635174047346437	2714	0.00036845983787767134
Apache	HBASE	1332	7376	37	1	0	0	1	0	0.00501626898047722366	0.00013557483731019523	0.00000000000000000000	0.00037133308577794280	1.00000000000000000000	0.12699114223358720643	2703	0.00036995930447650759
Apache	HBASE	16403	7376	22	1	0	0	1	0	0.00298264642082429494	0.00013557483731019523	0.00000000000000000000	0.00036900369003690036	0.33333333333333331483	0.05193364343067140981	2714	0.00036845983787767134
Apache	HBASE	13704	7376	33	7	0	0	1	1	0.00447396963123644284	0.00094902386117136654	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.05053772616651245470	2714	0.00036845983787767134
Apache	HBASE	13707	7376	17	2	0	0	1	0	0.00230477223427331870	0.00027114967462039046	0.00000000000000000000	0.00037133308577794280	0.10000000000000000555	0.01829739387694518174	2710	0.00036900369003690036
Apache	HBASE	14521	7376	79	19	0	0	1	1	0.01071041214750542356	0.00257592190889370954	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.06975900187986371070	2714	0.00036845983787767134
Apache	HBASE	14770	7376	85	6	0	0	1	0	0.01152386117136659435	0.00081344902386117134	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.06416353404997923726	2714	0.00036845983787767134
Apache	HBASE	14525	7376	56	22	0	1	1	1	0.00759219088937093233	0.00298264642082429494	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.04746263993667860365	2714	0.00036845983787767134
Apache	HBASE	16810	7376	43	27	1	1	1	0	0.00582971800433839445	0.00366052060737527118	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.09880353747916117979	2714	0.00036845983787767134
Apache	HBASE	15030	7376	87	26	0	0	1	0	0.01179501084598698520	0.00352494577006507576	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.12445444399420947656	2714	0.00036845983787767134
Apache	HBASE	1541	7376	47	20	1	0	1	1	0.00637201735357917527	0.00271149674620390453	0.00000000000000000000	0.00068587105624142656	1.00000000000000000000	0.03915179313118356125	2559	0.00039077764751856197
Apache	HBASE	1847	7376	10	1	0	0	1	0	0.00135574837310195226	0.00013557483731019523	0.00000000000000000000	0.00176056338028169018	0.01639344262295082053	0.00544368486432446341	1486	0.00067294751009421266
Apache	HBASE	11089	7376	116	25	0	0	1	0	0.01572668112798264808	0.00338937093275488077	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.09020171303438691279	2714	0.00036845983787767134
Apache	HBASE	15034	7376	11	1	0	0	1	0	0.00149132321041214747	0.00013557483731019523	0.00000000000000000000	0.00038138825324180017	1.00000000000000000000	0.09545536839258347839	2710	0.00036900369003690036
Apache	HBASE	15035	7376	49	4	0	0	1	0	0.00664316702819956612	0.00054229934924078093	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.06769039080408979780	2714	0.00036845983787767134
Apache	HBASE	1536	7376	18	0	0	0	0	0	0.00244034707158351412	0.00000000000000000000	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.08567252950030664060	2710	0.00036900369003690036
Apache	HBASE	1243	7376	73	33	0	0	1	0	0.00989696312364425103	0.00447396963123644284	0.00000000000000000000	0.00036845983787767134	0.50000000000000000000	0.03451281803902695594	2714	0.00036845983787767134
Apache	HBASE	11612	7376	17	1	0	0	1	0	0.00230477223427331870	0.00013557483731019523	0.00000000000000000000	0.00121212121212121212	0.33333333333333331483	0.06128935236982486351	1584	0.00063131313131313137
Apache	HBASE	437	7376	8	1	0	0	1	0	0.00108459869848156185	0.00013557483731019523	0.00000000000000000013	0.00037133308577794280	0.20000000000000001110	0.03388597803964537442	2712	0.00036873156342182890
Apache	HBASE	14473	7376	16	0	0	0	0	0	0.00216919739696312371	0.00000000000000000000	0.00000000000000000000	0.00121212121212121212	0.20000000000000001110	0.02689704828305013173	1531	0.00065316786414108428
Apache	HBASE	742	7376	21	1	0	0	1	0	0.00284707158351409995	0.00013557483731019523	0.00000000000000000000	0.00038080731150038082	0.25000000000000000000	0.03396193725231882315	2713	0.00036859565057132326
Apache	HBASE	16716	7376	32	3	0	0	1	0	0.00433839479392624742	0.00040672451193058567	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.05018802135195814251	2714	0.00036845983787767134
Apache	HBASE	1908	7376	50	4	0	0	1	0	0.00677874186550976154	0.00054229934924078093	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.07335732805554306957	2714	0.00036845983787767134
Apache	HBASE	17042	7376	11	1	0	0	1	0	0.00149132321041214747	0.00013557483731019523	0.00000000000000000125	0.00126422250316055636	0.33333333333333331483	0.07634501409284361051	1197	0.00083542188805346695
Apache	HBASE	744	7376	12	2	0	0	1	0	0.00162689804772234267	0.00027114967462039046	0.00000000000000000000	0.00038095238095238096	0.07142857142857142461	0.01438567233257814944	2698	0.00037064492216456633
Apache	HBASE	11222	7376	10	0	0	0	0	0	0.00135574837310195226	0.00000000000000000000	0.00000000000000000000	0.00036900369003690036	0.02173913043478260809	0.00406041774516016120	2711	0.00036886757654002215
Apache	HBASE	10020	7376	16	0	0	0	0	0	0.00216919739696312371	0.00000000000000000000	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.12025200290757473431	2712	0.00036873156342182890
Apache	HBASE	15327	7376	40	9	0	0	1	1	0.00542299349240780906	0.00122017353579175706	0.00000000000000000000	0.00037537537537537537	1.00000000000000000000	0.12971894585518323195	2714	0.00036845983787767134
Apache	HBASE	15324	7376	24	5	0	0	1	1	0.00325379609544468535	0.00067787418655097613	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.12262775050147943501	2714	0.00036845983787767134
Apache	HBASE	15325	7376	41	4	0	0	1	0	0.00555856832971800448	0.00054229934924078093	0.00000000000000000000	0.00036900369003690036	0.03448275862068965469	0.00714532037041732803	2714	0.00036845983787767134
Apache	HBASE	15322	7376	171	46	0	1	1	0	0.02318329718004338499	0.00623644251626898072	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.12954844724079642160	2714	0.00036845983787767134
Apache	HBASE	851	7376	122	22	0	0	1	0	0.01654013015184381888	0.00298264642082429494	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.07286344922547291492	2714	0.00036845983787767134
Apache	HBASE	1523	7376	33	16	0	1	1	0	0.00447396963123644284	0.00216919739696312371	0.00000000000000000000	0.00036845983787767134	0.06250000000000000000	0.01292215612686688046	2714	0.00036845983787767134
Apache	HBASE	15247	7376	23	2	0	0	1	1	0.00311822125813449036	0.00027114967462039046	0.00000000000000000000	0.00037133308577794280	0.25000000000000000000	0.03577529063204526460	2711	0.00036886757654002215
Apache	HBASE	7557	7376	10	0	0	0	0	0	0.00135574837310195226	0.00000000000000000000	0.00000000000000000004	0.00038008361839604712	0.33333333333333331483	0.06288342861963726327	2714	0.00036845983787767134
Apache	HBASE	14963	7376	31	1	0	0	1	0	0.00420281995661605200	0.00013557483731019523	0.00000000000000000000	0.00036900369003690036	0.50000000000000000000	0.05046837321859678344	2714	0.00036845983787767134
Apache	HBASE	14625	7376	62	18	0	0	1	0	0.00840563991323210399	0.00244034707158351412	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.06220484545440925495	2714	0.00036845983787767134
Apache	HBASE	14788	7376	18	1	0	0	1	0	0.00244034707158351412	0.00013557483731019523	0.00000000000000000000	0.00036900369003690036	0.50000000000000000000	0.03608666399791816276	2711	0.00036886757654002215
Apache	HBASE	16103	7376	75	11	0	0	1	0	0.01016811279826464187	0.00149132321041214747	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.06037279437488338868	2714	0.00036845983787767134
Apache	HBASE	14784	7376	24	6	0	0	1	1	0.00325379609544468535	0.00081344902386117134	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.10605018173082236821	2714	0.00036845983787767134
Apache	HBASE	14782	7376	72	2	1	0	1	0	0.00976138828633405647	0.00027114967462039046	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.19997480228349498454	2714	0.00036845983787767134
Apache	HBASE	14781	7376	5	0	0	0	0	0	0.00067787418655097613	0.00000000000000000000	0.00000000049339823296	0.00309597523219814260	0.50000000000000000000	0.10509232566414856980	593	0.00168634064080944342
Apache	HBASE	1187	7376	23	0	0	0	0	0	0.00311822125813449036	0.00000000000000000000	0.00000000000000000000	0.00036900369003690036	0.20000000000000001110	0.01801620493960042965	2714	0.00036845983787767134
Apache	HBASE	13647	7376	15	2	0	0	1	0	0.00203362255965292829	0.00027114967462039046	0.00000000000000000000	0.00036900369003690036	0.06666666666666666574	0.01289945879455251659	2711	0.00036886757654002215
Apache	HBASE	13646	7376	30	1	0	0	1	0	0.00406724511930585658	0.00013557483731019523	0.00000000000000000000	0.00037064492216456633	1.00000000000000000000	0.07209894112312617565	2712	0.00036873156342182890
