Paper Feature Name			hasEnum	hasSTrace	hasCR	hasCE	NTk	NLocalTk		NDiskTk	NDistCE	RatioDistTk	RatioDistCE	
Apache	CAMEL	8359	0	0	0	1	40	4	4	23	3	0.002418	0.000315	
Apache	CAMEL	171	0	1	1	1	157	3	21	51	20	0.005362	0.002103	
Apache	CAMEL	173	0	1	0	1	459	33	75	146	75	0.015349	0.007885	
Apache	CAMEL	8369	0	0	0	1	35	0	3	26	2	0.002733	0.000210	
Apache	CAMEL	189	0	0	1	1	20	0	6	16	4	0.001682	0.000421	
Apache	CAMEL	8382	0	0	1	1	75	1	9	38	8	0.003995	0.000841	
Apache	CAMEL	191	0	0	0	1	26	2	3	21	3	0.002208	0.000315	
Apache	CAMEL	194	0	0	0	1	25	0	2	17	2	0.001787	0.000210	
Apache	CAMEL	197	1	0	0	1	54	2	1	33	1	0.003469	0.000105	
Apache	CAMEL	8393	0	0	1	1	200	6	37	88	37	0.009251	0.003890	
Apache	CAMEL	203	0	0	0	1	52	1	5	38	4	0.003995	0.000421	
Apache	CAMEL	8401	0	0	0	1	31	2	3	22	2	0.002313	0.000210	
Apache	CAMEL	210	0	0	0	0	17	0	0	11	0	0.001156	0.000000	
Apache	CAMEL	211	0	0	0	1	11	0	2	9	1	0.000946	0.000105	
Apache	CAMEL	9593	0	0	0	1	19	1	2	13	2	0.001367	0.000210	
Apache	CAMEL	8409	0	0	0	1	105	5	4	65	4	0.006833	0.000421	
Apache	CAMEL	8411	0	0	0	1	35	1	3	25	3	0.002628	0.000315	
Apache	CAMEL	224	0	0	0	1	26	0	1	20	1	0.002103	0.000105	
Apache	CAMEL	8417	0	0	1	1	42	3	6	29	6	0.003049	0.000631	
Apache	CAMEL	9282	0	0	0	1	353	8	44	89	43	0.009357	0.004521	
Apache	CAMEL	232	0	0	0	0	3	0	0	3	0	0.000315	0.000000	
Apache	CAMEL	8425	0	0	0	1	38	0	3	27	2	0.002839	0.000210	
Apache	CAMEL	8426	0	0	0	1	39	0	2	28	2	0.002944	0.000210	
Apache	CAMEL	8430	0	0	0	1	13	4	3	10	2	0.001051	0.000210	
Apache	CAMEL	8431	0	0	1	1	69	9	17	46	16	0.004836	0.001682	
Apache	CAMEL	8432	0	0	0	1	50	1	1	41	1	0.004310	0.000105	
Apache	CAMEL	8434	0	0	0	0	13	0	0	7	0	0.000736	0.000000	
Apache	CAMEL	8436	0	0	0	1	39	2	4	36	4	0.003785	0.000421	
Apache	CAMEL	8437	0	0	1	1	144	2	9	42	9	0.004415	0.000946	
Apache	CAMEL	247	1	0	1	1	52	1	8	29	8	0.003049	0.000841	
Apache	CAMEL	257	0	1	0	1	1356	8	38	72	37	0.007569	0.003890	
Apache	CAMEL	261	1	0	1	1	57	3	9	43	9	0.004521	0.000946	
Apache	CAMEL	8455	0	0	0	1	39	4	5	28	4	0.002944	0.000421	
Apache	CAMEL	8456	0	0	0	1	57	2	4	35	4	0.003680	0.000421	
Apache	CAMEL	8457	0	0	0	1	24	5	7	18	7	0.001892	0.000736	
Apache	CAMEL	8461	0	0	1	1	104	1	5	50	5	0.005257	0.000526	
Apache	CAMEL	8462	0	0	0	1	23	2	6	18	5	0.001892	0.000526	
Apache	CAMEL	271	0	0	1	1	88	9	12	63	11	0.006623	0.001156	
Apache	CAMEL	8464	0	0	0	1	59	2	4	38	4	0.003995	0.000421	
Apache	CAMEL	8469	0	0	1	1	128	11	12	63	12	0.006623	0.001262	
Apache	CAMEL	8476	0	0	0	1	89	2	6	57	5	0.005992	0.000526	
Apache	CAMEL	8479	0	0	0	1	4	1	1	4	1	0.000421	0.000105	
Apache	CAMEL	8484	0	0	0	1	21	1	2	18	2	0.001892	0.000210	
Apache	CAMEL	9606	1	0	1	1	258	20	28	133	28	0.013982	0.002944	
Apache	CAMEL	297	0	0	1	1	25	3	5	18	5	0.001892	0.000526	
Apache	CAMEL	8492	0	1	1	1	60	4	8	37	7	0.003890	0.000736	
Apache	CAMEL	304	0	0	0	1	17	2	2	14	2	0.001472	0.000210	
Apache	CAMEL	9608	0	1	0	1	819	37	69	147	69	0.015454	0.007254	
Apache	CAMEL	8498	0	0	0	1	38	1	6	29	4	0.003049	0.000421	
Apache	CAMEL	307	0	0	0	1	21	1	2	17	2	0.001787	0.000210	
Apache	CAMEL	8500	0	1	0	1	194	11	30	84	29	0.008831	0.003049	
Apache	CAMEL	8505	0	0	1	1	92	9	18	43	17	0.004521	0.001787	
Apache	CAMEL	8510	0	1	0	1	88	5	12	30	12	0.003154	0.001262	
Apache	CAMEL	320	0	0	0	1	27	3	6	21	6	0.002208	0.000631	
Apache	CAMEL	8515	0	1	0	1	54	1	9	32	9	0.003364	0.000946	
Apache	CAMEL	324	0	0	0	1	45	0	3	32	3	0.003364	0.000315	
Apache	CAMEL	8519	0	0	0	1	51	1	1	38	1	0.003995	0.000105	
Apache	CAMEL	8520	0	0	1	1	193	23	38	94	38	0.009882	0.003995	
Apache	CAMEL	329	0	0	0	1	23	2	3	22	3	0.002313	0.000315	
Apache	CAMEL	10104	0	0	0	1	40	2	2	28	2	0.002944	0.000210	
Apache	CAMEL	340	0	0	1	1	85	2	9	54	8	0.005677	0.000841	
Apache	CAMEL	8539	0	0	1	1	67	2	7	48	7	0.005046	0.000736	
Apache	CAMEL	8540	0	0	1	1	51	0	6	35	5	0.003680	0.000526	
Apache	CAMEL	352	0	0	0	1	41	4	2	29	2	0.003049	0.000210	
Apache	CAMEL	8546	0	1	0	1	129	1	27	54	26	0.005677	0.002733	
Apache	CAMEL	8547	0	0	0	1	19	1	3	16	3	0.001682	0.000315	
Apache	CAMEL	363	0	1	1	1	575	16	78	148	77	0.015559	0.008095	
Apache	CAMEL	8556	0	1	0	1	45	2	8	24	8	0.002523	0.000841	
Apache	CAMEL	370	0	0	0	1	38	1	2	30	1	0.003154	0.000105	
Apache	CAMEL	373	0	1	0	1	67	3	7	40	7	0.004205	0.000736	
Apache	CAMEL	374	0	0	0	1	42	0	3	28	3	0.002944	0.000315	
Apache	CAMEL	380	0	0	1	1	65	4	15	42	15	0.004415	0.001577	
Apache	CAMEL	8575	0	1	0	1	461	14	80	115	80	0.012090	0.008410	
Apache	CAMEL	384	0	0	0	0	14	0	0	11	0	0.001156	0.000000	
Apache	CAMEL	8578	0	0	0	1	29	1	2	23	2	0.002418	0.000210	
Apache	CAMEL	388	0	0	0	1	21	4	5	14	4	0.001472	0.000421	
Apache	CAMEL	8584	0	0	0	1	48	5	6	39	5	0.004100	0.000526	
Apache	CAMEL	8585	0	1	0	1	648	5	55	97	55	0.010198	0.005782	
Apache	CAMEL	8587	0	0	0	0	23	0	0	13	0	0.001367	0.000000	
Apache	CAMEL	8592	0	0	0	1	17	1	5	13	4	0.001367	0.000421	
Apache	CAMEL	404	0	0	0	0	9	0	0	6	0	0.000631	0.000000	
Apache	CAMEL	8597	0	0	0	1	41	4	5	27	4	0.002839	0.000421	
Apache	CAMEL	410	0	0	0	1	54	1	4	38	4	0.003995	0.000421	
Apache	CAMEL	412	0	0	0	1	33	1	4	31	4	0.003259	0.000421	
Apache	CAMEL	8607	0	0	0	1	91	5	7	52	7	0.005467	0.000736	
Apache	CAMEL	8609	0	0	0	0	22	0	0	13	0	0.001367	0.000000	
Apache	CAMEL	420	0	0	0	1	46	1	4	34	4	0.003574	0.000421	
Apache	CAMEL	430	0	0	1	1	76	2	9	49	8	0.005151	0.000841	
Apache	CAMEL	8624	0	0	0	1	17	1	3	16	3	0.001682	0.000315	
Apache	CAMEL	8626	0	0	1	1	77	6	17	55	16	0.005782	0.001682	
Apache	CAMEL	8628	0	0	0	1	48	1	4	27	4	0.002839	0.000421	
Apache	CAMEL	8636	0	0	0	0	23	0	0	15	0	0.001577	0.000000	
Apache	CAMEL	8643	0	0	0	1	49	0	2	35	2	0.003680	0.000210	
Apache	CAMEL	457	0	0	0	1	79	1	4	51	4	0.005362	0.000421	
Apache	CAMEL	461	0	0	0	1	32	2	4	26	4	0.002733	0.000421	
Apache	CAMEL	462	0	1	1	1	68	0	3	39	3	0.004100	0.000315	
Apache	CAMEL	8660	0	0	0	1	34	1	2	23	2	0.002418	0.000210	
Apache	CAMEL	8665	0	0	0	1	31	4	3	29	3	0.003049	0.000315	
Apache	CAMEL	476	0	0	0	1	6	0	1	6	1	0.000631	0.000105	
Apache	CAMEL	8672	0	0	1	1	49	4	8	26	8	0.002733	0.000841	
Apache	CAMEL	8673	0	0	1	1	36	3	7	25	6	0.002628	0.000631	
Apache	CAMEL	8674	1	0	0	1	56	4	5	27	5	0.002839	0.000526	
Apache	CAMEL	8682	0	0	0	1	29	0	3	15	2	0.001577	0.000210	
Apache	CAMEL	8683	0	0	0	1	24	0	2	13	1	0.001367	0.000105	
Apache	CAMEL	8687	0	0	0	1	37	2	3	24	3	0.002523	0.000315	
Apache	CAMEL	8688	0	0	0	1	90	8	4	60	3	0.006308	0.000315	
Apache	CAMEL	8689	0	0	0	1	74	3	2	49	2	0.005151	0.000210	
Apache	CAMEL	498	0	0	0	0	9	0	0	8	0	0.000841	0.000000	
Apache	CAMEL	499	0	0	0	1	117	0	3	19	3	0.001997	0.000315	
Apache	CAMEL	8694	0	1	1	1	274	6	50	74	47	0.007780	0.004941	
Apache	CAMEL	504	0	0	1	1	28	1	2	21	1	0.002208	0.000105	
Apache	CAMEL	505	0	0	1	1	60	2	1	41	1	0.004310	0.000105	
Apache	CAMEL	509	0	0	0	1	5	1	1	5	1	0.000526	0.000105	
Apache	CAMEL	8702	0	0	0	1	53	3	5	29	4	0.003049	0.000421	
Apache	CAMEL	8707	0	1	0	1	143	17	17	67	17	0.007044	0.001787	
Apache	CAMEL	8708	0	0	0	1	44	3	1	31	1	0.003259	0.000105	
Apache	CAMEL	517	0	0	0	0	22	1	0	17	0	0.001787	0.000000	
Apache	CAMEL	518	0	0	0	1	34	3	1	23	1	0.002418	0.000105	
Apache	CAMEL	519	0	0	0	0	7	0	0	7	0	0.000736	0.000000	
Apache	CAMEL	520	0	0	0	1	20	0	1	16	1	0.001682	0.000105	
Apache	CAMEL	8713	0	0	0	1	43	0	1	24	1	0.002523	0.000105	
Apache	CAMEL	522	0	0	0	1	116	3	4	58	4	0.006098	0.000421	
Apache	CAMEL	8715	0	0	0	1	59	2	4	35	3	0.003680	0.000315	
Apache	CAMEL	524	0	0	0	1	138	6	11	88	11	0.009251	0.001156	
Apache	CAMEL	8718	0	0	0	0	18	1	0	15	0	0.001577	0.000000	
Apache	CAMEL	528	0	0	0	1	58	1	4	42	3	0.004415	0.000315	
Apache	CAMEL	534	0	0	0	1	21	3	2	15	2	0.001577	0.000210	
Apache	CAMEL	536	0	0	1	1	127	6	11	62	11	0.006518	0.001156	
Apache	CAMEL	537	0	0	0	1	552	11	3	60	3	0.006308	0.000315	
Apache	CAMEL	8737	1	1	0	1	174	11	20	70	20	0.007359	0.002103	
Apache	CAMEL	547	0	0	1	1	91	3	11	48	11	0.005046	0.001156	
Apache	CAMEL	548	0	0	0	1	25	1	2	20	2	0.002103	0.000210	
Apache	CAMEL	549	0	0	0	1	23	1	2	17	1	0.001787	0.000105	
Apache	CAMEL	550	0	1	1	1	296	19	37	90	37	0.009462	0.003890	
Apache	CAMEL	551	0	0	1	1	18	1	1	12	1	0.001262	0.000105	
Apache	CAMEL	8745	0	0	0	1	210	2	8	33	8	0.003469	0.000841	
Apache	CAMEL	8746	0	1	0	1	127	3	20	56	19	0.005887	0.001997	
Apache	CAMEL	8747	0	0	0	1	23	0	1	20	1	0.002103	0.000105	
Apache	CAMEL	8748	0	1	1	1	234	21	48	63	48	0.006623	0.005046	
Apache	CAMEL	558	0	0	0	1	43	0	3	28	3	0.002944	0.000315	
Apache	CAMEL	561	0	0	0	0	47	1	0	30	0	0.003154	0.000000	
Apache	CAMEL	562	0	1	0	1	212	2	36	70	36	0.007359	0.003785	
Apache	CAMEL	8756	0	1	0	1	524	29	63	138	63	0.014508	0.006623	
Apache	CAMEL	566	0	0	0	1	33	4	4	26	3	0.002733	0.000315	
Apache	CAMEL	567	0	0	0	1	49	1	3	19	3	0.001997	0.000315	
Apache	CAMEL	8765	0	1	0	1	131	3	29	48	28	0.005046	0.002944	
Apache	CAMEL	574	0	0	0	0	26	3	0	20	0	0.002103	0.000000	
Apache	CAMEL	8768	0	0	1	1	83	4	6	43	6	0.004521	0.000631	
Apache	CAMEL	577	0	0	0	1	47	3	6	34	6	0.003574	0.000631	
Apache	CAMEL	581	0	0	1	1	32	1	8	16	8	0.001682	0.000841	
Apache	CAMEL	8774	0	0	0	1	43	2	5	29	4	0.003049	0.000421	
Apache	CAMEL	583	0	1	0	1	461	13	75	108	74	0.011354	0.007780	
Apache	CAMEL	584	0	1	0	1	128	3	20	33	19	0.003469	0.001997	
Apache	CAMEL	587	0	0	0	1	18	1	2	14	2	0.001472	0.000210	
Apache	CAMEL	8780	0	0	1	1	56	1	7	35	7	0.003680	0.000736	
Apache	CAMEL	8782	0	0	0	1	51	3	2	39	2	0.004100	0.000210	
Apache	CAMEL	8783	0	0	0	1	120	3	7	72	7	0.007569	0.000736	
Apache	CAMEL	593	0	0	0	0	13	0	0	10	0	0.001051	0.000000	
Apache	CAMEL	8786	0	0	0	1	28	2	6	22	4	0.002313	0.000421	
Apache	CAMEL	597	0	0	1	1	42	2	7	25	7	0.002628	0.000736	
Apache	CAMEL	8798	0	1	1	1	133	5	25	71	22	0.007464	0.002313	
Apache	CAMEL	612	0	0	1	1	52	5	1	31	1	0.003259	0.000105	
Apache	CAMEL	618	0	0	0	1	124	12	11	82	10	0.008621	0.001051	
Apache	CAMEL	8295	0	0	1	1	49	3	10	29	10	0.003049	0.001051	
Apache	CAMEL	620	0	1	0	1	232	7	41	52	41	0.005467	0.004310	
Apache	CAMEL	8816	0	0	0	1	26	0	1	21	1	0.002208	0.000105	
Apache	CAMEL	629	0	0	0	1	42	2	8	33	6	0.003469	0.000631	
Apache	CAMEL	631	0	0	0	1	163	1	7	30	7	0.003154	0.000736	
Apache	CAMEL	634	0	0	0	1	126	2	2	72	2	0.007569	0.000210	
Apache	CAMEL	636	0	1	0	1	186	1	27	73	25	0.007675	0.002628	
Apache	CAMEL	8829	0	1	0	1	692	12	62	88	61	0.009251	0.006413	
Apache	CAMEL	642	0	0	0	1	46	4	3	31	3	0.003259	0.000315	
Apache	CAMEL	8841	0	1	1	1	394	21	61	104	61	0.010934	0.006413	
Apache	CAMEL	651	0	0	0	1	57	5	5	42	5	0.004415	0.000526	
Apache	CAMEL	653	0	0	0	1	122	9	16	70	16	0.007359	0.001682	
Apache	CAMEL	655	0	0	1	1	35	2	2	23	2	0.002418	0.000210	
Apache	CAMEL	657	0	0	1	1	42	1	4	32	4	0.003364	0.000421	
Apache	CAMEL	664	0	0	0	0	17	1	0	11	0	0.001156	0.000000	
Apache	CAMEL	667	0	0	0	1	52	1	1	41	1	0.004310	0.000105	
Apache	CAMEL	8864	0	0	1	1	86	9	10	45	10	0.004731	0.001051	
Apache	CAMEL	675	0	1	1	1	89	2	19	47	19	0.004941	0.001997	
Apache	CAMEL	677	0	0	0	0	19	0	0	15	0	0.001577	0.000000	
Apache	CAMEL	8871	0	0	1	1	76	3	15	35	15	0.003680	0.001577	
Apache	CAMEL	685	0	0	0	1	37	1	3	30	3	0.003154	0.000315	
Apache	CAMEL	686	0	0	0	1	25	1	2	21	2	0.002208	0.000210	
Apache	CAMEL	688	0	0	0	1	5	1	1	5	1	0.000526	0.000105	
Apache	CAMEL	9672	0	0	1	1	45	5	9	39	7	0.004100	0.000736	
Apache	CAMEL	691	0	0	0	1	20	1	3	12	2	0.001262	0.000210	
Apache	CAMEL	8885	0	0	1	1	28	4	9	22	9	0.002313	0.000946	
Apache	CAMEL	694	0	0	1	1	122	9	20	42	19	0.004415	0.001997	
Apache	CAMEL	695	0	0	1	1	27	0	1	17	1	0.001787	0.000105	
Apache	CAMEL	696	0	0	1	1	67	3	9	45	9	0.004731	0.000946	
Apache	CAMEL	697	0	0	1	0	24	1	0	16	0	0.001682	0.000000	
Apache	CAMEL	10116	0	1	1	1	142	5	25	44	24	0.004626	0.002523	
Apache	CAMEL	701	0	0	1	1	27	0	2	20	2	0.002103	0.000210	
Apache	CAMEL	702	1	1	1	1	1152	38	74	163	73	0.017136	0.007675	
Apache	CAMEL	8898	1	1	0	1	80	11	16	44	16	0.004626	0.001682	
Apache	CAMEL	707	0	0	0	0	19	1	0	14	0	0.001472	0.000000	
Apache	CAMEL	8900	0	0	0	1	62	3	1	39	1	0.004100	0.000105	
Apache	CAMEL	8901	0	0	0	1	20	3	3	15	3	0.001577	0.000315	
Apache	CAMEL	710	0	0	0	1	52	3	3	38	3	0.003995	0.000315	
Apache	CAMEL	712	1	0	1	1	142	14	7	81	7	0.008516	0.000736	
Apache	CAMEL	713	0	0	1	1	122	9	15	70	14	0.007359	0.001472	
Apache	CAMEL	715	0	1	1	1	106	5	23	46	21	0.004836	0.002208	
Apache	CAMEL	8909	0	0	0	0	100	3	0	31	0	0.003259	0.000000	
Apache	CAMEL	718	0	0	0	1	26	1	1	19	1	0.001997	0.000105	
Apache	CAMEL	8914	0	0	1	1	154	8	29	78	28	0.008200	0.002944	
Apache	CAMEL	8916	0	0	0	1	32	0	3	21	2	0.002208	0.000210	
Apache	CAMEL	727	0	0	0	1	33	1	3	28	3	0.002944	0.000315	
Apache	CAMEL	8923	0	0	0	1	70	2	4	43	4	0.004521	0.000421	
Apache	CAMEL	8927	0	0	0	1	20	1	2	16	2	0.001682	0.000210	
Apache	CAMEL	737	0	0	1	1	26	1	7	13	4	0.001367	0.000421	
Apache	CAMEL	738	0	0	0	1	35	2	2	27	2	0.002839	0.000210	
Apache	CAMEL	8315	0	0	1	1	32	1	10	21	9	0.002208	0.000946	
Apache	CAMEL	8933	0	0	1	1	714	50	17	153	17	0.016085	0.001787	
Apache	CAMEL	747	0	0	0	1	46	3	3	31	3	0.003259	0.000315	
Apache	CAMEL	8945	0	0	0	1	15	0	1	12	1	0.001262	0.000105	
Apache	CAMEL	755	0	0	0	1	36	0	3	29	3	0.003049	0.000315	
Apache	CAMEL	756	0	0	0	1	43	2	6	30	6	0.003154	0.000631	
Apache	CAMEL	8949	0	0	0	0	1365	26	43	83	43	0.008726	0.004521	
Apache	CAMEL	8950	0	0	1	1	32	4	6	21	5	0.002208	0.000526	
Apache	CAMEL	8951	0	0	0	1	18	1	5	16	5	0.001682	0.000526	
Apache	CAMEL	8954	0	0	1	1	119	13	17	60	17	0.006308	0.001787	
Apache	CAMEL	763	0	0	0	1	50	2	6	37	6	0.003890	0.000631	
Apache	CAMEL	765	0	0	0	1	21	0	3	17	2	0.001787	0.000210	
Apache	CAMEL	8963	0	0	0	0	89	4	0	46	0	0.004836	0.000000	
Apache	CAMEL	8964	0	0	0	1	22	0	2	17	2	0.001787	0.000210	
Apache	CAMEL	773	0	0	0	1	9	0	1	8	1	0.000841	0.000105	
Apache	CAMEL	774	0	1	0	1	661	11	77	148	77	0.015559	0.008095	
Apache	CAMEL	777	0	0	0	0	24	1	0	12	0	0.001262	0.000000	
Apache	CAMEL	782	0	0	1	1	64	3	6	49	6	0.005151	0.000631	
Apache	CAMEL	8978	0	0	0	1	138	6	9	58	9	0.006098	0.000946	
Apache	CAMEL	1497	0	0	1	1	42	3	2	29	2	0.003049	0.000210	
Apache	CAMEL	792	0	0	1	1	96	3	7	47	6	0.004941	0.000631	
Apache	CAMEL	793	0	0	0	1	24	0	1	17	1	0.001787	0.000105	
Apache	CAMEL	794	0	0	1	1	52	5	8	34	8	0.003574	0.000841	
Apache	CAMEL	795	0	0	0	1	131	3	8	63	8	0.006623	0.000841	
Apache	CAMEL	803	0	0	1	1	64	5	8	44	8	0.004626	0.000841	
Apache	CAMEL	806	0	0	0	0	43	1	0	29	0	0.003049	0.000000	
Apache	CAMEL	807	1	0	1	1	85	2	7	60	6	0.006308	0.000631	
Apache	CAMEL	811	0	0	0	0	18	0	0	13	0	0.001367	0.000000	
Apache	CAMEL	818	0	0	0	1	37	0	2	25	2	0.002628	0.000210	
Apache	CAMEL	9012	0	0	0	0	43	2	0	30	0	0.003154	0.000000	
Apache	CAMEL	9013	0	0	1	1	50	2	4	37	4	0.003890	0.000421	
Apache	CAMEL	826	0	0	0	0	8	0	0	7	0	0.000736	0.000000	
Apache	CAMEL	9019	0	0	0	1	9	1	2	7	1	0.000736	0.000105	
Apache	CAMEL	834	0	0	1	1	146	6	10	64	9	0.006728	0.000946	
Apache	CAMEL	9027	0	0	0	1	35	2	7	29	6	0.003049	0.000631	
Apache	CAMEL	9029	0	0	0	1	32	2	2	25	2	0.002628	0.000210	
Apache	CAMEL	9032	0	0	0	1	21	1	1	16	1	0.001682	0.000105	
Apache	CAMEL	842	0	0	0	1	19	2	3	19	3	0.001997	0.000315	
Apache	CAMEL	9035	1	0	1	1	139	8	8	68	8	0.007149	0.000841	
Apache	CAMEL	9037	0	0	0	1	21	3	4	18	4	0.001892	0.000421	
Apache	CAMEL	9040	0	1	1	1	1580	33	136	222	135	0.023339	0.014193	
Apache	CAMEL	849	0	0	0	0	37	1	0	22	0	0.002313	0.000000	
Apache	CAMEL	851	0	0	0	0	31	0	0	23	0	0.002418	0.000000	
Apache	CAMEL	9048	0	0	0	1	157	2	6	66	6	0.006939	0.000631	
Apache	CAMEL	857	0	0	0	1	34	3	1	28	1	0.002944	0.000105	
Apache	CAMEL	858	0	0	1	1	28	1	3	15	2	0.001577	0.000210	
Apache	CAMEL	860	0	0	1	1	64	3	7	31	6	0.003259	0.000631	
Apache	CAMEL	9059	0	0	1	0	26	0	0	18	0	0.001892	0.000000	
Apache	CAMEL	871	0	0	0	1	35	1	2	21	2	0.002208	0.000210	
Apache	CAMEL	873	0	0	0	1	44	4	3	28	3	0.002944	0.000315	
Apache	CAMEL	879	0	0	0	0	15	0	0	13	0	0.001367	0.000000	
Apache	CAMEL	880	0	0	1	1	211	9	23	79	23	0.008305	0.002418	
Apache	CAMEL	881	0	0	0	0	29	0	0	21	0	0.002208	0.000000	
Apache	CAMEL	882	0	0	0	1	14	1	2	8	1	0.000841	0.000105	
Apache	CAMEL	885	0	0	0	1	13	0	1	11	1	0.001156	0.000105	
Apache	CAMEL	886	0	0	1	1	46	0	2	25	1	0.002628	0.000105	
Apache	CAMEL	890	0	1	1	1	570	25	87	172	87	0.018082	0.009146	
Apache	CAMEL	894	0	0	0	0	33	0	0	23	0	0.002418	0.000000	
Apache	CAMEL	9087	0	0	1	1	226	11	19	69	19	0.007254	0.001997	
Apache	CAMEL	9089	0	0	1	1	44	3	2	35	2	0.003680	0.000210	
Apache	CAMEL	9092	0	0	0	1	23	0	2	16	2	0.001682	0.000210	
Apache	CAMEL	901	0	0	0	1	64	2	2	40	2	0.004205	0.000210	
Apache	CAMEL	902	0	0	0	1	24	0	2	18	1	0.001892	0.000105	
Apache	CAMEL	906	0	0	1	1	37	0	4	27	3	0.002839	0.000315	
Apache	CAMEL	9099	0	1	0	1	340	7	41	59	41	0.006203	0.004310	
Apache	CAMEL	9101	0	0	1	1	61	2	10	37	10	0.003890	0.001051	
Apache	CAMEL	912	0	0	0	1	46	2	3	33	3	0.003469	0.000315	
Apache	CAMEL	914	0	0	0	1	63	2	1	37	1	0.003890	0.000105	
Apache	CAMEL	9108	0	0	0	1	57	0	5	36	5	0.003785	0.000526	
Apache	CAMEL	919	0	0	1	1	138	8	19	52	19	0.005467	0.001997	
Apache	CAMEL	920	0	0	0	1	45	3	4	24	3	0.002523	0.000315	
Apache	CAMEL	921	0	1	0	1	1072	16	94	115	93	0.012090	0.009777	
