Group	Project	BugID	# of project distinct tokens	# of distinct tokens	# of distinct code entities	Enumeration(Bool)	StackTrace(Bool)	CodeRegions(Bool)	CodeEntity(Bool)	DistinctTokens/ProjectTokens	DistinctCodeEntities/ProjectTokens	CodeRelevancy (Product)	CodeRelevancy (Min)	CodeRelevancy (Max)	CodeRelevancy (Mean)	CodeRelevancy (FileCount))	CodeRelevancy (InverseFileCount)
Apache	HBASE	819	6258	29	0	0	0	0	0	0.00463406839245765392	0.00000000000000000000	0.00000000000000000000	0.00037355248412401944	1.00000000000000000000	0.10855359231195925440	2714	0.00036845983787767134
Apache	HBASE	15548	6258	40	4	1	0	1	0	0.00639181847235538534	0.00063918184723553851	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.11834788396232429064	2714	0.00036845983787767134
Apache	HBASE	666	6258	15	2	0	0	1	0	0.00239693192713326961	0.00031959092361776926	0.00000000000000000000	0.00037993920972644377	0.16666666666666665741	0.02000367011544914447	2700	0.00037037037037037035
Apache	HBASE	810	6258	52	1	0	0	1	0	0.00830936401406200120	0.00015979546180888463	0.00000000000000000000	0.00036873156342182890	0.14285714285714284921	0.01562856071439737773	2714	0.00036845983787767134
Apache	HBASE	811	6258	7	0	0	0	0	0	0.00111856823266219237	0.00000000000000000000	0.00000000000008253858	0.00036900369003690036	0.12500000000000000000	0.02541924472275025604	2710	0.00036900369003690036
Apache	HBASE	812	6258	47	2	0	0	1	0	0.00751038670501757728	0.00031959092361776926	0.00000000000000000000	0.00036845983787767134	0.20000000000000001110	0.02356880481125702906	2714	0.00036845983787767134
Apache	HBASE	15610	6258	9	0	0	0	0	0	0.00143815915627996168	0.00000000000000000000	0.00000000000000000000	0.00036900369003690036	0.01612903225806451568	0.00567239746201664893	2711	0.00036886757654002215
Apache	HBASE	1798	6258	11	0	0	0	0	0	0.00175775007989773099	0.00000000000000000000	0.00000000000000000000	0.00038095238095238096	0.20000000000000001110	0.04490902972367882828	2660	0.00037593984962406017
Apache	HBASE	15617	6258	46	4	0	0	1	0	0.00735059124320869284	0.00063918184723553851	0.00000000000000000000	0.00037133308577794280	1.00000000000000000000	0.09491114040140960495	2714	0.00036845983787767134
Apache	HBASE	16676	6258	77	4	0	0	1	0	0.01230425055928411650	0.00063918184723553851	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.07174912905324988543	2714	0.00036845983787767134
Apache	HBASE	1793	6258	19	2	0	0	1	0	0.00303611377436880780	0.00031959092361776926	0.00000000000000000000	0.00037133308577794280	0.20000000000000001110	0.01695609409346611821	2714	0.00036845983787767134
Apache	HBASE	716	6258	39	5	0	0	1	0	0.00623202301054650090	0.00079897730904442317	0.00000000000000000000	0.00036859565057132326	1.00000000000000000000	0.07919643949521859572	2714	0.00036845983787767134
Apache	HBASE	1791	6258	43	7	0	0	1	0	0.00687120485778203866	0.00111856823266219237	0.00000000000000000000	0.00038037276531000382	0.33333333333333331483	0.01969341235228042400	2714	0.00036845983787767134
Apache	HBASE	714	6258	40	6	0	0	1	0	0.00639181847235538534	0.00095877277085330771	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.04783084596270848615	2714	0.00036845983787767134
Apache	HBASE	1795	6258	32	1	0	0	1	0	0.00511345477788430810	0.00015979546180888463	0.00000000000000000000	0.00037355248412401944	0.50000000000000000000	0.03156650610367749132	2714	0.00036845983787767134
Apache	HBASE	1794	6258	17	1	0	0	1	0	0.00271652285075103849	0.00015979546180888463	0.00000000000000000000	0.00037355248412401944	0.04545454545454545581	0.00671796354792760560	2714	0.00036845983787767134
Apache	HBASE	6151	6258	67	31	1	1	1	1	0.01070629594119527038	0.00495365931607542366	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.06345285755773630298	2714	0.00036845983787767134
Apache	HBASE	16578	6258	35	7	0	0	1	0	0.00559284116331096228	0.00111856823266219237	0.00000000000000000000	0.00037355248412401944	1.00000000000000000000	0.04600846180881950492	2714	0.00036845983787767134
Apache	HBASE	14211	6258	38	1	0	0	1	0	0.00607222754873761560	0.00015979546180888463	0.00000000000000000000	0.00036873156342182890	1.00000000000000000000	0.05551414184622419784	2713	0.00036859565057132326
Apache	HBASE	16572	6258	27	4	0	0	1	1	0.00431447746883988504	0.00063918184723553851	0.00000000000000000000	0.00036873156342182890	0.50000000000000000000	0.03614234280088479689	2712	0.00036873156342182890
Apache	HBASE	11542	6258	33	5	0	0	1	1	0.00527325023969319254	0.00079897730904442317	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.10110616310085869529	2714	0.00036845983787767134
Apache	HBASE	1702	6258	26	5	0	1	1	0	0.00415468200703100060	0.00079897730904442317	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.09200026975175183697	2714	0.00036845983787767134
Apache	HBASE	1703	6258	31	1	0	0	1	0	0.00495365931607542366	0.00015979546180888463	0.00000000000000000000	0.00036900369003690036	0.50000000000000000000	0.05524042623189604623	2714	0.00036845983787767134
Apache	HBASE	13607	6258	36	12	0	1	1	0	0.00575263662511984672	0.00191754554170661543	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.14743138044267256603	2714	0.00036845983787767134
Apache	HBASE	13606	6258	47	13	0	0	1	1	0.00751038670501757728	0.00207734100351550030	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.06984709797552297872	2714	0.00036845983787767134
Apache	HBASE	10960	6258	13	1	0	0	1	0	0.00207734100351550030	0.00015979546180888463	0.00000000000000000000	0.00068728522336769765	0.50000000000000000000	0.04793548112018802126	1988	0.00050301810865191151
Apache	HBASE	13608	6258	329	98	0	0	1	0	0.05257270693512304527	0.01565995525727069404	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.18828421886451252032	2714	0.00036845983787767134
Apache	HBASE	619	6258	9	0	0	0	0	0	0.00143815915627996168	0.00000000000000000000	0.00000000000000017625	0.00087260034904013963	0.20000000000000001110	0.04132064849800718559	1628	0.00061425061425061424
Apache	HBASE	15856	6258	57	6	0	0	1	0	0.00910834132310642426	0.00095877277085330771	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.03866939497204877063	2714	0.00036845983787767134
Apache	HBASE	15850	6258	28	5	0	0	1	1	0.00447427293064876948	0.00079897730904442317	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.11536282051608691412	2713	0.00036859565057132326
Apache	HBASE	13733	6258	41	7	0	0	1	1	0.00655161393416426978	0.00111856823266219237	0.00000000000000000000	0.00036873156342182890	1.00000000000000000000	0.09467539312974170007	2713	0.00036859565057132326
Apache	HBASE	426	6258	27	2	0	0	1	0	0.00431447746883988504	0.00031959092361776926	0.00000000000000000000	0.00036859565057132326	0.20000000000000001110	0.01466102660930326124	2714	0.00036845983787767134
Apache	HBASE	1661	6258	43	4	0	0	1	1	0.00687120485778203866	0.00063918184723553851	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.06423566736799699028	2714	0.00036845983787767134
Apache	HBASE	14078	6258	93	43	0	1	1	0	0.01486097794822627098	0.00687120485778203866	0.00000000000000000000	0.00036845983787767134	0.20000000000000001110	0.01698164633391253259	2714	0.00036845983787767134
Apache	HBASE	1087	6258	101	42	0	1	1	0	0.01613934164269734822	0.00671140939597315422	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.04692279683937485707	2714	0.00036845983787767134
Apache	HBASE	590	6258	19	2	0	0	1	0	0.00303611377436880780	0.00031959092361776926	0.00000000000000000000	0.00036900369003690036	0.04761904761904761640	0.00690300696725788289	2714	0.00036845983787767134
Apache	HBASE	595	6258	14	3	0	0	1	0	0.00223713646532438474	0.00047938638542665386	0.00000000000000000000	0.00099900099900099900	1.00000000000000000000	0.09645697838061242924	1872	0.00053418803418803424
Apache	HBASE	1169	6258	133	38	0	1	1	1	0.02125279642058165719	0.00607222754873761560	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.05005197168974672567	2714	0.00036845983787767134
Apache	HBASE	3778	6258	40	7	0	0	1	1	0.00639181847235538534	0.00111856823266219237	0.00000000000000000000	0.00037133308577794280	0.50000000000000000000	0.04056975099573099236	2714	0.00036845983787767134
Apache	HBASE	15922	6258	43	12	0	0	1	1	0.00687120485778203866	0.00191754554170661543	0.00000000000000000000	0.00036873156342182890	1.00000000000000000000	0.05291659234447419063	2714	0.00036845983787767134
Apache	HBASE	4834	6258	37	5	0	0	1	1	0.00591243208692873116	0.00079897730904442317	0.00000000000000000000	0.00037147102526002970	1.00000000000000000000	0.05522944738177239937	2714	0.00036845983787767134
Apache	HBASE	14598	6258	68	12	0	0	1	0	0.01086609140300415395	0.00191754554170661543	0.00000000000000000000	0.00036873156342182890	1.00000000000000000000	0.08606942621971423735	2714	0.00036845983787767134
Apache	HBASE	15109	6258	82	27	0	1	1	1	0.01310322786832853956	0.00431447746883988504	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.10842926779070843901	2714	0.00036845983787767134
Apache	HBASE	14597	6258	18	0	0	0	0	0	0.00287631831255992336	0.00000000000000000000	0.00000000000000000000	0.00068728522336769765	0.20000000000000001110	0.02061407265666414731	2163	0.00046232085067036521
Apache	HBASE	16310	6258	18	2	0	0	1	0	0.00287631831255992336	0.00031959092361776926	0.00000000000000000000	0.00036900369003690036	0.33333333333333331483	0.03544302283751433330	2711	0.00036886757654002215
Apache	HBASE	14592	6258	28	5	0	0	1	0	0.00447427293064876948	0.00079897730904442317	0.00000000000000000000	0.00087260034904013963	1.00000000000000000000	0.08755893081101161213	2293	0.00043610989969472308
Apache	HBASE	15100	6258	13	1	0	0	1	0	0.00207734100351550030	0.00015979546180888463	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.10969883109502684415	2711	0.00036886757654002215
Apache	HBASE	14458	6258	108	16	1	0	1	1	0.01725790987535954016	0.00255672738894215405	0.00000000000000000000	0.00036873156342182890	1.00000000000000000000	0.04070466106191535094	2714	0.00036845983787767134
Apache	HBASE	14759	6258	42	12	0	0	1	1	0.00671140939597315422	0.00191754554170661543	0.00000000000000000000	0.00036873156342182890	1.00000000000000000000	0.04835733043575508178	2714	0.00036845983787767134
Apache	HBASE	14755	6258	19	2	0	0	1	0	0.00303611377436880780	0.00031959092361776926	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.07926236130209826647	2714	0.00036845983787767134
Apache	HBASE	756	6258	13	1	0	0	1	0	0.00207734100351550030	0.00015979546180888463	0.00000000000000000000	0.00068728522336769765	0.25000000000000000000	0.04060503332080565853	1959	0.00051046452271567128
Apache	HBASE	14699	6258	46	20	0	1	1	0	0.00735059124320869284	0.00319590923617769267	0.00000000000000000000	0.00036845983787767134	0.33333333333333331483	0.03004305885226537728	2714	0.00036845983787767134
Apache	HBASE	524	6258	48	1	0	0	1	0	0.00767018216682646171	0.00015979546180888463	0.00000000000000000000	0.00038037276531000382	0.20000000000000001110	0.02686824912389953676	2714	0.00036845983787767134
Apache	HBASE	525	6258	12	2	0	0	1	0	0.00191754554170661543	0.00031959092361776926	0.00000000000000000000	0.00036900369003690036	0.50000000000000000000	0.04375578500490494988	2714	0.00036845983787767134
Apache	HBASE	527	6258	12	1	0	0	1	0	0.00191754554170661543	0.00015979546180888463	0.00000000000000000000	0.00038095238095238096	1.00000000000000000000	0.11670749861116598567	2713	0.00036859565057132326
Apache	HBASE	1401	6258	16	0	0	0	0	0	0.00255672738894215405	0.00000000000000000000	0.00000000000000000000	0.00036873156342182890	0.25000000000000000000	0.03522414915657115508	2714	0.00036845983787767134
Apache	HBASE	12791	6258	95	16	0	1	1	0	0.01518056887184403986	0.00255672738894215405	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.04375572321202203518	2714	0.00036845983787767134
Apache	HBASE	528	6258	46	1	0	0	1	0	0.00735059124320869284	0.00015979546180888463	0.00000000000000000000	0.00037147102526002970	0.33333333333333331483	0.03167814706190427709	2714	0.00036845983787767134
Apache	HBASE	529	6258	61	34	0	1	1	0	0.00974752317034196201	0.00543304570150207698	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.03034199436781634743	2714	0.00036845983787767134
Apache	HBASE	13905	6258	74	17	0	1	1	0	0.01182486417385746232	0.00271652285075103849	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.13357819855347577431	2714	0.00036845983787767134
Apache	HBASE	17032	6258	42	2	0	0	1	0	0.00671140939597315422	0.00031959092361776926	0.00000000000000000000	0.00036873156342182890	1.00000000000000000000	0.08919446316923436424	2714	0.00036845983787767134
Apache	HBASE	8044	6258	14	0	0	0	0	0	0.00223713646532438474	0.00000000000000000000	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.08277426723128243624	2714	0.00036845983787767134
Apache	HBASE	1547	6258	9	2	0	0	1	0	0.00143815915627996168	0.00031959092361776926	0.00000000000000000020	0.00091157702825888785	0.33333333333333331483	0.04519284092661391555	1427	0.00070077084793272596
Apache	HBASE	1334	6258	35	6	0	1	1	0	0.00559284116331096228	0.00095877277085330771	0.00000000000000000000	0.00036845983787767134	0.16666666666666665741	0.01284256673104791635	2714	0.00036845983787767134
Apache	HBASE	13865	6258	11	1	0	0	1	0	0.00175775007989773099	0.00015979546180888463	0.00000000000000000000	0.00036900369003690036	0.06666666666666666574	0.01244337271709283765	2711	0.00036886757654002215
Apache	HBASE	1336	6258	20	1	0	0	1	0	0.00319590923617769267	0.00015979546180888463	0.00000000000000000000	0.00067658998646820032	1.00000000000000000000	0.12201867034122364231	2134	0.00046860356138706655
Apache	HBASE	13863	6258	14	0	0	0	0	0	0.00223713646532438474	0.00000000000000000000	0.00000000000000000000	0.00087260034904013963	0.04166666666666666435	0.00982443293125067306	1903	0.00052548607461902258
Apache	HBASE	1239	6258	26	1	0	0	1	0	0.00415468200703100060	0.00015979546180888463	0.00000000000000000000	0.00036845983787767134	0.12500000000000000000	0.01351152636313210018	2714	0.00036845983787767134
Apache	HBASE	1332	6258	38	1	0	0	1	0	0.00607222754873761560	0.00015979546180888463	0.00000000000000000000	0.00037133308577794280	1.00000000000000000000	0.09599684087582115166	2712	0.00036873156342182890
Apache	HBASE	16403	6258	23	1	0	0	1	0	0.00367529562160434642	0.00015979546180888463	0.00000000000000000000	0.00037133308577794280	1.00000000000000000000	0.07468251470842299233	2713	0.00036859565057132326
Apache	HBASE	13704	6258	35	7	0	0	1	1	0.00559284116331096228	0.00111856823266219237	0.00000000000000000000	0.00036900369003690036	0.50000000000000000000	0.03149522096639671698	2714	0.00036845983787767134
Apache	HBASE	13707	6258	16	2	0	0	1	0	0.00255672738894215405	0.00031959092361776926	0.00000000000000000000	0.00037133308577794280	0.06250000000000000000	0.01230974383805997011	2710	0.00036900369003690036
Apache	HBASE	14521	6258	85	19	0	0	1	1	0.01358261425375519374	0.00303611377436880780	0.00000000000000000000	0.00036873156342182890	1.00000000000000000000	0.05154558776653499208	2714	0.00036845983787767134
Apache	HBASE	14770	6258	89	6	0	0	1	0	0.01422179610099073149	0.00095877277085330771	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.06020253621659996113	2714	0.00036845983787767134
Apache	HBASE	14525	6258	59	22	0	1	1	1	0.00942793224672419314	0.00351550015979546198	0.00000000000000000000	0.00036845983787767134	0.50000000000000000000	0.02072708361534547628	2714	0.00036845983787767134
Apache	HBASE	16810	6258	46	27	1	1	1	0	0.00735059124320869284	0.00431447746883988504	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.04815314579631363445	2714	0.00036845983787767134
Apache	HBASE	15030	6258	93	26	0	0	1	0	0.01486097794822627098	0.00415468200703100060	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.08300917530321888504	2714	0.00036845983787767134
Apache	HBASE	1541	6258	44	20	1	0	1	1	0.00703100031959092396	0.00319590923617769267	0.00000000000000000000	0.00036873156342182890	1.00000000000000000000	0.04922651998603873313	2714	0.00036845983787767134
Apache	HBASE	1847	6258	11	1	0	0	1	0	0.00175775007989773099	0.00015979546180888463	0.00000000000000000000	0.00036873156342182890	0.01408450704225352144	0.00407432685521398868	2713	0.00036859565057132326
Apache	HBASE	11089	6258	118	25	0	0	1	0	0.01885586449344838628	0.00399488654522211530	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.08934697732752447386	2714	0.00036845983787767134
Apache	HBASE	15034	6258	13	1	0	0	1	0	0.00207734100351550030	0.00015979546180888463	0.00000000000000000000	0.00038138825324180017	1.00000000000000000000	0.11991881595888322087	2710	0.00036900369003690036
Apache	HBASE	15035	6258	50	4	0	0	1	0	0.00798977309044423059	0.00063918184723553851	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.04335102824560983781	2714	0.00036845983787767134
Apache	HBASE	1536	6258	18	0	0	0	0	0	0.00287631831255992336	0.00000000000000000000	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.08526596741809475133	2710	0.00036900369003690036
Apache	HBASE	1243	6258	75	33	0	0	1	0	0.01198465963566634762	0.00527325023969319254	0.00000000000000000000	0.00036845983787767134	0.33333333333333331483	0.01368306855020648936	2714	0.00036845983787767134
Apache	HBASE	11612	6258	17	1	0	0	1	0	0.00271652285075103849	0.00015979546180888463	0.00000000000000000000	0.00099900099900099900	0.33333333333333331483	0.06082270064166534623	1821	0.00054914881933003845
Apache	HBASE	437	6258	8	1	0	0	1	0	0.00127836369447107702	0.00015979546180888463	0.00000000000000000005	0.00037133308577794280	0.20000000000000001110	0.03350641639747581335	2712	0.00036873156342182890
Apache	HBASE	14473	6258	16	0	0	0	0	0	0.00255672738894215405	0.00000000000000000000	0.00000000000000000000	0.00099900099900099900	0.20000000000000001110	0.02491946972145546446	1805	0.00055401662049861500
Apache	HBASE	742	6258	21	1	0	0	1	0	0.00335570469798657711	0.00015979546180888463	0.00000000000000000000	0.00038008361839604712	0.20000000000000001110	0.03259394637470430789	2714	0.00036845983787767134
Apache	HBASE	16716	6258	36	3	0	0	1	0	0.00575263662511984672	0.00047938638542665386	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.04384228112540929784	2714	0.00036845983787767134
Apache	HBASE	1908	6258	49	4	0	0	1	0	0.00782997762863534702	0.00063918184723553851	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.06514167675529539125	2714	0.00036845983787767134
Apache	HBASE	17042	6258	11	1	0	0	1	0	0.00175775007989773099	0.00015979546180888463	0.00000000000000000001	0.00118623962040332155	0.33333333333333331483	0.06627282906027066878	1506	0.00066401062416998667
Apache	HBASE	744	6258	12	2	0	0	1	0	0.00191754554170661543	0.00031959092361776926	0.00000000000000000000	0.00038095238095238096	0.02941176470588235253	0.00832532826634276892	2712	0.00036873156342182890
Apache	HBASE	11222	6258	10	0	0	0	0	0	0.00159795461808884634	0.00000000000000000000	0.00000000000000000000	0.00036900369003690036	0.01408450704225352144	0.00273402641978451972	2714	0.00036845983787767134
Apache	HBASE	10020	6258	16	0	0	0	0	0	0.00255672738894215405	0.00000000000000000000	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.11655043510627212389	2712	0.00036873156342182890
Apache	HBASE	15327	6258	42	9	0	0	1	1	0.00671140939597315422	0.00143815915627996168	0.00000000000000000000	0.00036873156342182890	1.00000000000000000000	0.08730439467652553742	2714	0.00036845983787767134
Apache	HBASE	15324	6258	26	5	0	0	1	1	0.00415468200703100060	0.00079897730904442317	0.00000000000000000000	0.00036900369003690036	1.00000000000000000000	0.07528860116934871227	2714	0.00036845983787767134
Apache	HBASE	15325	6258	41	4	0	0	1	0	0.00655161393416426978	0.00063918184723553851	0.00000000000000000000	0.00036900369003690036	0.03448275862068965469	0.00563455416027682995	2714	0.00036845983787767134
Apache	HBASE	15322	6258	173	46	0	1	1	0	0.02764461489293704166	0.00735059124320869284	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.09658750498291397701	2714	0.00036845983787767134
Apache	HBASE	851	6258	122	22	0	0	1	0	0.01949504634068392403	0.00351550015979546198	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.08135818753105210355	2714	0.00036845983787767134
Apache	HBASE	1523	6258	35	16	0	1	1	0	0.00559284116331096228	0.00255672738894215405	0.00000000000000000000	0.00036845983787767134	0.25000000000000000000	0.01267412813148254512	2714	0.00036845983787767134
Apache	HBASE	15247	6258	24	2	0	0	1	1	0.00383509108341323086	0.00031959092361776926	0.00000000000000000000	0.00037133308577794280	0.25000000000000000000	0.03448335248154477811	2711	0.00036886757654002215
Apache	HBASE	7557	6258	10	0	0	0	0	0	0.00159795461808884634	0.00000000000000000000	0.00000000000000000002	0.00037355248412401944	0.33333333333333331483	0.06224766279866972979	2714	0.00036845983787767134
Apache	HBASE	14963	6258	32	1	0	0	1	0	0.00511345477788430810	0.00015979546180888463	0.00000000000000000000	0.00036873156342182890	0.50000000000000000000	0.05092378629836913362	2713	0.00036859565057132326
Apache	HBASE	14625	6258	65	18	0	0	1	0	0.01038670501757750150	0.00287631831255992336	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.05667861397216112512	2714	0.00036845983787767134
Apache	HBASE	14788	6258	18	1	0	0	1	0	0.00287631831255992336	0.00015979546180888463	0.00000000000000000000	0.00036900369003690036	0.33333333333333331483	0.02880753289768404890	2711	0.00036886757654002215
Apache	HBASE	16103	6258	77	11	0	0	1	0	0.01230425055928411650	0.00175775007989773099	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.05502911167082692040	2714	0.00036845983787767134
Apache	HBASE	14784	6258	26	6	0	0	1	1	0.00415468200703100060	0.00095877277085330771	0.00000000000000000000	0.00036845983787767134	1.00000000000000000000	0.05913792759017239692	2714	0.00036845983787767134
Apache	HBASE	14782	6258	74	2	1	0	1	0	0.01182486417385746232	0.00031959092361776926	0.00000000000000000000	0.00038037276531000382	1.00000000000000000000	0.18105779478417496908	2714	0.00036845983787767134
Apache	HBASE	14781	6258	5	0	0	0	0	0	0.00079897730904442317	0.00000000000000000000	0.00000000037992966529	0.00279329608938547495	0.50000000000000000000	0.10486940411664127937	640	0.00156250000000000009
Apache	HBASE	1187	6258	23	0	0	0	0	0	0.00367529562160434642	0.00000000000000000000	0.00000000000000000000	0.00037133308577794280	0.20000000000000001110	0.01622101290120126979	2712	0.00036873156342182890
Apache	HBASE	13647	6258	15	2	0	0	1	0	0.00239693192713326961	0.00031959092361776926	0.00000000000000000000	0.00036900369003690036	0.06666666666666666574	0.01219578295569784948	2711	0.00036886757654002215
Apache	HBASE	13646	6258	29	1	0	0	1	0	0.00463406839245765392	0.00015979546180888463	0.00000000000000000000	0.00036873156342182890	1.00000000000000000000	0.06983400729648125971	2712	0.00036873156342182890
