Paper Feature Name			hasEnum	hasSTrace	hasCR	hasCE	NTk	NLocalTk		NDiskTk	NDistCE	RatioDistTk	RatioDistCE	
Apache	CAMEL	8500	0	1	0	1	226	8	30	80	29	0.011354	0.004116	
Apache	CAMEL	8505	0	0	1	1	107	8	18	40	17	0.005677	0.002413	
Apache	CAMEL	8510	0	1	0	1	97	4	12	29	12	0.004116	0.001703	
Apache	CAMEL	320	0	0	0	1	30	0	6	21	6	0.002980	0.000852	
Apache	CAMEL	8515	0	1	0	1	61	1	9	31	9	0.004400	0.001277	
Apache	CAMEL	324	0	0	0	1	48	0	3	33	3	0.004684	0.000426	
Apache	CAMEL	8519	0	0	0	1	54	1	1	38	1	0.005393	0.000142	
Apache	CAMEL	8520	0	0	1	1	239	10	38	88	38	0.012489	0.005393	
Apache	CAMEL	329	0	0	0	1	24	2	3	23	3	0.003264	0.000426	
Apache	CAMEL	10104	0	0	0	1	41	2	2	29	2	0.004116	0.000284	
Apache	CAMEL	340	0	0	1	1	84	2	9	52	8	0.007380	0.001135	
Apache	CAMEL	8539	0	0	1	1	78	2	7	49	7	0.006954	0.000993	
Apache	CAMEL	8540	0	0	1	1	62	0	6	36	5	0.005109	0.000710	
Apache	CAMEL	352	0	0	0	1	43	2	2	28	2	0.003974	0.000284	
Apache	CAMEL	8546	0	1	0	1	153	1	27	56	26	0.007948	0.003690	
Apache	CAMEL	8547	0	0	0	1	21	0	3	18	3	0.002555	0.000426	
Apache	CAMEL	363	0	1	1	1	672	6	78	144	77	0.020437	0.010928	
Apache	CAMEL	8556	0	1	0	1	54	2	8	26	8	0.003690	0.001135	
Apache	CAMEL	370	0	0	0	1	41	1	2	31	1	0.004400	0.000142	
Apache	CAMEL	373	0	1	0	1	79	1	7	43	7	0.006103	0.000993	
Apache	CAMEL	374	0	0	0	1	47	0	3	28	3	0.003974	0.000426	
Apache	CAMEL	380	0	0	1	1	74	3	15	39	15	0.005535	0.002129	
Apache	CAMEL	8575	0	1	0	1	565	7	80	123	80	0.017457	0.011354	
Apache	CAMEL	384	0	0	0	0	14	0	0	11	0	0.001561	0.000000	
Apache	CAMEL	8578	0	0	0	1	31	1	2	24	2	0.003406	0.000284	
Apache	CAMEL	388	0	0	0	1	28	3	5	17	4	0.002413	0.000568	
Apache	CAMEL	8584	0	0	0	1	53	3	6	39	5	0.005535	0.000710	
Apache	CAMEL	8585	0	1	0	1	757	4	55	98	55	0.013909	0.007806	
Apache	CAMEL	8587	0	0	0	0	23	0	0	13	0	0.001845	0.000000	
Apache	CAMEL	8592	0	0	0	1	17	1	5	13	4	0.001845	0.000568	
Apache	CAMEL	404	0	0	0	0	9	0	0	6	0	0.000852	0.000000	
Apache	CAMEL	8597	0	0	0	1	47	1	5	28	4	0.003974	0.000568	
Apache	CAMEL	410	0	0	0	1	57	0	4	40	4	0.005677	0.000568	
Apache	CAMEL	412	0	0	0	1	34	0	4	31	4	0.004400	0.000568	
Apache	CAMEL	8607	0	0	0	1	98	5	7	52	7	0.007380	0.000993	
Apache	CAMEL	8609	0	0	0	0	22	0	0	13	0	0.001845	0.000000	
Apache	CAMEL	420	0	0	0	1	48	1	4	34	4	0.004825	0.000568	
Apache	CAMEL	430	0	0	1	1	87	0	9	51	8	0.007238	0.001135	
Apache	CAMEL	8624	0	0	0	1	18	1	3	16	3	0.002271	0.000426	
Apache	CAMEL	8626	0	0	1	1	94	5	17	54	16	0.007664	0.002271	
Apache	CAMEL	8628	0	0	0	1	53	0	4	28	4	0.003974	0.000568	
Apache	CAMEL	8636	0	0	0	0	23	0	0	15	0	0.002129	0.000000	
Apache	CAMEL	8643	0	0	0	1	50	0	2	35	2	0.004967	0.000284	
Apache	CAMEL	457	0	0	0	1	83	1	4	51	4	0.007238	0.000568	
Apache	CAMEL	461	0	0	0	1	32	2	4	26	4	0.003690	0.000568	
Apache	CAMEL	462	0	1	1	1	71	0	3	40	3	0.005677	0.000426	
Apache	CAMEL	8660	0	0	0	1	34	1	2	23	2	0.003264	0.000284	
Apache	CAMEL	8665	0	0	0	1	32	4	3	30	3	0.004258	0.000426	
Apache	CAMEL	476	0	0	0	1	7	0	1	7	1	0.000993	0.000142	
Apache	CAMEL	8672	0	0	1	1	59	4	8	24	8	0.003406	0.001135	
Apache	CAMEL	8673	0	0	1	1	43	2	7	26	6	0.003690	0.000852	
Apache	CAMEL	8674	1	0	0	1	68	2	5	26	5	0.003690	0.000710	
Apache	CAMEL	8682	0	0	0	1	29	0	3	15	2	0.002129	0.000284	
Apache	CAMEL	8683	0	0	0	1	24	0	2	13	1	0.001845	0.000142	
Apache	CAMEL	8687	0	0	0	1	38	1	3	24	3	0.003406	0.000426	
Apache	CAMEL	8688	0	0	0	1	92	8	4	60	3	0.008515	0.000426	
Apache	CAMEL	8689	0	0	0	1	77	3	2	49	2	0.006954	0.000284	
Apache	CAMEL	498	0	0	0	0	9	0	0	8	0	0.001135	0.000000	
Apache	CAMEL	499	0	0	0	1	129	0	3	19	3	0.002697	0.000426	
Apache	CAMEL	8694	0	1	1	1	332	3	50	75	47	0.010644	0.006670	
Apache	CAMEL	504	0	0	1	1	30	0	2	21	1	0.002980	0.000142	
Apache	CAMEL	505	0	0	1	1	61	2	1	40	1	0.005677	0.000142	
Apache	CAMEL	509	0	0	0	1	6	1	1	6	1	0.000852	0.000142	
Apache	CAMEL	8702	0	0	0	1	60	2	5	31	4	0.004400	0.000568	
Apache	CAMEL	8707	0	1	0	1	170	13	17	65	17	0.009225	0.002413	
Apache	CAMEL	8708	0	0	0	1	44	2	1	31	1	0.004400	0.000142	
Apache	CAMEL	517	0	0	0	0	22	1	0	17	0	0.002413	0.000000	
Apache	CAMEL	518	0	0	0	1	34	3	1	23	1	0.003264	0.000142	
Apache	CAMEL	519	0	0	0	0	7	0	0	7	0	0.000993	0.000000	
Apache	CAMEL	520	0	0	0	1	21	0	1	16	1	0.002271	0.000142	
Apache	CAMEL	8713	0	0	0	1	44	0	1	23	1	0.003264	0.000142	
Apache	CAMEL	522	0	0	0	1	118	2	4	58	4	0.008232	0.000568	
Apache	CAMEL	8715	0	0	0	1	62	2	4	37	3	0.005251	0.000426	
Apache	CAMEL	524	0	0	0	1	156	5	11	88	11	0.012489	0.001561	
Apache	CAMEL	8718	0	0	0	0	18	1	0	15	0	0.002129	0.000000	
Apache	CAMEL	528	0	0	0	1	60	1	4	43	3	0.006103	0.000426	
Apache	CAMEL	534	0	0	0	1	22	2	2	15	2	0.002129	0.000284	
Apache	CAMEL	536	0	0	1	1	142	4	11	62	11	0.008799	0.001561	
Apache	CAMEL	537	0	0	0	1	566	12	3	62	3	0.008799	0.000426	
Apache	CAMEL	8737	1	1	0	1	202	6	20	71	20	0.010077	0.002838	
Apache	CAMEL	547	0	0	1	1	110	2	11	47	11	0.006670	0.001561	
Apache	CAMEL	548	0	0	0	1	25	1	2	20	2	0.002838	0.000284	
Apache	CAMEL	549	0	0	0	1	23	1	2	17	1	0.002413	0.000142	
Apache	CAMEL	550	0	1	1	1	347	13	37	94	37	0.013341	0.005251	
Apache	CAMEL	551	0	0	1	1	18	1	1	12	1	0.001703	0.000142	
Apache	CAMEL	8745	0	0	0	1	212	2	8	33	8	0.004684	0.001135	
Apache	CAMEL	8746	0	1	0	1	142	1	20	58	19	0.008232	0.002697	
Apache	CAMEL	8747	0	0	0	1	23	0	1	20	1	0.002838	0.000142	
Apache	CAMEL	8748	0	1	1	1	294	10	48	65	48	0.009225	0.006812	
Apache	CAMEL	558	0	0	0	1	48	0	3	31	3	0.004400	0.000426	
Apache	CAMEL	561	0	0	0	0	47	1	0	30	0	0.004258	0.000000	
Apache	CAMEL	562	0	1	0	1	247	3	36	77	36	0.010928	0.005109	
Apache	CAMEL	8756	0	1	0	1	615	24	63	141	63	0.020011	0.008941	
Apache	CAMEL	566	0	0	0	1	38	3	4	29	3	0.004116	0.000426	
Apache	CAMEL	567	0	0	0	1	53	1	3	20	3	0.002838	0.000426	
Apache	CAMEL	8765	0	1	0	1	161	2	29	49	28	0.006954	0.003974	
Apache	CAMEL	574	0	0	0	0	26	3	0	20	0	0.002838	0.000000	
Apache	CAMEL	8768	0	0	1	1	92	1	6	43	6	0.006103	0.000852	
Apache	CAMEL	577	0	0	0	1	51	3	6	34	6	0.004825	0.000852	
Apache	CAMEL	581	0	0	1	1	37	0	8	12	8	0.001703	0.001135	
Apache	CAMEL	8774	0	0	0	1	50	1	5	28	4	0.003974	0.000568	
Apache	CAMEL	583	0	1	0	1	566	7	75	115	74	0.016321	0.010502	
Apache	CAMEL	584	0	1	0	1	155	2	20	31	19	0.004400	0.002697	
Apache	CAMEL	587	0	0	0	1	19	0	2	14	2	0.001987	0.000284	
Apache	CAMEL	8780	0	0	1	1	62	1	7	35	7	0.004967	0.000993	
Apache	CAMEL	8782	0	0	0	1	51	3	2	39	2	0.005535	0.000284	
Apache	CAMEL	8783	0	0	0	1	122	1	7	70	7	0.009935	0.000993	
Apache	CAMEL	593	0	0	0	0	13	0	0	10	0	0.001419	0.000000	
Apache	CAMEL	8786	0	0	0	1	33	1	6	22	4	0.003122	0.000568	
Apache	CAMEL	597	0	0	1	1	53	2	7	26	7	0.003690	0.000993	
Apache	CAMEL	8798	0	1	1	1	161	2	25	71	22	0.010077	0.003122	
Apache	CAMEL	612	0	0	1	1	56	6	1	32	1	0.004542	0.000142	
Apache	CAMEL	618	0	0	0	1	142	8	11	83	10	0.011780	0.001419	
Apache	CAMEL	8295	0	0	1	1	57	3	10	28	10	0.003974	0.001419	
Apache	CAMEL	620	0	1	0	1	297	4	41	52	41	0.007380	0.005819	
Apache	CAMEL	8816	0	0	0	1	28	0	1	22	1	0.003122	0.000142	
Apache	CAMEL	629	0	0	0	1	48	2	8	33	6	0.004684	0.000852	
Apache	CAMEL	631	0	0	0	1	177	0	7	30	7	0.004258	0.000993	
Apache	CAMEL	634	0	0	0	1	128	1	2	73	2	0.010360	0.000284	
Apache	CAMEL	636	0	1	0	1	214	1	27	77	25	0.010928	0.003548	
Apache	CAMEL	8829	0	1	0	1	794	8	62	88	61	0.012489	0.008657	
Apache	CAMEL	642	0	0	0	1	48	4	3	33	3	0.004684	0.000426	
Apache	CAMEL	8841	0	1	1	1	437	14	61	102	61	0.014476	0.008657	
Apache	CAMEL	651	0	0	0	1	60	5	5	43	5	0.006103	0.000710	
Apache	CAMEL	653	0	0	0	1	143	4	16	70	16	0.009935	0.002271	
Apache	CAMEL	655	0	0	1	1	36	2	2	24	2	0.003406	0.000284	
Apache	CAMEL	657	0	0	1	1	52	1	4	30	4	0.004258	0.000568	
Apache	CAMEL	664	0	0	0	0	17	1	0	11	0	0.001561	0.000000	
Apache	CAMEL	667	0	0	0	1	53	1	1	42	1	0.005961	0.000142	
Apache	CAMEL	8864	0	0	1	1	100	6	10	47	10	0.006670	0.001419	
Apache	CAMEL	675	0	1	1	1	106	0	19	51	19	0.007238	0.002697	
Apache	CAMEL	677	0	0	0	0	19	0	0	15	0	0.002129	0.000000	
Apache	CAMEL	8871	0	0	1	1	89	2	15	31	15	0.004400	0.002129	
Apache	CAMEL	685	0	0	0	1	38	1	3	30	3	0.004258	0.000426	
Apache	CAMEL	686	0	0	0	1	25	1	2	21	2	0.002980	0.000284	
Apache	CAMEL	688	0	0	0	1	6	2	1	6	1	0.000852	0.000142	
Apache	CAMEL	9672	0	0	1	1	47	2	9	36	7	0.005109	0.000993	
Apache	CAMEL	691	0	0	0	1	23	1	3	12	2	0.001703	0.000284	
Apache	CAMEL	8885	0	0	1	1	36	3	9	23	9	0.003264	0.001277	
Apache	CAMEL	694	0	0	1	1	146	1	20	41	19	0.005819	0.002697	
Apache	CAMEL	695	0	0	1	1	27	0	1	17	1	0.002413	0.000142	
Apache	CAMEL	696	0	0	1	1	72	1	9	42	9	0.005961	0.001277	
Apache	CAMEL	697	0	0	1	0	24	1	0	16	0	0.002271	0.000000	
Apache	CAMEL	10116	0	1	1	1	162	3	25	45	24	0.006387	0.003406	
Apache	CAMEL	701	0	0	1	1	28	0	2	18	2	0.002555	0.000284	
Apache	CAMEL	702	1	1	1	1	1297	29	74	161	73	0.022850	0.010360	
Apache	CAMEL	8898	1	1	0	1	106	10	16	50	16	0.007096	0.002271	
Apache	CAMEL	707	0	0	0	0	19	1	0	14	0	0.001987	0.000000	
Apache	CAMEL	8900	0	0	0	1	65	5	1	41	1	0.005819	0.000142	
Apache	CAMEL	8901	0	0	0	1	21	2	3	15	3	0.002129	0.000426	
Apache	CAMEL	710	0	0	0	1	53	2	3	38	3	0.005393	0.000426	
Apache	CAMEL	712	1	0	1	1	144	13	7	79	7	0.011212	0.000993	
Apache	CAMEL	713	0	0	1	1	135	8	15	71	14	0.010077	0.001987	
Apache	CAMEL	715	0	1	1	1	132	4	23	45	21	0.006387	0.002980	
Apache	CAMEL	8909	0	0	0	0	100	3	0	31	0	0.004400	0.000000	
Apache	CAMEL	718	0	0	0	1	26	1	1	19	1	0.002697	0.000142	
Apache	CAMEL	8914	0	0	1	1	175	3	29	70	28	0.009935	0.003974	
Apache	CAMEL	8916	0	0	0	1	35	0	3	22	2	0.003122	0.000284	
Apache	CAMEL	727	0	0	0	1	37	1	3	30	3	0.004258	0.000426	
Apache	CAMEL	8923	0	0	0	1	73	1	4	41	4	0.005819	0.000568	
Apache	CAMEL	8927	0	0	0	1	20	1	2	16	2	0.002271	0.000284	
Apache	CAMEL	737	0	0	1	1	36	1	7	15	4	0.002129	0.000568	
Apache	CAMEL	738	0	0	0	1	35	2	2	27	2	0.003832	0.000284	
Apache	CAMEL	8315	0	0	1	1	46	1	10	23	9	0.003264	0.001277	
Apache	CAMEL	8933	0	0	1	1	744	45	17	152	17	0.021573	0.002413	
Apache	CAMEL	747	0	0	0	1	47	3	3	32	3	0.004542	0.000426	
Apache	CAMEL	8945	0	0	0	1	15	0	1	12	1	0.001703	0.000142	
Apache	CAMEL	755	0	0	0	1	40	0	3	30	3	0.004258	0.000426	
Apache	CAMEL	756	0	0	0	1	49	1	6	30	6	0.004258	0.000852	
Apache	CAMEL	8949	0	0	0	0	1602	17	43	87	43	0.012347	0.006103	
Apache	CAMEL	8950	0	0	1	1	39	3	6	22	5	0.003122	0.000710	
Apache	CAMEL	8951	0	0	0	1	22	1	5	19	5	0.002697	0.000710	
Apache	CAMEL	8954	0	0	1	1	138	11	17	60	17	0.008515	0.002413	
Apache	CAMEL	763	0	0	0	1	55	2	6	37	6	0.005251	0.000852	
Apache	CAMEL	765	0	0	0	1	24	0	3	19	2	0.002697	0.000284	
Apache	CAMEL	8963	0	0	0	0	89	4	0	46	0	0.006529	0.000000	
Apache	CAMEL	8964	0	0	0	1	24	0	2	17	2	0.002413	0.000284	
Apache	CAMEL	773	0	0	0	1	9	0	1	8	1	0.001135	0.000142	
Apache	CAMEL	774	0	1	0	1	773	6	77	146	77	0.020721	0.010928	
Apache	CAMEL	777	0	0	0	0	24	1	0	12	0	0.001703	0.000000	
Apache	CAMEL	782	0	0	1	1	70	3	6	50	6	0.007096	0.000852	
Apache	CAMEL	8978	0	0	0	1	150	5	9	55	9	0.007806	0.001277	
Apache	CAMEL	1497	0	0	1	1	47	2	2	29	2	0.004116	0.000284	
Apache	CAMEL	792	0	0	1	1	105	2	7	49	6	0.006954	0.000852	
Apache	CAMEL	793	0	0	0	1	24	0	1	17	1	0.002413	0.000142	
Apache	CAMEL	794	0	0	1	1	59	4	8	38	8	0.005393	0.001135	
Apache	CAMEL	795	0	0	0	1	141	1	8	63	8	0.008941	0.001135	
Apache	CAMEL	803	0	0	1	1	77	3	8	43	8	0.006103	0.001135	
Apache	CAMEL	806	0	0	0	0	43	1	0	29	0	0.004116	0.000000	
Apache	CAMEL	807	1	0	1	1	94	2	7	60	6	0.008515	0.000852	
Apache	CAMEL	811	0	0	0	0	18	0	0	13	0	0.001845	0.000000	
Apache	CAMEL	818	0	0	0	1	36	0	2	23	2	0.003264	0.000284	
Apache	CAMEL	9012	0	0	0	0	43	2	0	30	0	0.004258	0.000000	
Apache	CAMEL	9013	0	0	1	1	53	2	4	37	4	0.005251	0.000568	
Apache	CAMEL	826	0	0	0	0	8	0	0	7	0	0.000993	0.000000	
Apache	CAMEL	9019	0	0	0	1	11	0	2	8	1	0.001135	0.000142	
Apache	CAMEL	834	0	0	1	1	160	4	10	64	9	0.009083	0.001277	
Apache	CAMEL	9027	0	0	0	1	42	1	7	30	6	0.004258	0.000852	
Apache	CAMEL	9029	0	0	0	1	35	1	2	25	2	0.003548	0.000284	
Apache	CAMEL	9032	0	0	0	1	21	2	1	16	1	0.002271	0.000142	
Apache	CAMEL	842	0	0	0	1	20	2	3	18	3	0.002555	0.000426	
Apache	CAMEL	9035	1	0	1	1	155	5	8	70	8	0.009935	0.001135	
Apache	CAMEL	9037	0	0	0	1	24	3	4	18	4	0.002555	0.000568	
Apache	CAMEL	9040	0	1	1	1	1909	20	136	223	135	0.031649	0.019160	
Apache	CAMEL	849	0	0	0	0	37	1	0	22	0	0.003122	0.000000	
Apache	CAMEL	851	0	0	0	0	31	0	0	23	0	0.003264	0.000000	
Apache	CAMEL	9048	0	0	0	1	157	2	6	66	6	0.009367	0.000852	
Apache	CAMEL	857	0	0	0	1	35	1	1	29	1	0.004116	0.000142	
Apache	CAMEL	858	0	0	1	1	35	1	3	17	2	0.002413	0.000284	
Apache	CAMEL	860	0	0	1	1	81	2	7	30	6	0.004258	0.000852	
Apache	CAMEL	9059	0	0	1	0	26	0	0	18	0	0.002555	0.000000	
Apache	CAMEL	871	0	0	0	1	35	2	2	21	2	0.002980	0.000284	
Apache	CAMEL	873	0	0	0	1	47	4	3	29	3	0.004116	0.000426	
Apache	CAMEL	879	0	0	0	0	15	0	0	13	0	0.001845	0.000000	
Apache	CAMEL	880	0	0	1	1	245	5	23	73	23	0.010360	0.003264	
Apache	CAMEL	881	0	0	0	0	29	0	0	21	0	0.002980	0.000000	
Apache	CAMEL	882	0	0	0	1	16	0	2	9	1	0.001277	0.000142	
Apache	CAMEL	885	0	0	0	1	14	0	1	12	1	0.001703	0.000142	
Apache	CAMEL	886	0	0	1	1	48	0	2	26	1	0.003690	0.000142	
Apache	CAMEL	890	0	1	1	1	690	15	87	170	87	0.024127	0.012347	
Apache	CAMEL	894	0	0	0	0	33	0	0	23	0	0.003264	0.000000	
Apache	CAMEL	9087	0	0	1	1	250	6	19	65	19	0.009225	0.002697	
Apache	CAMEL	9089	0	0	1	1	46	2	2	38	2	0.005393	0.000284	
Apache	CAMEL	9092	0	0	0	1	25	0	2	18	2	0.002555	0.000284	
Apache	CAMEL	901	0	0	0	1	67	1	2	38	2	0.005393	0.000284	
Apache	CAMEL	902	0	0	0	1	26	0	2	19	1	0.002697	0.000142	
Apache	CAMEL	906	0	0	1	1	43	0	4	27	3	0.003832	0.000426	
Apache	CAMEL	9099	0	1	0	1	380	2	41	61	41	0.008657	0.005819	
Apache	CAMEL	9101	0	0	1	1	81	1	10	39	10	0.005535	0.001419	
Apache	CAMEL	912	0	0	0	1	49	1	3	33	3	0.004684	0.000426	
Apache	CAMEL	914	0	0	0	1	63	1	1	37	1	0.005251	0.000142	
Apache	CAMEL	9108	0	0	0	1	60	0	5	36	5	0.005109	0.000710	
Apache	CAMEL	919	0	0	1	1	181	3	19	46	19	0.006529	0.002697	
Apache	CAMEL	920	0	0	0	1	52	2	4	24	3	0.003406	0.000426	
Apache	CAMEL	921	0	1	0	1	1276	13	94	115	93	0.016321	0.013199	
