Group	Project	BugID	BugLocator	BRTracer	BLUiR	AmaLgam	BLIA	Locus
Apache	HIVE	19	0.1111	0.0625	0.0625	0.0625	0.3333	0.0625
Apache	HIVE	20	0.0031	0.0025	0.0062	0.0062	0.0000	0.0278
Apache	HIVE	21	0.2951	0.2924	0.3078	0.3082	0.1274	0.4746
Apache	HIVE	22	0.1631	0.1139	0.0868	0.0868	0.0274	0.2382
Apache	HIVE	23	0.4944	0.5323	0.5066	0.5065	0.3775	0.6930
Apache	HIVE	24	0.0105	0.0095	0.0230	0.0230	0.0179	0.0455
Apache	HIVE	25	0.1136	0.1043	0.1358	0.1358	0.1117	0.1390
Apache	HIVE	26	0.6461	0.5622	0.5344	0.5344	0.3011	0.3774
Apache	HIVE	27	0.2086	0.1714	0.2105	0.2105	0.1185	0.1539
Apache	HIVE	28	0.1000	0.0833	0.0833	0.0833	0.5000	0.0278
Apache	HIVE	29	0.2515	0.2490	0.1959	0.1959	0.1280	0.2253
Apache	HIVE	30	0.3333	0.1429	0.2500	0.2500	0.1250	0.0625
Apache	HIVE	31	0.2714	0.2856	0.4388	0.4388	0.0895	0.1516
Apache	HIVE	32	0.0049	0.0154	0.0039	0.0039	0.0063	0.0052
Apache	HIVE	33	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Apache	HIVE	34	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Apache	HIVE	35	0.0948	0.0923	0.0411	0.0412	0.0544	0.0642
Apache	HIVE	36	0.2142	0.3223	0.3018	0.3018	0.0945	0.1942
Apache	HIVE	37	1.0000	1.0000	0.7000	0.7000	0.5625	0.5000
Apache	HIVE	38	0.1679	0.3346	0.3353	0.3353	0.4000	0.1734
Apache	HIVE	39	0.0333	0.0161	0.2000	0.2000	0.0588	0.0175
Apache	HIVE	40	0.0008	0.0007	0.0021	0.0021	0.0106	0.0038
Apache	HIVE	41	0.0833	0.0169	0.0149	0.0149	0.0000	0.0139
Apache	HIVE	42	0.0030	0.0030	0.0027	0.0027	0.0058	0.0062
Apache	HIVE	43	0.5060	0.5059	0.2580	0.2580	0.2193	0.1056
Apache	HIVE	44	0.0814	0.1453	0.0363	0.0363	0.0160	0.1423
Apache	HIVE	45	0.5189	0.5250	0.5200	0.5200	0.1697	0.0478
Apache	HIVE	46	1.0000	1.0000	1.0000	1.0000	0.2159	0.6667
Apache	HIVE	47	0.0411	0.0502	0.0553	0.0553	0.1837	0.0486
Apache	HIVE	48	0.5000	0.3333	0.0137	0.0137	1.0000	0.3333
Apache	HIVE	49	0.2325	0.2137	0.0717	0.0719	0.0507	0.0682
Apache	HIVE	50	0.0791	0.1465	0.0374	0.0374	0.0415	0.1487
Apache	HIVE	51	0.3674	0.4027	0.2943	0.2943	0.2388	0.2250
Apache	HIVE	52	0.2218	0.2147	0.2841	0.2841	0.2277	0.1702
Apache	HIVE	53	0.1653	0.2340	0.3091	0.3091	0.2708	0.3554
Apache	HIVE	54	0.9308	0.9042	0.7719	0.7719	0.8356	0.8415
Apache	HIVE	55	0.0273	0.0176	0.0217	0.0217	0.0322	0.0211
Apache	HIVE	56	0.3356	0.3359	0.0353	0.0353	0.0033	0.3916
Apache	HIVE	57	0.2648	0.2806	0.1529	0.1529	0.5000	0.4707
Apache	HIVE	58	0.5000	0.5000	0.0833	0.0833	0.3333	0.1000
Apache	HIVE	59	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Apache	HIVE	60	0.1111	0.0357	0.3333	0.3333	0.1667	0.0233
Apache	HIVE	61	0.4011	0.4389	0.4650	0.4650	0.3979	0.7750
Apache	HIVE	62	0.0625	0.0526	0.2000	0.2000	0.0556	0.0526
Apache	HIVE	63	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
Apache	HIVE	64	0.0095	0.0095	0.0206	0.0206	0.0096	0.2575
Apache	HIVE	65	0.2091	0.3620	0.6568	0.6568	0.3557	0.2917
Apache	HIVE	66	0.0624	0.0900	0.1931	0.1931	0.1992	0.0305
Apache	HIVE	67	0.0174	0.0199	0.0479	0.0479	0.0328	0.3374
Apache	HIVE	68	0.2824	0.3716	0.7388	0.7388	0.2176	0.3892
Apache	HIVE	69	0.0089	0.0090	0.0088	0.0088	0.0056	0.0278
Apache	HIVE	70	0.2500	0.1429	0.0769	0.0769	0.3333	0.0833
Apache	HIVE	71	1.0000	0.5000	0.5000	0.5000	0.2500	0.0000
Apache	HIVE	72	0.0501	0.0364	0.0642	0.0642	0.0521	0.1085
Apache	HIVE	73	0.0750	0.0800	0.0759	0.0761	0.0540	0.1992
Apache	HIVE	74	0.0313	0.2000	0.1111	0.1111	0.0286	0.0588
Apache	HIVE	75	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
Apache	HIVE	76	0.2500	0.3333	0.5000	0.5000	0.0263	1.0000
Apache	HIVE	77	1.0000	0.5000	1.0000	1.0000	0.3333	1.0000
Apache	HIVE	78	0.0200	0.0208	0.1667	0.1667	0.0192	0.0357
Apache	HIVE	79	0.0427	0.0166	0.1262	0.1262	0.0152	0.1250
Apache	HIVE	80	0.0119	0.0107	0.0133	0.0283	0.3482	0.0274
Apache	HIVE	81	0.7000	0.6667	0.3929	0.3929	0.3026	1.0000
Apache	HIVE	82	0.4067	0.7193	0.2847	0.2847	0.5889	0.1071
Apache	HIVE	83	0.4067	0.7222	0.2847	0.2847	0.5889	0.1071
Apache	HIVE	84	0.0019	0.0015	0.0303	0.0303	0.0154	0.0167
Apache	HIVE	85	1.0000	1.0000	0.3333	0.3333	1.0000	1.0000
Apache	HIVE	86	0.1107	0.0608	0.0605	0.0605	0.0448	0.0610
Apache	HIVE	87	0.1667	1.0000	0.1250	0.1250	1.0000	1.0000
Apache	HIVE	88	0.3768	0.2886	0.5769	0.5769	0.7083	0.3889
Apache	HIVE	89	0.0221	0.0915	0.0822	0.0822	0.0096	0.1867
Apache	HIVE	90	0.2078	0.2111	0.2368	0.2368	0.2013	0.1873
Apache	HIVE	91	0.5000	1.0000	1.0000	1.0000	0.1222	0.5000
Apache	HIVE	92	1.0000	1.0000	1.0000	1.0000	0.5000	1.0000
Apache	HIVE	93	0.2407	0.2630	0.2848	0.2848	0.4056	0.2878
Apache	HIVE	94	0.0002	0.0003	0.0002	0.0002	0.0108	0.0010
Apache	HIVE	95	0.0951	0.0673	0.5769	0.5769	0.2143	0.5455
Apache	HIVE	96	0.5000	1.0000	0.5000	0.5000	0.3333	1.0000
Apache	HIVE	97	0.8333	0.8095	0.2444	0.2444	1.0000	0.6667
Apache	HIVE	98	0.0066	0.0071	0.0110	0.0110	0.0051	0.0116
Apache	HIVE	99	0.0103	0.0089	0.0120	0.0120	0.0037	0.0263
Apache	HIVE	100	0.0745	0.0754	0.0699	0.0699	0.0888	0.0497
Apache	HIVE	101	0.0593	0.0616	0.0593	0.0593	0.0982	0.1137
Apache	HIVE	102	0.0909	0.1000	0.0909	0.0909	0.0667	0.3333
Apache	HIVE	103	0.1985	0.1415	0.0808	0.0808	0.5320	0.1011
Apache	HIVE	104	0.4311	0.7300	0.0808	0.0808	0.5320	0.1011
Apache	HIVE	105	0.5000	1.0000	1.0000	1.0000	0.3333	0.5000
Apache	HIVE	106	0.3333	0.2500	0.5000	0.5000	0.5000	0.2000
Apache	HIVE	107	1.0000	1.0000	0.5000	0.5000	0.5000	0.2000
Apache	HIVE	108	0.0262	0.0113	0.0077	0.0077	0.0308	0.0206
Apache	HIVE	109	0.0480	0.0591	0.1189	0.1189	0.0643	0.2000
Apache	HIVE	110	0.1994	0.2243	0.0290	0.0291	0.2378	0.0032
Apache	HIVE	111	0.0132	0.0133	0.0526	0.0526	0.0185	0.0213
Apache	HIVE	112	0.5000	0.4500	1.0000	1.0000	0.4167	0.8333
Apache	HIVE	113	0.0359	0.0468	0.0271	0.0272	0.0321	0.0579
Apache	HIVE	114	0.1080	0.0572	0.1209	0.1209	0.0763	0.1250
Apache	HIVE	115	0.0748	0.2080	0.0131	0.0404	0.7714	0.0194
Apache	HIVE	116	0.3500	0.4667	0.1433	0.1433	0.5000	0.2874
Apache	HIVE	117	0.4719	0.5911	0.5516	0.5516	0.5591	0.4244
Apache	HIVE	118	0.0961	0.0726	0.1669	0.1669	0.1310	0.2984
Apache	HIVE	119	0.0085	0.0096	0.0227	0.0227	0.0105	0.0091
Apache	HIVE	120	0.0890	0.1993	0.1539	0.1539	0.1274	0.1250
Apache	HIVE	121	0.0028	0.0021	0.0011	0.0011	0.0115	0.0196
Apache	HIVE	122	0.5362	0.4090	0.6698	0.6698	0.2155	0.2222
Apache	HIVE	123	0.0500	0.0625	0.0833	0.0833	0.2500	0.0000
Apache	HIVE	124	0.7927	0.6268	0.8333	0.8333	0.5855	0.3113
Apache	HIVE	125	0.5204	0.5417	0.5200	0.5200	0.5217	0.5455
Apache	HIVE	126	0.0008	0.0007	0.0005	0.0005	0.0000	0.0018
Apache	HIVE	127	0.1673	0.2179	0.3878	0.3878	0.4271	0.6971
Apache	HIVE	128	0.0667	0.2000	0.0250	0.0250	0.0333	0.0000
Apache	HIVE	129	0.0206	0.0306	0.0109	0.0110	0.0865	0.0484
Apache	HIVE	130	0.6844	0.6428	0.0147	0.0475	0.4702	0.0292
Apache	HIVE	131	0.2337	0.2558	0.4456	0.4456	0.2419	0.7063
Apache	HIVE	132	0.4897	0.5556	0.8750	1.0000	0.4750	0.3857
Apache	HIVE	133	0.0238	0.3333	0.0051	0.0051	0.3333	1.0000
Apache	HIVE	134	0.0217	0.3333	0.0104	0.0102	0.2000	1.0000
Apache	HIVE	135	0.0051	0.0909	0.0095	0.0095	1.0000	1.0000
Apache	HIVE	136	0.5000	0.6389	1.0000	1.0000	0.1159	0.5556
Apache	HIVE	137	0.5000	0.5000	0.5000	0.5000	0.2000	0.5000
Apache	HIVE	138	0.4607	0.4690	0.4430	0.4430	0.5156	0.4493
Apache	HIVE	139	0.3333	0.0200	0.2500	0.2500	0.1667	0.1000
Apache	HIVE	140	0.1501	0.2187	0.5480	0.5481	0.0927	0.4622
Apache	HIVE	141	0.0779	0.3500	0.1024	0.1024	0.0557	0.5400
Apache	HIVE	142	0.0028	0.0041	0.0057	0.0057	0.0829	0.0127
Apache	HIVE	143	0.2639	0.2676	0.4157	0.4010	0.0983	0.0000
Apache	HIVE	144	0.6250	0.6429	0.0306	0.0306	0.4500	0.7500
Apache	HIVE	145	0.0165	0.0121	0.0151	0.0434	0.0146	0.0296
Apache	HIVE	146	0.0096	0.0126	0.0137	0.0137	0.2861	0.1103
Apache	HIVE	147	0.1710	0.6056	0.1544	0.1544	0.3409	0.0337
Apache	HIVE	148	0.1250	0.0769	0.0096	0.0096	0.0154	0.0250
Apache	HIVE	149	0.5000	0.2500	0.3333	0.3333	1.0000	1.0000
Apache	HIVE	150	1.0000	0.5000	1.0000	1.0000	0.2500	1.0000
Apache	HIVE	151	1.0000	1.0000	1.0000	1.0000	1.0000	0.0000
Apache	HIVE	152	0.4269	0.4145	0.4103	0.4103	0.3796	0.2037
Apache	HIVE	153	0.5250	0.5200	0.6667	0.6667	0.5556	0.5000
Apache	HIVE	154	0.2814	0.2173	0.0927	0.0927	0.0670	0.0833
Apache	HIVE	155	0.0433	0.1201	0.0325	0.0325	0.0444	0.0593
Apache	HIVE	156	0.4705	0.4959	0.5899	0.6224	0.3946	0.4332
Apache	HIVE	157	0.3888	0.3046	0.2771	0.2783	0.0584	0.0008
Apache	HIVE	158	0.0235	0.0225	0.0421	0.0421	0.1844	0.0336
Apache	HIVE	159	0.5000	1.0000	0.0833	0.0833	1.0000	0.5000
Apache	HIVE	160	0.3882	0.2156	0.4800	0.4800	0.2751	0.3968
Apache	HIVE	161	0.1241	0.3266	0.0405	0.0405	0.1020	0.0738
Apache	HIVE	162	0.1083	0.0661	0.1125	0.1125	0.0532	0.1409
Apache	HIVE	163	0.5000	0.3333	0.0313	0.0313	0.3333	0.2500
Apache	HIVE	164	0.0333	0.0185	0.0500	0.0500	0.0526	0.0127
Apache	HIVE	165	0.0025	0.0029	0.0028	0.0028	0.1834	0.0152
Apache	HIVE	166	0.0242	0.0450	0.0083	0.0083	0.0071	0.0354
Apache	HIVE	167	0.0987	0.1306	0.0618	0.0618	0.2046	0.0817
Apache	HIVE	168	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Apache	HIVE	169	0.5000	0.2000	0.1429	0.1429	0.0833	0.0500
Apache	HIVE	170	0.0095	0.0179	0.0002	0.0002	0.0155	0.0005
Apache	HIVE	171	0.0486	0.1674	0.0485	0.0632	0.0962	0.1708
Apache	HIVE	172	0.1964	0.2292	1.0000	1.0000	0.1806	0.8333
Apache	HIVE	173	0.1366	0.1575	0.2247	0.2247	0.1328	0.1278
Apache	HIVE	174	0.5000	0.5000	0.0625	0.0625	0.3333	0.1667
Apache	HIVE	175	0.0196	0.0263	0.0400	0.0400	0.0357	0.0175
Apache	HIVE	176	0.3333	1.0000	0.0244	0.0244	0.2500	0.2500
Apache	HIVE	177	0.4694	0.6690	0.4621	0.4621	0.5556	0.6095
Apache	HIVE	178	1.0000	0.1111	0.5000	0.5000	0.0500	0.3333
Apache	HIVE	179	1.0000	0.5000	1.0000	1.0000	0.2000	1.0000
Apache	HIVE	180	0.5000	0.5000	0.3333	0.3333	0.1000	0.0000
Apache	HIVE	181	0.6667	0.3095	0.8333	0.8333	0.2436	0.2500
Apache	HIVE	182	1.0000	1.0000	0.3333	0.3333	0.2500	0.5000
Apache	HIVE	183	0.0028	0.0023	0.0305	0.0305	0.0066	0.0084
Apache	HIVE	184	0.5000	0.2000	0.0222	0.0222	1.0000	0.5000
Apache	HIVE	185	0.0127	0.0144	0.0606	0.0606	0.0654	0.0274
Apache	HIVE	186	0.0193	0.0397	0.0660	0.0660	0.2376	0.0471
Apache	HIVE	187	0.2131	0.3555	0.4009	0.4009	0.1465	0.3048
Apache	HIVE	188	0.1497	0.1725	0.2421	0.2421	0.1126	0.3591
Apache	HIVE	189	0.0151	0.0189	0.0916	0.0916	0.0847	0.0496
Apache	HIVE	190	0.4500	0.2167	0.1548	0.1548	0.5333	0.2262
Apache	HIVE	191	1.0000	1.0000	1.0000	1.0000	0.5000	1.0000
Apache	HIVE	192	1.0000	1.0000	1.0000	1.0000	0.3333	0.0000
Apache	HIVE	193	0.5088	0.4717	0.5055	0.5055	0.4066	0.2617
Apache	HIVE	194	0.0104	0.0072	0.1250	0.1250	0.0417	0.0500
Apache	HIVE	195	0.1581	0.5276	0.0133	0.0283	0.3482	0.0274
Apache	HIVE	196	0.5000	0.3333	0.2500	0.2500	1.0000	0.5000
Apache	HIVE	197	0.0405	0.1361	0.0076	0.0276	0.2140	0.0040
Apache	HIVE	198	0.1712	0.1662	0.1577	0.1582	0.1190	0.2131
Apache	HIVE	199	1.0000	0.5000	0.2500	0.2500	0.1667	0.1000
Apache	HIVE	200	0.2101	0.4658	0.0230	0.0230	0.1045	0.0204
Apache	HIVE	201	0.1090	0.3889	0.3333	0.3333	0.3333	0.3359
Apache	HIVE	202	0.4591	0.2594	0.3387	0.3387	0.3596	0.3437
Apache	HIVE	203	0.6429	0.1838	0.5909	0.5909	0.0479	0.1083
Apache	HIVE	204	0.2634	0.2642	0.2081	0.2081	0.1388	0.1241
Apache	HIVE	205	1.0000	0.5000	1.0000	1.0000	1.0000	0.5000
Apache	HIVE	206	0.0548	0.1803	0.0082	0.0082	0.2209	0.0618
Apache	HIVE	207	0.4684	0.4997	0.5532	0.5532	0.1763	0.7265
Apache	HIVE	208	0.5500	0.5256	0.5476	0.5476	0.3125	0.5000
