Group	Project	BugID	BugLocator	BLUiR	BRTracer	AmaLgam	BLIA	Locus
Previous	AspectJ	61411	0.3333 	0.5000 	0.5000 	1.0000 	1.0000 	0.0000 
Previous	AspectJ	61536	0.0029 	0.0172 	0.0025 	0.0250 	0.0833 	0.0000 
Previous	AspectJ	62227	0.1250 	1.0000 	0.0769 	1.0000 	0.2000 	0.0714 
Previous	AspectJ	62642	0.3333 	0.3333 	0.0179 	0.5000 	0.5000 	0.0000 
Previous	AspectJ	64069	1.0000 	0.0667 	1.0000 	0.1111 	0.1429 	0.0000 
Previous	AspectJ	64331	0.0400 	0.0114 	0.1111 	0.0175 	1.0000 	0.0667 
Previous	AspectJ	65319	0.5000 	0.0417 	0.2000 	0.0588 	1.0000 	0.0159 
Previous	AspectJ	67592	0.0769 	0.1000 	0.1667 	0.2000 	0.0500 	0.2500 
Previous	AspectJ	67774	0.0132 	0.0119 	0.0068 	0.0227 	0.0345 	0.0000 
Previous	AspectJ	68494	1.0000 	0.1429 	1.0000 	0.1429 	1.0000 	1.0000 
Previous	AspectJ	68991	0.1111 	0.0500 	0.1429 	0.0909 	0.1429 	0.0167 
Previous	AspectJ	69011	0.5000 	0.0909 	0.2500 	0.0909 	0.5000 	0.2000 
Previous	AspectJ	69459	0.0172 	0.0036 	0.0208 	0.0049 	0.0000 	0.0000 
Previous	AspectJ	70008	0.3333 	0.5000 	0.1111 	0.5000 	0.5000 	1.0000 
Previous	AspectJ	70241	0.0044 	0.0061 	0.0037 	0.0093 	0.0045 	0.3333 
Previous	AspectJ	70619	1.0000 	0.3333 	1.0000 	0.5000 	1.0000 	0.5000 
Previous	AspectJ	70773	0.0097 	0.0147 	0.0227 	0.0244 	0.0065 	0.0000 
Previous	AspectJ	71377	0.3333 	0.2000 	0.3333 	0.2500 	0.0625 	0.0000 
Previous	AspectJ	71723	1.0000 	1.0000 	1.0000 	1.0000 	0.3333 	0.0000 
Previous	AspectJ	71811	1.0000 	0.0556 	1.0000 	0.0769 	0.3333 	0.5000 
Previous	AspectJ	71878	0.0019 	0.0096 	0.0021 	0.0132 	0.0149 	0.0064 
Previous	AspectJ	72150	0.1111 	0.0037 	0.1000 	0.0052 	0.5000 	0.0000 
Previous	AspectJ	72154	1.0000 	0.5000 	1.0000 	1.0000 	1.0000 	0.1250 
Previous	AspectJ	72157	0.5000 	1.0000 	1.0000 	1.0000 	1.0000 	0.3333 
Previous	AspectJ	72528	0.5000 	0.3333 	0.0455 	0.3333 	0.2500 	0.0000 
Previous	AspectJ	72531	1.0000 	0.0154 	1.0000 	0.0270 	0.1111 	0.0000 
Previous	AspectJ	72671	0.0769 	0.0294 	0.0909 	0.0455 	0.2000 	0.2000 
Previous	AspectJ	72699	1.0000 	0.3333 	1.0000 	0.3333 	0.5000 	0.2500 
Previous	AspectJ	73433	0.5000 	0.1000 	0.2500 	0.1250 	0.1429 	0.3333 
Previous	AspectJ	74238	1.0000 	0.5000 	1.0000 	1.0000 	0.5000 	1.0000 
Previous	AspectJ	74952	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0000 
Previous	AspectJ	76055	0.3333 	0.0833 	0.3333 	0.1429 	0.1250 	0.0000 
Previous	AspectJ	76096	1.0000 	0.5000 	1.0000 	1.0000 	1.0000 	0.0588 
Previous	AspectJ	76798	0.5000 	1.0000 	0.5000 	1.0000 	1.0000 	0.5000 
Previous	AspectJ	77163	0.5000 	0.3333 	0.5000 	1.0000 	0.2000 	0.2500 
Previous	AspectJ	77799	1.0000 	0.1429 	1.0000 	0.2000 	1.0000 	1.0000 
Previous	AspectJ	80249	1.0000 	0.5000 	1.0000 	1.0000 	0.2500 	0.0000 
Previous	AspectJ	80916	0.1429 	0.3333 	0.1667 	0.5000 	0.2500 	0.0000 
Previous	AspectJ	81846	1.0000 	0.0097 	1.0000 	0.0172 	1.0000 	1.0000 
Previous	AspectJ	81863	0.0047 	0.0102 	0.0049 	0.0167 	0.1667 	0.0233 
Previous	AspectJ	82062	0.5000 	0.2000 	0.3333 	0.3333 	1.0000 	0.5000 
Previous	AspectJ	82134	0.0135 	0.0105 	0.0127 	0.0164 	0.0135 	0.3333 
Previous	AspectJ	82171	1.0000 	0.3333 	1.0000 	1.0000 	0.5000 	0.2000 
Previous	AspectJ	82218	1.0000 	0.2500 	1.0000 	0.2500 	1.0000 	1.0000 
Previous	AspectJ	82570	0.0455 	0.0263 	0.0833 	0.0400 	0.0526 	0.2500 
Previous	AspectJ	82752	0.5000 	0.0333 	1.0000 	0.0435 	1.0000 	1.0000 
Previous	AspectJ	83303	0.3333 	0.3333 	0.1000 	0.5000 	1.0000 	0.0435 
Previous	AspectJ	83563	0.5000 	0.2000 	0.0667 	0.2000 	1.0000 	0.0769 
Previous	AspectJ	83565	0.2500 	0.2500 	0.2500 	0.5000 	0.2500 	0.5000 
Previous	AspectJ	86789	0.0050 	0.0037 	0.0045 	0.0057 	0.0045 	0.0000 
Previous	AspectJ	87376	0.0435 	0.0526 	0.0588 	0.0909 	0.0256 	0.1111 
Previous	AspectJ	88652	0.5000 	0.5000 	1.0000 	0.5000 	0.5000 	0.1667 
Previous	AspectJ	92880	0.0059 	0.0096 	0.0115 	0.0161 	0.0078 	0.0000 
Previous	AspectJ	95517	0.0016 	0.0019 	0.0021 	0.0025 	0.0022 	0.0000 
Previous	AspectJ	95529	1.0000 	0.5000 	0.5000 	0.5000 	0.3333 	0.1000 
Previous	AspectJ	96371	0.2000 	0.5000 	1.0000 	1.0000 	0.5000 	0.0000 
Previous	AspectJ	98320	0.0036 	0.0061 	0.0042 	0.0090 	0.0164 	0.0385 
Previous	AspectJ	99168	0.0152 	0.0172 	0.1000 	0.0333 	1.0000 	1.0000 
Previous	AspectJ	100195	0.0005 	0.0037 	0.0005 	0.0057 	0.0033 	0.0038 
Previous	AspectJ	100227	1.0000 	0.0455 	0.2000 	0.0833 	1.0000 	0.5000 
Previous	AspectJ	101047	0.0154 	0.0769 	0.0098 	0.5000 	0.1667 	0.0476 
Previous	AspectJ	102459	1.0000 	1.0000 	1.0000 	1.0000 	0.0455 	0.1000 
Previous	AspectJ	103741	0.0102 	0.0025 	0.0104 	0.0036 	0.1250 	0.0130 
Previous	AspectJ	104218	0.5000 	1.0000 	0.2500 	1.0000 	1.0000 	0.3333 
Previous	AspectJ	107299	0.0179 	0.0063 	0.0164 	0.0078 	0.0256 	0.0000 
Previous	AspectJ	108118	0.2500 	0.3333 	0.3333 	0.5000 	0.2500 	0.5000 
Previous	AspectJ	109173	0.5000 	0.5000 	0.5000 	1.0000 	0.5000 	0.0000 
Previous	AspectJ	109614	0.2500 	0.0204 	0.2500 	0.0313 	0.5000 	0.0000 
Previous	AspectJ	112243	0.0909 	0.1429 	0.0056 	0.2500 	0.1667 	1.0000 
Previous	AspectJ	112736	0.1667 	0.5000 	0.2500 	0.5000 	0.5000 	0.0094 
Previous	AspectJ	113257	0.0152 	0.0769 	0.0233 	0.1250 	0.1667 	0.0000 
Previous	AspectJ	113510	0.5000 	0.0526 	0.3333 	0.0833 	0.0714 	0.0000 
Previous	AspectJ	113511	1.0000 	0.5000 	1.0000 	1.0000 	1.0000 	0.0000 
Previous	AspectJ	114343	0.3333 	1.0000 	0.2500 	1.0000 	0.1667 	0.3333 
Previous	AspectJ	114875	0.1250 	0.0500 	0.3333 	0.1000 	0.1111 	0.0000 
Previous	AspectJ	115251	0.5000 	0.5000 	0.0588 	1.0000 	0.0127 	0.5000 
Previous	AspectJ	115252	1.0000 	0.5000 	1.0000 	1.0000 	1.0000 	0.0076 
Previous	AspectJ	115275	1.0000 	0.5000 	1.0000 	1.0000 	0.3333 	0.2000 
Previous	AspectJ	115607	0.0145 	0.0110 	0.0071 	0.0169 	0.0588 	0.0000 
Previous	AspectJ	116626	1.0000 	0.2000 	1.0000 	0.3333 	0.2000 	0.2500 
Previous	AspectJ	116949	0.0294 	0.0625 	0.2500 	0.0909 	0.0588 	0.0000 
Previous	AspectJ	117189	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.3333 
Previous	AspectJ	117209	0.0476 	0.0204 	1.0000 	0.0323 	0.0313 	0.0070 
Previous	AspectJ	117296	1.0000 	0.3333 	1.0000 	0.5000 	1.0000 	1.0000 
Previous	AspectJ	117681	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.1667 
Previous	AspectJ	117882	0.3333 	0.1667 	0.5000 	0.3333 	1.0000 	0.0012 
Previous	AspectJ	118192	0.5000 	0.5000 	1.0000 	1.0000 	0.3333 	0.0000 
Previous	AspectJ	118599	0.0049 	0.0029 	0.0056 	0.0046 	0.0022 	0.0000 
Previous	AspectJ	118715	1.0000 	1.0000 	1.0000 	1.0000 	0.5000 	0.1429 
Previous	AspectJ	118781	0.0333 	0.0145 	0.0208 	0.0192 	0.2000 	0.0071 
Previous	AspectJ	119210	0.0385 	0.0133 	0.0048 	0.0208 	0.0833 	0.0045 
Previous	AspectJ	119353	1.0000 	0.5000 	1.0000 	1.0000 	0.1429 	0.0000 
Previous	AspectJ	119451	0.0385 	0.0078 	0.0049 	0.0088 	0.0175 	0.0400 
Previous	AspectJ	119539	0.2000 	0.0714 	0.1429 	0.1111 	0.1250 	0.0035 
Previous	AspectJ	119543	0.0182 	0.0027 	0.0667 	0.0045 	1.0000 	0.0000 
Previous	AspectJ	119749	0.1250 	0.5000 	1.0000 	0.5000 	0.0833 	0.0256 
Previous	AspectJ	120351	1.0000 	0.0333 	1.0000 	0.0500 	0.2500 	0.0345 
Previous	AspectJ	120356	0.5000 	1.0000 	0.5000 	1.0000 	1.0000 	0.0000 
Previous	AspectJ	120363	1.0000 	0.3333 	1.0000 	0.3333 	1.0000 	0.0000 
Previous	AspectJ	120401	0.3333 	0.0047 	0.2500 	0.0087 	1.0000 	0.0000 
Previous	AspectJ	120474	0.0175 	0.0092 	0.0286 	0.0167 	0.0526 	0.0000 
Previous	AspectJ	120543	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	AspectJ	120739	1.0000 	0.5000 	1.0000 	1.0000 	1.0000 	0.0000 
Previous	AspectJ	120909	1.0000 	0.0050 	1.0000 	0.0050 	0.5000 	0.0000 
Previous	AspectJ	121395	1.0000 	0.5000 	1.0000 	1.0000 	1.0000 	0.0000 
Previous	AspectJ	121616	0.0625 	0.0233 	0.2000 	0.0370 	0.2000 	0.0000 
Previous	AspectJ	122370	0.2000 	0.1667 	0.2000 	0.1667 	0.0455 	0.2000 
Previous	AspectJ	122580	0.0909 	0.1429 	0.1667 	0.2500 	0.2500 	0.0000 
Previous	AspectJ	122728	0.5000 	0.2000 	1.0000 	0.2000 	1.0000 	1.0000 
Previous	AspectJ	122742	0.0109 	0.0357 	0.0076 	0.0370 	0.0286 	0.0200 
Previous	AspectJ	123212	1.0000 	0.5000 	1.0000 	1.0000 	1.0000 	0.0000 
Previous	AspectJ	123423	1.0000 	1.0000 	1.0000 	1.0000 	0.5000 	0.0000 
Previous	AspectJ	123612	0.0400 	0.0455 	0.0500 	0.0833 	0.0588 	0.0079 
Previous	AspectJ	123695	0.0139 	0.0050 	0.1111 	0.0083 	1.0000 	0.0000 
Previous	AspectJ	124105	0.0020 	0.0047 	0.0019 	0.0078 	0.0077 	0.0000 
Previous	AspectJ	124654	0.0233 	0.0127 	0.0169 	0.0204 	0.0075 	0.0294 
Previous	AspectJ	124808	1.0000 	0.0154 	0.5000 	0.0244 	0.0270 	0.0119 
Previous	AspectJ	124999	0.1429 	0.5000 	0.1111 	0.5000 	0.2500 	0.0455 
Previous	AspectJ	125101	0.0043 	0.0041 	0.0041 	0.0056 	0.0102 	0.0417 
Previous	AspectJ	125405	0.0769 	0.0769 	0.0833 	0.1429 	0.3333 	0.2500 
Previous	AspectJ	125475	1.0000 	0.0313 	1.0000 	0.0455 	0.3333 	0.0046 
Previous	AspectJ	125480	0.1667 	0.2500 	0.1429 	0.5000 	0.0476 	0.0000 
Previous	AspectJ	125699	0.0909 	1.0000 	0.0714 	1.0000 	0.3333 	1.0000 
Previous	AspectJ	125810	0.0091 	0.0037 	0.0128 	0.0047 	0.0063 	0.0000 
Previous	AspectJ	126328	0.2500 	1.0000 	0.0833 	1.0000 	0.2000 	0.0000 
Previous	AspectJ	128128	0.1667 	0.5000 	0.3333 	1.0000 	0.2000 	1.0000 
Previous	AspectJ	128237	0.1000 	0.0500 	0.3333 	0.0769 	1.0000 	0.2500 
Previous	AspectJ	128618	1.0000 	1.0000 	0.5000 	1.0000 	1.0000 	0.0038 
Previous	AspectJ	128655	0.5000 	0.1667 	1.0000 	0.3333 	1.0000 	0.0000 
Previous	AspectJ	128699	0.1000 	0.0385 	1.0000 	0.0588 	0.0270 	0.0000 
Previous	AspectJ	128744	0.0085 	0.0077 	0.0085 	0.0096 	0.0172 	0.0000 
Previous	AspectJ	129525	1.0000 	0.5000 	1.0000 	1.0000 	0.3333 	1.0000 
Previous	AspectJ	129566	0.0435 	0.0025 	0.1429 	0.0040 	1.0000 	0.0000 
Previous	AspectJ	130300	0.5000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	AspectJ	130837	0.5000 	0.0714 	0.5000 	0.1429 	1.0000 	0.0000 
Previous	AspectJ	130869	0.1111 	0.0714 	0.0714 	0.1250 	0.0588 	0.0556 
Previous	AspectJ	131505	1.0000 	0.1667 	1.0000 	0.2500 	1.0000 	0.0909 
Previous	AspectJ	131932	0.1429 	0.0130 	0.1000 	0.0154 	0.1000 	0.0079 
Previous	AspectJ	131933	0.0345 	0.0034 	0.0769 	0.0063 	1.0000 	0.0238 
Previous	AspectJ	132130	0.1000 	0.0132 	0.0625 	0.0204 	0.1000 	0.0625 
Previous	AspectJ	132349	0.0192 	0.0049 	0.0045 	0.0081 	0.0417 	0.1250 
Previous	AspectJ	132591	1.0000 	0.5000 	1.0000 	1.0000 	1.0000 	0.0000 
Previous	AspectJ	132926	0.0500 	0.0026 	0.1250 	0.0041 	1.0000 	0.0909 
Previous	AspectJ	133117	1.0000 	1.0000 	1.0000 	1.0000 	0.2000 	0.5000 
Previous	AspectJ	133307	0.1250 	0.1250 	0.1111 	0.1667 	0.5000 	0.0909 
Previous	AspectJ	134541	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0500 
Previous	AspectJ	135001	0.3333 	0.0370 	0.2500 	0.0714 	1.0000 	0.0159 
Previous	AspectJ	135068	1.0000 	0.2000 	1.0000 	0.2000 	0.0909 	0.0000 
Previous	AspectJ	135780	0.0089 	0.0204 	0.0101 	0.0313 	0.0500 	0.0000 
Previous	AspectJ	136665	0.1429 	0.0147 	0.2000 	0.0238 	0.0909 	0.0000 
Previous	AspectJ	136707	1.0000 	0.2500 	1.0000 	0.5000 	0.5000 	1.0000 
Previous	AspectJ	138143	0.2000 	0.0400 	0.2500 	0.0769 	1.0000 	0.0000 
Previous	AspectJ	138171	1.0000 	0.5000 	1.0000 	1.0000 	1.0000 	0.0000 
Previous	AspectJ	138215	0.0714 	0.3333 	0.3333 	0.3333 	0.1250 	0.0000 
Previous	AspectJ	138219	0.0400 	0.0120 	0.0323 	0.0175 	0.0455 	0.0088 
Previous	AspectJ	138223	0.0357 	0.0500 	0.1000 	0.0667 	1.0000 	0.0000 
Previous	AspectJ	138286	0.0476 	0.0036 	0.2000 	0.0062 	1.0000 	0.0000 
Previous	AspectJ	138540	0.2500 	0.2500 	0.2500 	0.5000 	0.0769 	0.1000 
Previous	AspectJ	141956	0.5000 	0.0435 	0.2000 	0.0833 	1.0000 	0.1000 
Previous	AspectJ	142165	0.0116 	0.0108 	0.0119 	0.0154 	0.2500 	0.0047 
Previous	AspectJ	145086	1.0000 	0.0714 	1.0000 	0.1429 	1.0000 	0.0000 
Previous	AspectJ	145693	0.0714 	0.0769 	0.0909 	0.1000 	0.0667 	0.1667 
Previous	AspectJ	145950	0.0714 	1.0000 	0.1667 	1.0000 	1.0000 	0.0000 
Previous	AspectJ	146546	0.2500 	0.3333 	0.3333 	0.5000 	1.0000 	1.0000 
Previous	AspectJ	147701	0.0182 	0.0270 	0.0175 	0.0270 	0.0345 	0.1429 
Previous	AspectJ	147801	0.0303 	0.1111 	0.0323 	0.1250 	0.0270 	0.2500 
Previous	AspectJ	148388	0.5000 	0.3333 	0.2500 	0.3333 	0.2500 	1.0000 
Previous	AspectJ	148409	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0000 
Previous	AspectJ	148536	0.5000 	0.1250 	1.0000 	0.2500 	1.0000 	0.0000 
Previous	AspectJ	148537	0.0556 	0.0020 	0.1000 	0.0043 	0.0080 	0.0000 
Previous	AspectJ	148545	0.0024 	0.0055 	0.0021 	0.0092 	0.0370 	0.0000 
Previous	AspectJ	148693	0.0833 	0.0385 	0.0455 	0.0769 	0.0192 	0.0000 
Previous	AspectJ	148727	1.0000 	1.0000 	1.0000 	1.0000 	0.0667 	0.0000 
Previous	AspectJ	148737	0.0071 	0.0027 	0.0137 	0.0064 	0.0345 	0.0043 
Previous	AspectJ	148786	1.0000 	0.2000 	0.5000 	0.3333 	1.0000 	0.2000 
Previous	AspectJ	148908	0.3333 	0.1667 	1.0000 	0.2500 	0.3333 	0.1667 
Previous	AspectJ	148972	0.0217 	0.0417 	0.1250 	0.0625 	0.0625 	0.2500 
Previous	AspectJ	149071	0.2000 	0.1429 	1.0000 	0.1667 	0.0323 	0.0000 
Previous	AspectJ	149289	1.0000 	0.3333 	1.0000 	0.5000 	0.5000 	0.2000 
Previous	AspectJ	149305	0.0182 	0.0042 	0.0099 	0.0063 	0.0128 	0.0000 
Previous	AspectJ	150271	1.0000 	1.0000 	1.0000 	1.0000 	0.2000 	1.0000 
Previous	AspectJ	150671	0.0208 	0.0588 	0.0112 	0.1000 	0.0250 	0.0000 
Previous	AspectJ	151182	0.0909 	0.2500 	0.2000 	0.5000 	0.2500 	0.0000 
Previous	AspectJ	151673	0.2000 	0.0227 	0.2000 	0.0385 	0.0714 	0.0000 
Previous	AspectJ	151845	0.0333 	0.0094 	0.1000 	0.0135 	0.0667 	0.5000 
Previous	AspectJ	151938	0.1000 	0.1000 	0.0909 	0.1667 	0.2000 	0.0000 
Previous	AspectJ	152257	0.2500 	1.0000 	0.0061 	1.0000 	0.5000 	0.2000 
Previous	AspectJ	152366	0.0152 	0.1250 	0.0087 	0.2000 	0.1000 	0.0000 
Previous	AspectJ	152388	0.2000 	0.0222 	0.2000 	0.0417 	1.0000 	0.0000 
Previous	AspectJ	152589	1.0000 	0.0833 	1.0000 	0.1429 	1.0000 	0.0000 
Previous	AspectJ	152631	0.0769 	0.1429 	0.2000 	0.2000 	1.0000 	0.0769 
Previous	AspectJ	152848	0.0175 	0.0032 	0.1111 	0.0057 	1.0000 	0.0000 
Previous	AspectJ	152871	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	AspectJ	152873	0.5000 	0.3333 	0.5000 	0.5000 	1.0000 	1.0000 
Previous	AspectJ	153490	0.0833 	0.0625 	0.1429 	0.1250 	0.2500 	0.0000 
Previous	AspectJ	153535	0.0294 	0.0040 	0.0294 	0.0068 	0.0313 	0.0000 
Previous	AspectJ	153845	0.0303 	0.0102 	0.0244 	0.0182 	0.0909 	0.0000 
Previous	AspectJ	154332	1.0000 	1.0000 	1.0000 	1.0000 	0.0667 	0.0000 
Previous	AspectJ	155148	0.5000 	0.0149 	1.0000 	0.0213 	0.3333 	0.0000 
Previous	AspectJ	155238	0.1667 	1.0000 	0.0909 	1.0000 	0.0313 	0.0000 
Previous	AspectJ	155972	0.0270 	0.0435 	0.0526 	0.0714 	0.0833 	0.0357 
Previous	AspectJ	156904	1.0000 	0.0500 	1.0000 	0.0588 	0.2000 	0.0000 
Previous	AspectJ	156962	0.3333 	0.1250 	0.2500 	0.1667 	0.2000 	0.0179 
Previous	AspectJ	158412	0.0333 	0.0714 	0.0286 	0.1429 	0.0556 	0.0000 
Previous	AspectJ	158573	0.5000 	1.0000 	0.5000 	1.0000 	0.3333 	0.0476 
Previous	AspectJ	158624	0.1250 	1.0000 	0.1429 	1.0000 	0.5000 	0.0000 
