Group	Project	BugID	BugLocator	BRTracer	BLUiR	AmaLgam	BLIA	Locus
Apache	CAMEL	340	0.0778	0.1488	0.5714	0.5714	0.2885	0.0696
Apache	CAMEL	352	0.2824	0.2210	0.2816	0.2816	0.4286	0.3630
Apache	CAMEL	363	0.2671	0.3966	0.1393	0.1393	0.3639	0.5588
Apache	CAMEL	370	0.4147	0.4238	0.8667	0.8667	0.6667	1.0000
Apache	CAMEL	373	0.0270	0.0123	0.0185	0.0185	0.0333	0.0345
Apache	CAMEL	374	1.0000	1.0000	0.1667	0.1667	1.0000	1.0000
Apache	CAMEL	380	0.5088	0.4746	0.5593	0.5593	0.4225	0.4161
Apache	CAMEL	383	0.6304	0.4848	0.4938	0.4938	0.3514	0.4850
Apache	CAMEL	384	0.0428	0.0755	0.0294	0.0294	0.0404	0.0483
Apache	CAMEL	388	0.5000	1.0000	0.3333	0.3333	0.5000	0.2500
Apache	CAMEL	404	0.0535	0.0529	0.0117	0.0117	0.0042	0.1232
Apache	CAMEL	410	0.2311	0.2629	0.0718	0.0726	0.2450	0.2062
Apache	CAMEL	412	0.5000	0.5000	1.0000	1.0000	0.5000	1.0000
Apache	CAMEL	415	0.0379	0.0460	0.0559	0.0559	0.0305	0.0935
Apache	CAMEL	420	0.4024	0.2576	0.2606	0.2606	0.3591	0.2083
Apache	CAMEL	430	1.0000	1.0000	0.5000	0.5000	1.0000	1.0000
Apache	CAMEL	457	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	461	0.1964	0.3167	0.1838	0.5556	0.2143	0.5286
Apache	CAMEL	462	0.3072	0.2450	0.0972	0.0972	0.2699	0.6708
Apache	CAMEL	476	0.0357	0.0147	0.0039	0.0038	0.0000	0.0110
Apache	CAMEL	482	0.5667	0.6792	0.5229	0.5380	0.5238	0.4617
Apache	CAMEL	498	0.5357	0.3333	0.2917	0.3750	0.4167	0.2917
Apache	CAMEL	499	0.0323	1.0000	0.0833	0.0833	1.0000	1.0000
Apache	CAMEL	504	0.8375	0.7602	0.8192	0.8192	0.7855	0.7778
Apache	CAMEL	505	0.0569	0.0685	0.0501	0.0498	0.1195	0.1023
Apache	CAMEL	510	0.1429	1.0000	0.0625	0.0625	0.3333	1.0000
Apache	CAMEL	517	0.1180	0.1215	0.1695	0.1937	0.0284	0.1746
Apache	CAMEL	518	0.8333	0.5833	0.5000	0.5000	0.2667	0.1060
Apache	CAMEL	519	0.5000	1.0000	0.5000	0.5000	0.5000	1.0000
Apache	CAMEL	520	0.3110	0.3354	0.4472	0.4472	0.3649	0.1225
Apache	CAMEL	522	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	524	0.3805	0.5538	0.3716	0.3716	0.3791	0.5588
Apache	CAMEL	528	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	534	0.3651	0.5500	0.4206	0.4206	0.5317	0.6333
Apache	CAMEL	536	0.7158	0.6303	0.8433	0.8267	0.6355	0.3755
Apache	CAMEL	537	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	547	0.2901	0.2687	0.0706	0.0690	0.2728	0.2631
Apache	CAMEL	548	0.0078	0.0572	0.0094	0.0093	0.1293	0.0180
Apache	CAMEL	549	0.2000	0.3333	0.2500	0.2500	0.0058	1.0000
Apache	CAMEL	550	0.0288	0.0602	0.0240	0.0235	0.1243	0.0494
Apache	CAMEL	551	0.2290	0.1625	0.0595	0.0595	0.0845	0.3046
Apache	CAMEL	558	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	561	0.0020	0.0018	0.0047	0.0047	0.0000	0.0015
Apache	CAMEL	562	0.5015	0.5016	0.0064	0.0064	0.5027	0.1681
Apache	CAMEL	566	0.5000	1.0000	0.0500	0.0500	0.2500	0.5000
Apache	CAMEL	567	0.0018	0.0035	0.0041	0.0041	0.0000	0.0026
Apache	CAMEL	574	0.1667	0.1667	0.1667	0.1667	0.2500	0.5000
Apache	CAMEL	577	1.0000	1.0000	1.0000	1.0000	0.5000	1.0000
Apache	CAMEL	581	0.1318	0.0908	0.2548	0.2548	0.0910	0.0150
Apache	CAMEL	583	0.0585	0.0268	0.0607	0.0607	0.1673	0.1339
Apache	CAMEL	584	0.0750	0.5043	0.0302	0.0264	0.2645	0.1875
Apache	CAMEL	587	0.2470	0.2665	0.2631	0.2631	0.0845	0.2353
Apache	CAMEL	593	0.0085	0.0128	0.0058	0.0058	0.0043	0.0173
Apache	CAMEL	597	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	612	0.5000	0.3333	0.0909	0.0909	0.5000	0.5000
Apache	CAMEL	618	1.0000	1.0000	0.5000	0.5000	1.0000	1.0000
Apache	CAMEL	620	0.1819	0.4430	0.1292	0.1292	0.5214	0.5179
Apache	CAMEL	629	0.7556	0.9167	0.0377	0.0377	0.3889	0.5317
Apache	CAMEL	631	0.1440	1.0000	0.1226	0.1226	0.7000	0.4111
Apache	CAMEL	634	0.2885	0.3061	0.3299	0.3299	0.3215	0.2043
Apache	CAMEL	636	0.4802	0.1878	1.0000	1.0000	0.4242	0.4667
Apache	CAMEL	642	0.1779	0.2629	0.1487	0.1485	0.1476	0.1792
Apache	CAMEL	651	0.4515	0.3446	0.6134	0.6133	0.3407	0.3914
Apache	CAMEL	653	0.8333	0.5435	0.7500	0.7500	1.0000	0.6429
Apache	CAMEL	655	0.7272	0.6392	0.2681	0.2681	0.1873	0.3963
Apache	CAMEL	657	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	664	0.2000	0.5000	0.1000	0.1000	0.1429	0.0833
Apache	CAMEL	667	0.3333	1.0000	0.3333	0.3333	1.0000	1.0000
Apache	CAMEL	675	0.1111	1.0000	0.0333	0.0333	1.0000	0.0400
Apache	CAMEL	677	0.0732	0.0573	0.1714	0.1714	0.0416	0.1714
Apache	CAMEL	679	0.4306	0.6222	0.3485	0.3485	0.5222	0.1407
Apache	CAMEL	685	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	686	0.1108	0.3866	0.1495	0.1495	0.1155	0.6979
Apache	CAMEL	688	0.0364	0.0561	0.0254	0.0559	0.0105	0.0436
Apache	CAMEL	691	1.0000	1.0000	0.3333	0.3333	1.0000	0.5000
Apache	CAMEL	694	0.2509	0.5009	0.1268	0.1267	0.0833	0.5034
Apache	CAMEL	695	0.6667	0.8333	0.5833	0.5833	0.6429	0.0625
Apache	CAMEL	696	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000
Apache	CAMEL	697	0.1111	0.0400	0.2500	0.2500	0.0625	0.0238
Apache	CAMEL	701	0.0233	0.0667	0.2500	0.2500	0.0417	0.0714
Apache	CAMEL	702	0.4528	0.3611	0.4024	0.5286	0.3766	0.3333
Apache	CAMEL	707	1.0000	0.8056	0.0614	0.0614	0.1329	0.4010
Apache	CAMEL	710	1.0000	0.5000	1.0000	1.0000	0.2000	1.0000
Apache	CAMEL	712	0.5000	0.5000	0.5000	0.5000	0.2000	1.0000
Apache	CAMEL	713	0.3420	0.3420	0.0084	0.0083	0.3723	0.3569
Apache	CAMEL	715	0.0109	0.0077	0.0343	0.0343	0.0211	0.0208
Apache	CAMEL	718	0.1333	0.0761	0.0757	0.0757	0.0691	0.1894
Apache	CAMEL	727	0.1667	0.3333	1.0000	1.0000	0.1667	1.0000
Apache	CAMEL	737	0.0237	0.0508	0.0343	0.0618	0.0370	0.1843
Apache	CAMEL	738	0.2213	0.1832	0.1406	0.2011	0.1119	0.1832
Apache	CAMEL	741	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	747	0.0483	0.0507	0.1392	0.1392	0.0417	0.3437
Apache	CAMEL	755	1.0000	1.0000	0.5000	0.5000	0.5000	1.0000
Apache	CAMEL	756	1.0000	1.0000	0.5000	0.5000	0.5000	1.0000
Apache	CAMEL	758	0.3708	0.3752	0.1102	0.1102	0.1430	0.5286
Apache	CAMEL	763	0.0387	0.0431	0.0428	0.0436	0.1096	0.0513
Apache	CAMEL	765	1.0000	1.0000	0.0625	0.0625	1.0000	1.0000
Apache	CAMEL	773	0.0476	0.3333	0.2000	0.2000	0.1111	0.2500
Apache	CAMEL	774	1.0000	1.0000	0.5000	0.5000	1.0000	1.0000
Apache	CAMEL	777	0.1298	0.3036	0.2381	0.2381	0.3646	0.3104
Apache	CAMEL	782	0.1674	0.0625	0.0568	0.0565	0.1314	0.0085
Apache	CAMEL	792	1.0000	1.0000	0.3333	0.5000	0.5000	1.0000
Apache	CAMEL	793	1.0000	1.0000	1.0000	1.0000	0.5000	1.0000
Apache	CAMEL	794	0.1056	0.1288	0.1144	0.1144	0.0901	0.0066
Apache	CAMEL	795	1.0000	1.0000	0.1111	0.1111	1.0000	1.0000
Apache	CAMEL	803	0.7500	1.0000	0.5833	0.5833	0.6000	0.4500
Apache	CAMEL	806	0.1561	0.2325	0.0985	0.0985	0.3752	0.0552
Apache	CAMEL	807	0.6667	0.6000	0.6667	0.6667	0.5370	0.5036
Apache	CAMEL	811	0.1326	0.0731	0.0933	0.0932	0.1278	0.2361
Apache	CAMEL	818	0.2262	0.2500	0.6429	0.6429	0.2679	0.2083
Apache	CAMEL	826	0.4210	0.2735	0.1464	0.1465	0.3247	0.1701
Apache	CAMEL	834	0.0019	0.0018	0.0031	0.0067	0.0000	0.0084
Apache	CAMEL	842	0.1548	0.1389	0.3750	0.3750	1.0000	0.3667
Apache	CAMEL	849	0.0851	0.1252	0.1203	0.1204	0.0767	0.1588
Apache	CAMEL	851	1.0000	0.8333	1.0000	1.0000	1.0000	0.5000
Apache	CAMEL	857	0.3581	0.3620	0.5083	0.5566	0.5069	0.4519
Apache	CAMEL	858	0.1519	0.1596	0.2360	0.2361	0.4093	0.0161
Apache	CAMEL	860	0.1852	0.1307	0.7500	0.7500	0.4242	0.3947
Apache	CAMEL	871	0.2801	0.3239	0.1828	0.1828	0.2807	0.3129
Apache	CAMEL	873	0.1109	0.1395	0.2806	0.2803	0.2058	0.2865
Apache	CAMEL	879	0.0374	0.0833	0.0437	0.0437	0.1090	0.1420
Apache	CAMEL	880	0.3590	0.3484	0.4833	0.4833	0.3721	0.6884
Apache	CAMEL	881	0.4940	0.5645	0.5478	0.5478	0.5399	0.4384
Apache	CAMEL	882	1.0000	1.0000	0.5000	0.5000	1.0000	0.3333
Apache	CAMEL	885	0.0768	0.0779	0.0886	0.0887	0.1031	0.0924
Apache	CAMEL	886	0.1429	0.0909	0.3333	0.3333	0.3333	0.0455
Apache	CAMEL	890	0.3333	0.0667	0.3333	0.3333	0.3333	0.0625
Apache	CAMEL	894	0.3209	0.3636	0.2013	0.2013	0.1689	0.4396
Apache	CAMEL	901	0.1347	0.1565	0.3147	0.3140	0.2531	0.1088
Apache	CAMEL	902	0.0076	0.0051	0.0661	0.0661	0.0623	0.1417
Apache	CAMEL	906	0.2978	0.4670	0.8667	0.8667	0.5556	0.9167
Apache	CAMEL	912	1.0000	0.8333	0.6667	0.6667	0.7000	0.2756
Apache	CAMEL	914	0.3333	0.2500	0.5000	0.5000	0.5000	0.3333
Apache	CAMEL	919	0.2155	0.1892	0.1905	0.1905	0.2352	0.3389
Apache	CAMEL	920	0.3333	1.0000	1.0000	1.0000	0.5000	0.5000
Apache	CAMEL	921	0.3345	0.3420	0.0387	0.0387	0.3333	0.3346
Apache	CAMEL	922	0.0121	0.0097	0.1402	0.1402	0.0000	1.0000
Apache	CAMEL	925	0.6464	0.5995	0.3777	0.3777	0.5505	0.5704
Apache	CAMEL	927	0.0859	0.0869	0.0441	0.0441	0.3333	0.4000
Apache	CAMEL	934	0.0012	0.0011	0.0011	0.0011	0.0000	0.0009
Apache	CAMEL	939	0.0065	0.0097	0.0104	0.0104	0.0124	0.0197
Apache	CAMEL	942	1.0000	1.0000	0.2500	0.2500	1.0000	0.1250
Apache	CAMEL	958	0.0576	0.0710	0.0706	0.0745	0.0749	0.0640
Apache	CAMEL	969	0.5000	1.0000	0.2500	0.2500	1.0000	0.5000
Apache	CAMEL	970	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000
Apache	CAMEL	973	0.0053	0.0047	0.0227	0.0229	0.0382	0.0326
Apache	CAMEL	974	0.6676	0.6676	0.6181	0.6032	0.6884	1.0000
Apache	CAMEL	980	0.0039	0.0037	0.0069	0.0069	0.0000	0.0038
Apache	CAMEL	983	0.3360	0.3360	0.1706	0.1706	0.3395	0.3440
Apache	CAMEL	1001	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	1003	0.0526	0.0333	0.5000	0.5000	0.1111	0.2500
Apache	CAMEL	1021	0.0022	0.0023	0.0025	0.0025	0.0008	0.0020
Apache	CAMEL	1023	0.5036	0.5073	0.5043	0.5043	0.0792	0.1079
Apache	CAMEL	1027	0.6000	0.6667	0.2250	0.2250	0.7000	1.0000
Apache	CAMEL	1034	1.0000	0.8333	1.0000	1.0000	1.0000	0.5833
Apache	CAMEL	1037	0.2000	0.2433	0.1802	0.1801	0.4369	0.4872
Apache	CAMEL	1053	0.4721	0.5276	0.6447	0.6447	0.4343	0.5940
Apache	CAMEL	1054	0.3924	0.3480	0.4827	0.4826	0.2172	0.6642
Apache	CAMEL	1057	0.5000	1.0000	0.5000	0.5000	1.0000	0.5000
Apache	CAMEL	1062	0.0333	0.1667	0.0333	0.0333	1.0000	1.0000
Apache	CAMEL	1063	0.1610	0.1341	0.7292	0.7292	0.3472	0.4500
Apache	CAMEL	1070	0.5000	0.5000	0.2500	0.2500	0.5000	0.5000
Apache	CAMEL	1074	1.0000	0.9167	0.8095	0.8095	0.7037	0.6667
Apache	CAMEL	1080	1.0000	0.5000	1.0000	1.0000	0.5000	1.0000
Apache	CAMEL	1088	0.1089	0.0915	0.1928	0.1928	0.0949	0.1644
Apache	CAMEL	1090	1.0000	1.0000	1.0000	1.0000	1.0000	0.5000
Apache	CAMEL	1091	0.6740	0.6806	0.5647	0.5647	0.1241	0.2273
Apache	CAMEL	1093	0.1276	0.1746	0.0827	0.0823	0.1040	0.0133
Apache	CAMEL	1095	0.1350	0.2172	0.0585	0.0583	0.2353	0.5026
Apache	CAMEL	1103	1.0000	1.0000	1.0000	1.0000	0.3333	1.0000
Apache	CAMEL	1107	0.1840	0.2914	0.2534	0.2534	0.5021	0.5600
Apache	CAMEL	1108	0.5000	0.5000	0.3333	0.3333	0.3333	1.0000
Apache	CAMEL	1111	0.2696	0.3479	0.2339	0.2339	0.5112	0.5950
Apache	CAMEL	1118	1.0000	0.9167	1.0000	1.0000	0.9167	0.6222
Apache	CAMEL	1119	0.1269	0.0861	0.1964	0.1964	0.0571	0.2554
Apache	CAMEL	1122	0.3333	1.0000	0.5000	0.5000	0.5000	1.0000
Apache	CAMEL	1125	0.5007	0.5007	0.5114	0.5114	0.5000	0.5009
Apache	CAMEL	1131	0.5667	0.5370	0.5476	0.5476	0.5345	1.0000
Apache	CAMEL	1135	0.5055	0.2567	0.0271	0.1845	0.2667	0.5050
Apache	CAMEL	1140	0.3404	0.2430	0.3178	0.3178	0.2931	0.3557
Apache	CAMEL	1144	0.0015	0.0034	0.0032	0.0032	0.0026	0.0009
Apache	CAMEL	1145	1.0000	1.0000	0.0313	0.0313	1.0000	0.3333
Apache	CAMEL	1150	0.4005	0.3569	0.4013	0.4013	0.1818	0.3338
Apache	CAMEL	1187	0.6327	0.5958	0.5823	0.5823	0.6052	0.2811
Apache	CAMEL	1188	0.0026	0.0034	0.0036	0.0036	0.0052	0.0067
Apache	CAMEL	1190	0.2000	0.3333	0.1111	0.1111	1.0000	1.0000
Apache	CAMEL	1193	0.2255	0.3095	0.3500	0.3500	0.8333	0.2500
Apache	CAMEL	1196	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	1199	0.8333	0.5000	0.8333	0.8333	1.0000	0.3611
Apache	CAMEL	1205	0.0031	0.0058	0.0033	0.0033	0.0046	0.0046
Apache	CAMEL	1207	0.1111	0.0588	0.1667	0.1667	0.1000	1.0000
Apache	CAMEL	1213	0.0709	0.0592	0.0678	0.0678	0.1258	0.0843
Apache	CAMEL	1216	0.0605	0.0634	0.1144	0.1144	0.1595	0.0445
Apache	CAMEL	1217	0.8133	0.7416	0.8833	0.8833	0.4251	0.5694
Apache	CAMEL	1221	0.5536	0.4206	0.3869	0.3869	0.2452	0.7500
Apache	CAMEL	1225	0.1111	0.1667	0.0909	0.0909	0.0833	0.5000
Apache	CAMEL	1247	0.3000	0.3056	0.2568	0.2568	0.1061	0.1010
Apache	CAMEL	1249	0.7778	0.7292	0.8667	0.8667	0.7917	1.0000
Apache	CAMEL	1261	0.0613	0.0172	0.0708	0.0708	0.0948	0.0238
Apache	CAMEL	1263	1.0000	1.0000	0.3333	0.3333	1.0000	0.3333
Apache	CAMEL	1265	0.2000	0.2000	0.0213	0.0213	0.3333	0.1429
Apache	CAMEL	1270	0.6429	1.0000	0.4500	0.4500	0.2976	0.8333
Apache	CAMEL	1271	0.1051	0.0519	0.1935	0.1934	0.0345	0.0416
Apache	CAMEL	1274	0.2500	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	1278	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	1283	1.0000	1.0000	0.8333	0.8333	0.1944	0.1944
Apache	CAMEL	1292	0.0077	0.0083	0.1667	0.1667	0.1111	0.0455
Apache	CAMEL	1296	0.1111	0.3333	0.0556	0.0556	0.0104	0.0031
Apache	CAMEL	1301	0.4592	0.4825	0.1617	0.1617	0.3617	0.5167
Apache	CAMEL	1321	0.5000	0.2000	0.2500	0.2500	1.0000	0.0667
Apache	CAMEL	1325	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	1330	1.0000	1.0000	0.5000	0.5000	0.0417	0.0526
Apache	CAMEL	1332	0.2478	0.2230	0.2536	0.2536	0.1826	0.1809
Apache	CAMEL	1352	0.5125	0.5145	0.3250	0.3250	0.7000	0.5769
Apache	CAMEL	1356	0.5238	0.5112	0.1339	0.1303	0.5074	0.5323
Apache	CAMEL	1366	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	1379	0.6181	0.7436	0.7051	0.7051	0.5167	0.9167
Apache	CAMEL	1384	0.2688	0.1564	0.1616	0.1616	0.3500	0.2896
Apache	CAMEL	1401	0.5443	0.5698	0.5952	0.5951	0.5644	0.4265
Apache	CAMEL	1406	0.1270	0.1563	0.5588	0.5588	0.1056	0.1667
Apache	CAMEL	1408	0.0827	0.2062	0.1533	0.1533	0.1621	0.3063
Apache	CAMEL	1411	0.2329	0.2644	0.2922	0.2921	0.2383	0.2204
Apache	CAMEL	1412	0.0031	0.0032	0.0455	0.0455	0.0238	0.1000
Apache	CAMEL	1414	0.1760	0.1798	0.0407	0.0407	0.1747	0.0873
Apache	CAMEL	1416	0.0633	0.0447	0.1558	0.1558	0.0841	0.0523
Apache	CAMEL	1417	0.1653	0.1837	0.0774	0.0777	0.1036	0.1267
Apache	CAMEL	1421	0.5161	0.5084	0.5051	0.5051	0.1000	0.5037
Apache	CAMEL	1426	0.2500	0.3333	0.0435	0.0435	0.5000	1.0000
Apache	CAMEL	1428	0.2649	0.2907	0.2944	0.3150	0.2585	0.3037
Apache	CAMEL	1441	0.0417	0.0303	0.0145	0.0196	0.0196	0.0095
Apache	CAMEL	1443	0.0877	0.0975	0.0470	0.0470	0.0771	0.0399
Apache	CAMEL	1444	0.2191	0.3805	0.3254	0.3254	0.2900	0.2727
Apache	CAMEL	1454	0.0464	0.0741	0.1167	0.1167	0.0300	0.0700
Apache	CAMEL	1461	0.2255	0.5000	0.0506	0.0505	0.0928	0.4045
Apache	CAMEL	1462	0.2443	0.4311	0.4879	0.4879	0.4500	0.2647
Apache	CAMEL	1463	0.0958	0.0752	0.1242	0.1242	0.0738	0.0215
Apache	CAMEL	1474	0.1078	0.1444	0.2111	0.2111	0.1576	0.1191
Apache	CAMEL	1475	0.2490	0.2408	0.2383	0.2379	0.1749	0.2582
Apache	CAMEL	1477	0.0484	0.0635	0.1160	0.1160	0.0396	0.1234
Apache	CAMEL	1480	0.0256	0.0750	0.4667	0.4667	0.2222	0.5000
Apache	CAMEL	1488	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	1492	0.0400	0.1250	0.2500	0.2500	1.0000	1.0000
Apache	CAMEL	1496	0.0198	0.0114	0.0382	0.0382	0.0042	0.0175
Apache	CAMEL	1497	1.0000	1.0000	1.0000	1.0000	0.5000	1.0000
Apache	CAMEL	1498	0.1629	0.1725	0.0375	0.1153	0.1806	0.0613
Apache	CAMEL	1504	1.0000	1.0000	0.0112	0.0112	0.3333	1.0000
Apache	CAMEL	1505	1.0000	0.5000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	1506	0.3108	0.4287	0.3201	0.3201	0.3076	0.1443
Apache	CAMEL	1508	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	1509	0.4167	0.5000	0.0504	0.0504	0.4167	0.2917
Apache	CAMEL	1510	0.4184	0.4466	0.3507	0.3503	0.3450	0.4021
Apache	CAMEL	1511	0.0730	0.0746	0.1945	0.1945	0.1755	0.2122
Apache	CAMEL	1513	0.3906	0.3354	0.3376	0.3377	0.3718	0.2840
Apache	CAMEL	1516	0.7500	0.6429	0.2250	0.2250	0.1742	0.1042
Apache	CAMEL	1519	0.0095	0.0217	0.0127	0.0127	0.0081	0.5000
Apache	CAMEL	1524	0.1000	0.5000	0.1000	0.1000	0.0833	0.5000
Apache	CAMEL	1525	0.0096	0.0107	0.0266	0.0267	0.0163	0.2960
Apache	CAMEL	1535	0.0296	0.0367	0.0420	0.0420	0.0057	0.1087
Apache	CAMEL	1544	0.0018	0.0020	0.0024	0.0024	0.0000	0.2516
Apache	CAMEL	1547	0.2644	0.2647	0.5427	0.5427	0.3104	0.7608
Apache	CAMEL	1548	0.0272	0.0226	0.0581	0.0581	0.0381	0.0895
Apache	CAMEL	1565	0.5667	0.5175	0.4500	0.4500	0.6667	0.6250
Apache	CAMEL	1566	0.1282	0.1094	0.6056	0.6056	0.5139	0.7306
Apache	CAMEL	1568	1.0000	1.0000	0.2000	0.2000	1.0000	1.0000
Apache	CAMEL	1583	0.3333	0.0909	0.2500	0.2500	0.2500	0.3333
Apache	CAMEL	1585	0.0102	0.0169	0.0060	0.0060	0.0111	0.0303
Apache	CAMEL	1586	0.0196	0.0097	0.0165	0.0165	0.0101	0.0553
Apache	CAMEL	1590	0.0081	0.0102	0.0099	0.0099	0.1042	0.0418
Apache	CAMEL	1604	0.0110	0.0109	0.0340	0.0340	0.0083	0.0747
Apache	CAMEL	1609	0.2630	0.1903	0.1107	0.1098	0.0959	0.0311
Apache	CAMEL	1614	0.0149	0.0185	0.0556	0.0556	0.0667	0.1667
Apache	CAMEL	1615	0.0884	0.0877	0.0060	0.0060	0.0849	0.1149
Apache	CAMEL	1618	0.1544	0.1381	0.0232	0.0232	0.1111	0.0352
Apache	CAMEL	1621	0.0061	0.0062	0.1517	0.1517	0.1089	0.1232
Apache	CAMEL	1622	0.1677	0.0849	0.0337	0.0337	0.0317	0.0367
Apache	CAMEL	1624	0.0293	0.0204	0.0861	0.0861	0.2500	0.0842
Apache	CAMEL	1632	0.0114	0.0138	0.0043	0.0043	0.2745	0.0195
Apache	CAMEL	1633	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	1641	0.0908	0.0169	0.0161	0.0160	0.0066	0.0288
Apache	CAMEL	1642	1.0000	0.8333	1.0000	1.0000	0.6667	1.0000
Apache	CAMEL	1645	0.0357	0.0833	0.2500	0.2500	0.1250	0.1000
Apache	CAMEL	1646	0.6544	0.6295	0.8850	0.8850	0.7909	0.1332
Apache	CAMEL	1650	0.1081	0.1039	0.1201	0.1201	0.1139	0.0817
Apache	CAMEL	1651	0.1710	0.2365	0.1569	0.1569	0.1549	0.1366
Apache	CAMEL	1652	0.0025	0.0030	0.0054	0.0200	0.0015	0.0431
Apache	CAMEL	1663	0.0478	0.1259	0.3986	0.4281	0.1903	0.1998
Apache	CAMEL	1670	0.0819	0.1461	0.1615	0.1615	0.0468	0.0950
Apache	CAMEL	1676	0.5000	0.5000	1.0000	1.0000	1.0000	0.3333
Apache	CAMEL	1689	0.5532	0.4860	0.5714	0.6212	0.5580	0.3993
Apache	CAMEL	1696	0.0873	0.2519	0.1406	0.2500	0.0315	0.2581
Apache	CAMEL	1697	0.0002	0.0002	0.0003	0.0003	0.0000	0.0018
Apache	CAMEL	1711	0.9167	0.7333	0.2461	0.2444	0.7917	1.0000
Apache	CAMEL	1716	0.6671	0.6671	0.6672	0.6672	0.4167	0.4451
Apache	CAMEL	1719	0.0625	0.0833	0.1667	0.1667	0.0435	0.0400
