Group	Project	BugID	BugLocator	BRTracer	BLUiR	AmaLgam	BLIA	Locus
Apache	CAMEL	1213	0.0709	0.0592	0.0678	0.0678	0.1258	0.0843
Apache	CAMEL	1216	0.0377	0.0345	0.0416	0.0416	0.1230	0.0375
Apache	CAMEL	1217	0.4925	0.6333	0.5625	0.5625	0.3155	0.6215
Apache	CAMEL	1221	0.5536	0.4206	0.3869	0.3869	0.2452	0.7500
Apache	CAMEL	1225	0.1111	0.1667	0.0909	0.0909	0.0833	0.5000
Apache	CAMEL	1247	0.3000	0.3056	0.2568	0.2568	0.1061	0.1010
Apache	CAMEL	1249	0.7778	0.7292	0.8667	0.8667	0.7917	1.0000
Apache	CAMEL	1261	0.0613	0.0172	0.0708	0.0708	0.0948	0.0238
Apache	CAMEL	1263	1.0000	1.0000	0.3333	0.3333	1.0000	0.3333
Apache	CAMEL	1265	0.2000	0.2000	0.0213	0.0213	0.3333	0.1429
Apache	CAMEL	1270	0.6429	1.0000	0.4500	0.4500	0.2976	0.8333
Apache	CAMEL	1271	0.2272	0.1001	0.3147	0.3146	0.0623	0.0479
Apache	CAMEL	1274	0.2500	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	1278	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	1283	1.0000	0.5000	1.0000	1.0000	0.1111	0.1111
Apache	CAMEL	1292	0.0077	0.0083	0.1667	0.1667	0.1111	0.0455
Apache	CAMEL	1296	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Apache	CAMEL	1301	0.4592	0.4825	0.1617	0.1617	0.3617	0.5167
Apache	CAMEL	1321	0.5000	0.2000	0.2500	0.2500	1.0000	0.0667
Apache	CAMEL	1325	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	1330	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Apache	CAMEL	1332	0.2022	0.1954	0.1694	0.1694	0.1108	0.1483
Apache	CAMEL	1352	0.5125	0.5145	0.3250	0.3250	0.7000	0.5769
Apache	CAMEL	1356	1.0000	1.0000	0.1429	0.1429	1.0000	1.0000
Apache	CAMEL	1366	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	1379	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	1384	0.2688	0.1564	0.1616	0.1616	0.3500	0.2896
Apache	CAMEL	1401	0.7222	0.7556	0.7778	0.7778	0.7222	0.5536
Apache	CAMEL	1406	0.1111	0.2500	1.0000	1.0000	0.1000	0.0833
Apache	CAMEL	1408	0.0892	0.2340	0.1722	0.1722	0.1849	0.2201
Apache	CAMEL	1411	0.1984	0.2578	0.2739	0.2739	0.1986	0.2531
Apache	CAMEL	1412	0.0031	0.0032	0.0455	0.0455	0.0238	0.1000
Apache	CAMEL	1414	0.1760	0.1798	0.0407	0.0407	0.1747	0.0873
Apache	CAMEL	1416	0.0633	0.0447	0.1558	0.1558	0.0841	0.0523
Apache	CAMEL	1417	0.2826	0.3146	0.1295	0.1291	0.1813	0.2162
Apache	CAMEL	1421	1.0000	1.0000	1.0000	1.0000	0.2000	1.0000
Apache	CAMEL	1426	0.2500	0.3333	0.0435	0.0435	0.5000	1.0000
Apache	CAMEL	1428	0.1190	0.1652	0.2333	0.2468	0.1704	0.2330
Apache	CAMEL	1441	0.0417	0.0303	0.0145	0.0196	0.0196	0.0095
Apache	CAMEL	1443	0.1096	0.1218	0.0588	0.0587	0.0964	0.0451
Apache	CAMEL	1444	0.1909	0.4613	0.2589	0.2589	0.1797	0.2649
Apache	CAMEL	1454	0.0464	0.0741	0.1167	0.1167	0.0300	0.0700
Apache	CAMEL	1461	0.2255	0.5000	0.0506	0.0505	0.0928	0.4045
Apache	CAMEL	1462	0.2443	0.4311	0.4879	0.4879	0.4500	0.2647
Apache	CAMEL	1463	0.1131	0.0864	0.1388	0.1388	0.0899	0.0203
Apache	CAMEL	1474	0.1078	0.1444	0.2111	0.2111	0.1576	0.1191
Apache	CAMEL	1475	0.1497	0.1605	0.1333	0.1331	0.0871	0.1396
Apache	CAMEL	1477	0.0592	0.0783	0.1434	0.1434	0.0495	0.1524
Apache	CAMEL	1480	0.0384	0.1125	0.7000	0.7000	0.3333	0.7500
Apache	CAMEL	1488	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	1492	0.0400	0.1250	0.2500	0.2500	1.0000	1.0000
Apache	CAMEL	1496	0.0208	0.0128	0.0370	0.0370	0.0056	0.0208
Apache	CAMEL	1497	1.0000	1.0000	1.0000	1.0000	0.5000	1.0000
Apache	CAMEL	1498	0.0624	0.1982	0.0172	0.0171	0.2072	0.0672
Apache	CAMEL	1504	1.0000	1.0000	0.0112	0.0112	0.3333	1.0000
Apache	CAMEL	1505	1.0000	0.5000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	1506	0.3108	0.4287	0.3201	0.3201	0.3076	0.1443
Apache	CAMEL	1508	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	1509	0.5556	0.6667	0.0672	0.0672	0.5556	0.3889
Apache	CAMEL	1510	0.6250	0.6667	0.5227	0.5222	0.5175	0.6000
Apache	CAMEL	1511	0.0838	0.0838	0.2082	0.2082	0.1511	0.2035
Apache	CAMEL	1513	0.3076	0.3358	0.2546	0.2547	0.2885	0.2567
Apache	CAMEL	1516	1.0000	1.0000	0.2500	0.2500	0.1667	0.0833
Apache	CAMEL	1519	0.0095	0.0217	0.0127	0.0127	0.0081	0.5000
Apache	CAMEL	1524	0.2000	1.0000	0.2000	0.2000	0.1667	1.0000
Apache	CAMEL	1525	0.0096	0.0107	0.0266	0.0267	0.0163	0.2960
Apache	CAMEL	1535	0.0201	0.0402	0.0593	0.0593	0.0099	0.1688
Apache	CAMEL	1544	0.0018	0.0023	0.0026	0.0027	0.0000	0.5000
Apache	CAMEL	1547	0.3278	0.3159	0.7222	0.7222	0.4139	1.0000
Apache	CAMEL	1548	0.0509	0.0370	0.1002	0.1002	0.0353	0.0693
Apache	CAMEL	1565	0.5667	0.5175	0.4500	0.4500	0.6667	0.6250
Apache	CAMEL	1566	0.0476	0.0417	1.0000	1.0000	0.1667	1.0000
Apache	CAMEL	1568	1.0000	1.0000	0.2000	0.2000	1.0000	1.0000
Apache	CAMEL	1583	0.3333	0.0909	0.2500	0.2500	0.2500	0.3333
Apache	CAMEL	1585	0.0102	0.0169	0.0060	0.0060	0.0111	0.0303
Apache	CAMEL	1586	0.0135	0.0062	0.0200	0.0200	0.0099	0.0500
Apache	CAMEL	1590	0.0073	0.0092	0.0083	0.0083	0.0779	0.0679
Apache	CAMEL	1604	0.0155	0.0153	0.0476	0.0476	0.0117	0.1046
Apache	CAMEL	1609	0.2620	0.1988	0.0739	0.0731	0.0844	0.0258
Apache	CAMEL	1614	0.0149	0.0185	0.0556	0.0556	0.0667	0.1667
Apache	CAMEL	1615	0.0884	0.0877	0.0060	0.0060	0.0849	0.1149
Apache	CAMEL	1618	0.2708	0.2615	0.0208	0.0207	0.2490	0.0499
Apache	CAMEL	1621	0.0035	0.0036	0.1216	0.1216	0.0881	0.0675
Apache	CAMEL	1622	0.2012	0.1018	0.0405	0.0405	0.0381	0.0440
Apache	CAMEL	1624	0.0556	0.0385	0.1667	0.1667	0.5000	0.1667
Apache	CAMEL	1632	0.0114	0.0138	0.0043	0.0043	0.2745	0.0195
Apache	CAMEL	1633	1.0000	1.0000	1.0000	1.0000	1.0000	1.0000
Apache	CAMEL	1641	0.1090	0.0202	0.0193	0.0193	0.0079	0.0345
Apache	CAMEL	1642	1.0000	0.8333	1.0000	1.0000	0.6667	1.0000
Apache	CAMEL	1645	0.0714	0.1667	0.5000	0.5000	0.2500	0.2000
Apache	CAMEL	1646	0.6544	0.6295	0.8850	0.8850	0.7909	0.1332
Apache	CAMEL	1650	0.1500	0.1442	0.0917	0.0917	0.1417	0.0852
Apache	CAMEL	1651	0.2297	0.3217	0.2114	0.2114	0.2081	0.1871
Apache	CAMEL	1652	0.0025	0.0030	0.0054	0.0200	0.0015	0.0431
Apache	CAMEL	1663	0.0577	0.1554	0.4973	0.5166	0.2379	0.2475
Apache	CAMEL	1670	0.0936	0.1670	0.1845	0.1845	0.0534	0.1086
Apache	CAMEL	1676	0.5000	0.5000	1.0000	1.0000	1.0000	0.3333
Apache	CAMEL	1689	0.3867	0.3782	0.5550	0.5746	0.5161	0.4791
Apache	CAMEL	1696	0.1164	0.3359	0.1875	0.3333	0.0420	0.3441
Apache	CAMEL	1697	0.0002	0.0003	0.0004	0.0004	0.0000	0.0025
Apache	CAMEL	1711	0.9167	0.7333	0.2461	0.2444	0.7917	1.0000
Apache	CAMEL	1716	0.2504	0.5004	0.5005	0.5005	0.5000	0.5006
Apache	CAMEL	1719	0.0625	0.0833	0.1667	0.1667	0.0435	0.0400
